Date,Ticker,Name,Tier,Currency,Docclause,Tenor,Composite
06-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
07-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
08-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
09-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
12-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
13-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
14-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
15-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
16-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
19-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,40
20-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,42
21-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,42
22-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
23-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
26-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
27-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
28-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
29-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,47
30-May-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
02-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
03-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
04-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
05-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
06-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
09-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
10-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,51
11-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
12-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
13-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
16-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
17-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
18-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
19-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,52
20-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,54
23-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,54
24-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,54
25-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,57
26-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,63
27-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,65
30-Jun-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,65
01-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,69
02-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,70
03-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,70
04-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,70
07-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,78
08-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,75
09-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,80
10-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,79
11-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,57
14-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,43
15-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
16-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,46
17-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,43
18-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
21-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
22-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
23-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,40
24-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
25-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,43
28-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
29-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,43
30-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,42
31-Jul-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,43
01-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
04-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
05-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
06-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,47
07-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
08-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
11-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,47
12-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,47
13-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
14-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
15-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
18-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
19-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
20-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
21-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
22-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,36
25-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,36
26-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,37
27-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
28-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
29-Aug-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
01-Sep-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
02-Sep-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
03-Sep-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
04-Sep-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,37
05-Sep-2008,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
14-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
15-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
16-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
17-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
18-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
21-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
22-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
23-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
24-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
25-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
28-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
29-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
30-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
31-May-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
01-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
04-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
05-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
06-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
07-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
08-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
11-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
12-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
13-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
14-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
15-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
18-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
19-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
20-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
21-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
22-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
25-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
26-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
27-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
28-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
29-Jun-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
02-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
03-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
04-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
05-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
06-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
09-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
10-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
11-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
12-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
13-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
16-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
17-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
18-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
19-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
20-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
23-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
24-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
25-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
26-Jul-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
08-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,28
09-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,29
10-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
13-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
14-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
15-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
16-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
17-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
20-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
21-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
22-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
23-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
24-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
27-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
28-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
29-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
30-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
31-Aug-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
03-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
04-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
05-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
06-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
07-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
10-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
11-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
12-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
13-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
14-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
17-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
18-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
19-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,19
20-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,19
21-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,19
24-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,18
25-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
26-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
27-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
28-Sep-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
01-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
02-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
03-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
04-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
05-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
08-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
09-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
10-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
11-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
12-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
15-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
16-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
17-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
18-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
19-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
22-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
23-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
24-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
25-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
26-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
29-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
30-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,27
31-Oct-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,27
01-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,31
02-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,36
05-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,44
06-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,44
07-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,45
08-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,45
09-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,45
12-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,45
13-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,43
14-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
15-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
16-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
19-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
20-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
21-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
22-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
23-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
26-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
27-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
28-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
29-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
30-Nov-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
03-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
04-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
05-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
06-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
07-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
10-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,38
11-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
12-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,39
13-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,39
14-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,39
17-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,38
18-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,37
19-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,33
20-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,31
21-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,31
24-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,30
25-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,30
26-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,30
27-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,30
28-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,30
31-Dec-2007,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,30
01-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,30
02-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,30
03-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,30
04-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,37
07-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,37
08-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,37
09-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,37
10-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,38
11-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,39
14-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,39
15-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
16-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,40
17-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,43
18-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,46
21-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,46
22-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,46
23-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,46
24-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,46
25-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,48
28-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,50
29-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,50
30-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,48
31-Jan-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,48
01-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,49
04-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,49
05-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,49
06-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,53
07-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,55
08-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,61
11-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,63
12-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,65
13-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,69
14-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,72
15-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,72
18-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,72
19-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,74
20-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,74
21-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,74
22-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,74
25-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,74
26-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,74
27-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,74
28-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,75
29-Feb-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,75
03-Mar-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,75
04-Mar-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,75
05-Mar-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,75
06-Mar-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,79
07-Mar-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,79
10-Mar-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,79
11-Mar-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,80
12-Mar-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,80
13-Mar-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,80
14-Mar-2008,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,80
