Date,Ticker,Name,Tier,Currency,Docclause,Tenor,Composite Price (Basis Points)
2-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,99
3-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,105
4-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,93
6-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,84
9-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,80
10-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,80
11-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,80
12-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,79
13-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,78
16-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,78
17-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,77
18-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,77
19-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,77
20-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,77
23-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,76
24-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,76
25-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,76
26-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,75
27-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,75
30-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,75
31-Mar-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,78
1-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,78
2-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,78
3-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,98
6-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,89
7-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,89
8-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,83
9-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,83
10-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,83
13-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,97
14-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,106
15-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,107
16-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,107
17-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,103
20-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,87
21-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,81
22-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,78
23-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,78
24-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,76
27-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,76
28-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,77
29-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,77
30-Apr-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,77
1-May-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,86
4-May-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,86
5-May-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,86
6-May-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,86
7-May-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,87
8-May-09,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,87
