"code","npias","name","city","state","ADO","service_level","district","id","airport_id","year","operations"
"TVI","13-0110","Thomasville Regional","Thomasville","GA","ATL","",,,"",,
"HQU","13-0111","Thomson-McDuffie County","Thomson","GA","ATL","",,,"",,
"TMA","13-0112","Henry Tift Myers","Tifton","GA","ATL","",,,"",,
"TOC","13-0113","Toccoa - R G LeTourneau Field","Toccoa","GA","ATL","GA",10,,"",,
"VLD","13-0115","Valdosta Regional","Valdosta","GA","ATL","P",1,8505,"VLD",2004,70068
"VLD","13-0115","Valdosta Regional","Valdosta","GA","ATL","P",1,8997,"VLD",2005,71851
"VLD","13-0115","Valdosta Regional","Valdosta","GA","ATL","P",1,9491,"VLD",2006,73677
"VLD","13-0115","Valdosta Regional","Valdosta","GA","ATL","P",1,9991,"VLD",2007,47329
"VLD","13-0115","Valdosta Regional","Valdosta","GA","ATL","P",1,10493,"VLD",2008,24297
"VLD","13-0115","Valdosta Regional","Valdosta","GA","ATL","P",1,10998,"VLD",2009,6566
"VDI","13-0116","Vidalia Regional","Vidalia","GA","ATL","",,,"",,
"5A9","13-0117","Roosevelt Memorial","Warm Springs","GA","ATL","GA",3,,"",,
"IIY","13-0118","Washington-Wilkes County","Washington","GA","ATL","GA",10,,"",,
"AYS","13-0119","Waycross-Ware County","Waycross","GA","ATL","",,,"",,
"BXG","13-0120","Burke County","Waynesboro","GA","ATL","",,,"",,
"WDR","13-0121","Winder-Barrow","Winder","GA","ATL","GA",7,,"",,
"65J","13-0122","Wrens Memorial","Wrens","GA","ATL","",,,"",,
"GUM","66-0001","Guam International","Agana","GU","HNL","P",1,8212,"GUM",2004,58072
"GUM","66-0001","Guam International","Agana","GU","HNL","P",1,8703,"GUM",2005,51594
"GUM","66-0001","Guam International","Agana","GU","HNL","P",1,9197,"GUM",2006,59697
"GUM","66-0001","Guam International","Agana","GU","HNL","P",1,9693,"GUM",2007,62408
"GUM","66-0001","Guam International","Agana","GU","HNL","P",1,10194,"GUM",2008,60843
"GUM","66-0001","Guam International","Agana","GU","HNL","P",1,10699,"GUM",2009,28933
"HNM","15-0001","Hana","Hana","HI","HNL","CS",2,,"",,
"PAK","15-0002","Port Allen","Hanapepe","HI","HNL","GA",2,,"",,
"UPP","15-0003","Upolu","Hawi","HI","HNL","GA",2,,"",,
"ITO","15-0004","Hilo International","Hilo","HI","HNL","P",2,8256,"ITO",2004,109915
"ITO","15-0004","Hilo International","Hilo","HI","HNL","P",2,8747,"ITO",2005,111985
"ITO","15-0004","Hilo International","Hilo","HI","HNL","P",2,9241,"ITO",2006,97892
"ITO","15-0004","Hilo International","Hilo","HI","HNL","P",2,9738,"ITO",2007,97303
"ITO","15-0004","Hilo International","Hilo","HI","HNL","P",2,10239,"ITO",2008,79496
"ITO","15-0004","Hilo International","Hilo","HI","HNL","P",2,10744,"ITO",2009,39690
"HNL","15-0005","Honolulu International","Honolulu","HI","HNL","P",1,8226,"HNL",2004,320275
"HNL","15-0005","Honolulu International","Honolulu","HI","HNL","P",1,8717,"HNL",2005,330546
"HNL","15-0005","Honolulu International","Honolulu","HI","HNL","P",1,9211,"HNL",2006,316713
"HNL","15-0005","Honolulu International","Honolulu","HI","HNL","P",1,9707,"HNL",2007,307112
"HNL","15-0005","Honolulu International","Honolulu","HI","HNL","P",1,10208,"HNL",2008,281428
"HNL","15-0005","Honolulu International","Honolulu","HI","HNL","P",1,10713,"HNL",2009,138785
"OGG","15-0006","Kahului","Kahului","HI","HNL","P",2,8351,"OGG",2004,160799
"OGG","15-0006","Kahului","Kahului","HI","HNL","P",2,8842,"OGG",2005,167449
"OGG","15-0006","Kahului","Kahului","HI","HNL","P",2,9336,"OGG",2006,164780
"OGG","15-0006","Kahului","Kahului","HI","HNL","P",2,9835,"OGG",2007,147889
"OGG","15-0006","Kahului","Kahului","HI","HNL","P",2,10336,"OGG",2008,127906
"OGG","15-0006","Kahului","Kahului","HI","HNL","P",2,10841,"OGG",2009,60170
"KOA","15-0008","Kona International at Keahole","Kailua/Kona","HI","HNL","P",2,8270,"KOA",2004,137918
"KOA","15-0008","Kona International at Keahole","Kailua/Kona","HI","HNL","P",2,8761,"KOA",2005,154971
"KOA","15-0008","Kona International at Keahole","Kailua/Kona","HI","HNL","P",2,9255,"KOA",2006,143218
"KOA","15-0008","Kona International at Keahole","Kailua/Kona","HI","HNL","P",2,9752,"KOA",2007,144570
"KOA","15-0008","Kona International at Keahole","Kailua/Kona","HI","HNL","P",2,10253,"KOA",2008,130708
"KOA","15-0008","Kona International at Keahole","Kailua/Kona","HI","HNL","P",2,10758,"KOA",2009,48923
"LUP","15-0009","Kalaupapa","Kalaupapa","HI","HNL","CS",2,,"",,
"MUE","15-0010","Waimea-Kohala","Kamuela","HI","HNL","GA",2,,"",,
"JRF","15-0014","Kalaeloa (John Rodgers Field)","Kapolei","HI","HNL","R",2,8267,"JRF",2004,68589
"JRF","15-0014","Kalaeloa (John Rodgers Field)","Kapolei","HI","HNL","R",2,8758,"JRF",2005,163292
"JRF","15-0014","Kalaeloa (John Rodgers Field)","Kapolei","HI","HNL","R",2,9252,"JRF",2006,142720
"JRF","15-0014","Kalaeloa (John Rodgers Field)","Kapolei","HI","HNL","R",2,9749,"JRF",2007,112834
"JRF","15-0014","Kalaeloa (John Rodgers Field)","Kapolei","HI","HNL","R",2,10250,"JRF",2008,10666
"JRF","15-0014","Kalaeloa (John Rodgers Field)","Kapolei","HI","HNL","R",2,10755,"JRF",2009,12512
"MKK","15-0011","Molokai","Kaunakakai","HI","HNL","P",2,8324,"MKK",2004,36749
"MKK","15-0011","Molokai","Kaunakakai","HI","HNL","P",2,8815,"MKK",2005,39338
"MKK","15-0011","Molokai","Kaunakakai","HI","HNL","P",2,9310,"MKK",2006,39633
"MKK","15-0011","Molokai","Kaunakakai","HI","HNL","P",2,9808,"MKK",2007,37566
"MKK","15-0011","Molokai","Kaunakakai","HI","HNL","P",2,10309,"MKK",2008,35299
"MKK","15-0011","Molokai","Kaunakakai","HI","HNL","P",2,10814,"MKK",2009,18057
"JHM","15-0016","Kapalua","Lahaina","HI","HNL","",,,"",,
"LNY","15-0012","Lanai","Lanai City","HI","HNL","P",2,,"",,
"LIH","15-0013","Lihue","Lihue","HI","HNL","P",2,8285,"LIH",2004,104486
"LIH","15-0013","Lihue","Lihue","HI","HNL","P",2,8776,"LIH",2005,107503
"LIH","15-0013","Lihue","Lihue","HI","HNL","P",2,9271,"LIH",2006,118212
"LIH","15-0013","Lihue","Lihue","HI","HNL","P",2,9768,"LIH",2007,116493
"LIH","15-0013","Lihue","Lihue","HI","HNL","P",2,10269,"LIH",2008,113340
"LIH","15-0013","Lihue","Lihue","HI","HNL","P",2,10774,"LIH",2009,47730
"HDH","15-0018","Dillingham Airfield","Mokuleia","HI","HNL","GA",2,,"",,
"4C8","19-0001","Albia Municipal","Albia","IA","ACE","GA",3,,"",,
"AXA","19-0002","Algona Municipal","Algona","IA","ACE","GA",4,,"",,
"AMW","19-0004","Ames Municipal","Ames","IA","ACE","GA",4,,"",,
"IKV","19-0132","Ankeny Regional","Ankeny","IA","ACE","R",3,,"",,
"AIO","19-0005","Atlantic Municipal","Atlantic","IA","ACE","GA",5,,"",,
"ADU","19-0006","Audubon County","Audubon","IA","ACE","GA",5,,"",,
"TZT","19-0131","Belle Plaine Municipal","Belle Plaine","IA","ACE","GA",3,,"",,
"4K6","19-0008","Bloomfield Municipal","Bloomfield","IA","ACE","GA",2,,"",,
"BNW","19-0009","Boone Municipal","Boone","IA","ACE","GA",4,,"",,
"BRL","19-0010","Southeast Iowa Regional","Burlington","IA","ACE","GA",2,,"",,
"CIN","19-0011","Arthur N Neu","Carroll","IA","ACE","GA",5,,"",,
"CID","19-0012","The Eastern Iowa","Cedar Rapids","IA","ACE","P",2,8109,"CID",2004,69184
"CID","19-0012","The Eastern Iowa","Cedar Rapids","IA","ACE","P",2,8597,"CID",2005,65939
"CID","19-0012","The Eastern Iowa","Cedar Rapids","IA","ACE","P",2,9089,"CID",2006,63387
"CID","19-0012","The Eastern Iowa","Cedar Rapids","IA","ACE","P",2,9584,"CID",2007,63421
"CID","19-0012","The Eastern Iowa","Cedar Rapids","IA","ACE","P",2,10084,"CID",2008,61137
"CID","19-0012","The Eastern Iowa","Cedar Rapids","IA","ACE","P",2,10587,"CID",2009,27945
"TVK","19-0013","Centerville Municipal","Centerville","IA","ACE","GA",2,,"",,
"CNC","19-0014","Chariton Municipal","Chariton","IA","ACE","GA",3,,"",,
"CCY","19-0015","Northeast Iowa Regional","Charles City","IA","ACE","GA",4,,"",,
"CKP","19-0099","Cherokee County Regional","Cherokee","IA","ACE","GA",5,,"",,
"ICL","19-0017","Schenck Field","Clarinda","IA","ACE","GA",5,,"",,
"CAV","19-0018","Clarion Municipal","Clarion","IA","ACE","GA",4,,"",,
"CWI","19-0019","Clinton Municipal","Clinton","IA","ACE","GA",1,,"",,
"CBF","19-0022","Council Bluffs Municipal","Council Bluffs","IA","ACE","GA",5,,"",,
"CSQ","19-0023","Creston Municipal","Creston","IA","ACE","GA",5,,"",,
"DVN","19-0024","Davenport Municipal","Davenport","IA","ACE","GA",1,,"",,
"DEH","19-0025","Decorah Municipal","Decorah","IA","ACE","GA",4,,"",,
"DNS","19-0026","Denison Municipal","Denison","IA","ACE","GA",5,,"",,
"DSM","19-0027","Des Moines International","Des Moines","IA","ACE","P",3,8146,"DSM",2004,113011
"DSM","19-0027","Des Moines International","Des Moines","IA","ACE","P",3,8634,"DSM",2005,106832
"DSM","19-0027","Des Moines International","Des Moines","IA","ACE","P",3,9126,"DSM",2006,110982
"DSM","19-0027","Des Moines International","Des Moines","IA","ACE","P",3,9621,"DSM",2007,100915
"DSM","19-0027","Des Moines International","Des Moines","IA","ACE","P",3,10121,"DSM",2008,95858
"DSM","19-0027","Des Moines International","Des Moines","IA","ACE","P",3,10625,"DSM",2009,43814
"DBQ","19-0028","Dubuque Regional","Dubuque","IA","ACE","P",1,8137,"DBQ",2004,55316
"DBQ","19-0028","Dubuque Regional","Dubuque","IA","ACE","P",1,8625,"DBQ",2005,55033
"DBQ","19-0028","Dubuque Regional","Dubuque","IA","ACE","P",1,9117,"DBQ",2006,53868
"DBQ","19-0028","Dubuque Regional","Dubuque","IA","ACE","P",1,9612,"DBQ",2007,53470
"DBQ","19-0028","Dubuque Regional","Dubuque","IA","ACE","P",1,10112,"DBQ",2008,51748
"DBQ","19-0028","Dubuque Regional","Dubuque","IA","ACE","P",1,10616,"DBQ",2009,23909
"EGQ","19-0031","Emmetsburg Municipal","Emmetsburg","IA","ACE","GA",4,,"",,
"EST","19-0032","Estherville Municipal","Estherville","IA","ACE","GA",4,,"",,
"FFL","19-0033","Fairfield Municipal","Fairfield","IA","ACE","GA",2,,"",,
"FXY","19-0034","Forest City Municipal","Forest City","IA","ACE","GA",4,,"",,
"FOD","19-0035","Fort Dodge Regional","Fort Dodge","IA","ACE","CS",4,,"",,
"FSW","19-0036","Fort Madison Municipal","Fort Madison","IA","ACE","GA",2,,"",,
"GFZ","19-0038","Greenfield Municipal","Greenfield","IA","ACE","GA",5,,"",,
"GGI","19-0039","Grinnell Regional","Grinnell","IA","ACE","GA",3,,"",,
"GCT","19-0103","Guthrie County Regional","Guthrie Center","IA","ACE","GA",5,,"",,
"HPT","19-0041","Hampton Municipal","Hampton","IA","ACE","GA",4,,"",,
"HNR","19-0042","Harlan Municipal","Harlan","IA","ACE","GA",5,,"",,
"0K7","19-0043","Humboldt Municipal","Humboldt","IA","ACE","GA",4,,"",,
"IIB","19-0045","Independence Municipal","Independence","IA","ACE","GA",1,,"",,
"IOW","19-0047","Iowa City Municipal","Iowa City","IA","ACE","GA",2,,"",,
"IFA","19-0048","Iowa Falls Municipal","Iowa Falls","IA","ACE","GA",4,,"",,
"EFW","19-0049","Jefferson Municipal","Jefferson","IA","ACE","GA",4,,"",,
"EOK","19-0050","Keokuk Municipal","Keokuk","IA","ACE","GA",2,,"",,
"OXV","19-0051","Knoxville Municipal","Knoxville","IA","ACE","GA",3,,"",,
"LWD","19-0122","Lamoni Municipal","Lamoni","IA","ACE","GA",5,,"",,
"LRJ","19-0127","Le Mars Municipal","Le Mars","IA","ACE","GA",5,,"",,
"MEY","19-0054","James G. Whiting Memorial Field","Mapleton","IA","ACE","GA",5,,"",,
"OQW","19-0055","Maquoketa Municipal","Maquoketa","IA","ACE","GA",1,,"",,
"MIW","19-0058","Marshalltown Municipal","Marshalltown","IA","ACE","GA",4,,"",,
"MCW","19-0059","Mason City Municipal","Mason City","IA","ACE","P",4,,"",,
"MXO","19-0061","Monticello Regional","Monticello","IA","ACE","GA",1,,"",,
"MPZ","19-0062","Mount Pleasant Municipal","Mount Pleasant","IA","ACE","GA",2,,"",,
"MUT","19-0063","Muscatine Municipal","Muscatine","IA","ACE","GA",2,,"",,
"TNU","19-0065","Newton Municipal","Newton","IA","ACE","GA",3,,"",,
"OLZ","19-0067","Oelwein Municipal","Oelwein","IA","ACE","GA",1,,"",,
"ORC","19-0069","Orange City Municipal","Orange City","IA","ACE","GA",5,,"",,
"I75","19-0108","Osceola Municipal","Osceola","IA","ACE","GA",5,,"",,
"OOA","19-0072","Oskaloosa Municipal","Oskaloosa","IA","ACE","GA",3,,"",,
"OTM","19-0073","Ottumwa Industrial","Ottumwa","IA","ACE","GA",2,,"",,
"PEA","19-0112","Pella Municipal","Pella","IA","ACE","GA",3,,"",,
"PRO","19-0075","Perry Municipal","Perry","IA","ACE","GA",4,,"",,
"POH","19-0076","Pocahontas Municipal","Pocahontas","IA","ACE","GA",4,,"",,
"RDK","19-0077","Red Oak Municipal","Red Oak","IA","ACE","GA",5,,"",,
"2Y4","19-0129","Rockwell City Municipal","Rockwell City","IA","ACE","GA",4,,"",,
"SKI","19-0080","Sac City Municipal","Sac City","IA","ACE","GA",5,,"",,
"SHL","19-0081","Sheldon Municipal","Sheldon","IA","ACE","GA",5,,"",,
"SDA","19-0082","Shenandoah Municipal","Shenandoah","IA","ACE","GA",5,,"",,
"SUX","19-0085","Sioux Gateway/Col. Bud Day Field","Sioux City","IA","ACE","P",5,8473,"SUX",2004,32743
"SUX","19-0085","Sioux Gateway/Col. Bud Day Field","Sioux City","IA","ACE","P",5,8966,"SUX",2005,32027
"SUX","19-0085","Sioux Gateway/Col. Bud Day Field","Sioux City","IA","ACE","P",5,9460,"SUX",2006,27446
"SUX","19-0085","Sioux Gateway/Col. Bud Day Field","Sioux City","IA","ACE","P",5,9960,"SUX",2007,24201
"SUX","19-0085","Sioux Gateway/Col. Bud Day Field","Sioux City","IA","ACE","P",5,10461,"SUX",2008,25406
"SUX","19-0085","Sioux Gateway/Col. Bud Day Field","Sioux City","IA","ACE","P",5,10966,"SUX",2009,11295
"SPW","19-0086","Spencer Municipal","Spencer","IA","ACE","GA",5,,"",,
"SLB","19-0088","Storm Lake Municipal","Storm Lake","IA","ACE","GA",5,,"",,
"VTI","19-0092","Vinton Veterans Memorial Airpark","Vinton","IA","ACE","GA",3,,"",,
"AWG","19-0093","Washington Municipal","Washington","IA","ACE","GA",2,,"",,
"ALO","19-0094","Waterloo Regional","Waterloo","IA","ACE","P",1,8046,"ALO",2004,36507
"ALO","19-0094","Waterloo Regional","Waterloo","IA","ACE","P",1,8534,"ALO",2005,31723
"ALO","19-0094","Waterloo Regional","Waterloo","IA","ACE","P",1,9026,"ALO",2006,31634
"ALO","19-0094","Waterloo Regional","Waterloo","IA","ACE","P",1,9520,"ALO",2007,27799
"ALO","19-0094","Waterloo Regional","Waterloo","IA","ACE","P",1,10020,"ALO",2008,24940
"ALO","19-0094","Waterloo Regional","Waterloo","IA","ACE","P",1,10523,"ALO",2009,14121
"C25","19-0096","Waverly Municipal","Waverly","IA","ACE","GA",1,,"",,
"EBS","19-0097","Webster City Municipal","Webster City","IA","ACE","GA",4,,"",,
"3Y2","19-0128","George L Scott Municipal","West Union","IA","ACE","GA",1,,"",,
"3Y3","19-0098","Winterset-Madison County","Winterset","IA","ACE","GA",4,,"",,
"U36","16-0038","Aberdeen Municipal","Aberdeen","ID","SEA","GA",2,,"",,
"AOC","16-0001","Arco-Butte County","Arco","ID","SEA","GA",2,,"",,
"U02","16-0002","McCarley Field","Blackfoot","ID","SEA","GA",2,,"",,
"BOI","16-0003","Boise Air Terminal/Gowen Field","Boise","ID","SEA","P",2,8087,"BOI",2004,166011
"BOI","16-0003","Boise Air Terminal/Gowen Field","Boise","ID","SEA","P",2,8575,"BOI",2005,172753
"BOI","16-0003","Boise Air Terminal/Gowen Field","Boise","ID","SEA","P",2,9067,"BOI",2006,178970
"BOI","16-0003","Boise Air Terminal/Gowen Field","Boise","ID","SEA","P",2,9561,"BOI",2007,181945
"BOI","16-0003","Boise Air Terminal/Gowen Field","Boise","ID","SEA","P",2,10061,"BOI",2008,145199
"BOI","16-0003","Boise Air Terminal/Gowen Field","Boise","ID","SEA","P",2,10564,"BOI",2009,61928
"65S","16-0004","Boundary County","Bonners Ferry","ID","SEA","GA",1,,"",,
"U03","16-0005","Buhl Municipal","Buhl","ID","SEA","GA",2,,"",,
"BYI","16-0006","Burley Municipal","Burley","ID","SEA","GA",2,,"",,
"EUL","16-0045","Caldwell Industrial","Caldwell","ID","SEA","R",1,,"",,
"U70","16-0061","Cascade","Cascade","ID","SEA","GA",1,,"",,
"LLJ","16-0009","Challis","Challis","ID","SEA","GA",2,,"",,
"COE","16-0010","Coeur d'Alene Air Terminal","Coeur d'Alene","ID","SEA","GA",1,,"",,
"U82","16-0011","Council Municipal","Council","ID","SEA","",,,"",,
"S89","16-0059","Craigmont Municipal","Craigmont","ID","SEA","",,,"",,
"DIJ","16-0012","Driggs-Reed Memorial","Driggs","ID","SEA","GA",2,,"",,
"GNG","16-0014","Gooding Municipal","Gooding","ID","SEA","GA",2,,"",,
"S80","16-0015","Idaho County","Grangeville","ID","SEA","GA",1,,"",,
"SUN","16-0016","Friedman Memorial","Hailey","ID","SEA","P",2,8471,"SUN",2004,44950
"SUN","16-0016","Friedman Memorial","Hailey","ID","SEA","P",2,8964,"SUN",2005,43618
"SUN","16-0016","Friedman Memorial","Hailey","ID","SEA","P",2,9458,"SUN",2006,42975
"SUN","16-0016","Friedman Memorial","Hailey","ID","SEA","P",2,9958,"SUN",2007,46809
"SUN","16-0016","Friedman Memorial","Hailey","ID","SEA","P",2,10459,"SUN",2008,32771
"SUN","16-0016","Friedman Memorial","Hailey","ID","SEA","P",2,10964,"SUN",2009,12298
"S66","16-0041","Homedale Municipal","Homedale","ID","SEA","",,,"",,
"IDA","16-0018","Idaho Falls Regional","Idaho Falls","ID","SEA","P",2,8245,"IDA",2004,47395
"IDA","16-0018","Idaho Falls Regional","Idaho Falls","ID","SEA","P",2,8736,"IDA",2005,44649
"IDA","16-0018","Idaho Falls Regional","Idaho Falls","ID","SEA","P",2,9230,"IDA",2006,41877
"IDA","16-0018","Idaho Falls Regional","Idaho Falls","ID","SEA","P",2,9727,"IDA",2007,43860
"IDA","16-0018","Idaho Falls Regional","Idaho Falls","ID","SEA","P",2,10228,"IDA",2008,43418
"IDA","16-0018","Idaho Falls Regional","Idaho Falls","ID","SEA","P",2,10733,"IDA",2009,20238
"JER","16-0020","Jerome County","Jerome","ID","SEA","GA",2,,"",,
"S73","16-0042","Kamiah Municipal","Kamiah","ID","SEA","",,,"",,
"S83","16-0021","Shoshone County","Kellogg","ID","SEA","GA",1,,"",,
"LWS","16-0022","Lewiston-Nez Perce County","Lewiston","ID","SEA","P",1,8297,"LWS",2004,38413
"LWS","16-0022","Lewiston-Nez Perce County","Lewiston","ID","SEA","P",1,8788,"LWS",2005,40786
"LWS","16-0022","Lewiston-Nez Perce County","Lewiston","ID","SEA","P",1,9283,"LWS",2006,35232
"LWS","16-0022","Lewiston-Nez Perce County","Lewiston","ID","SEA","P",1,9780,"LWS",2007,36514
"LWS","16-0022","Lewiston-Nez Perce County","Lewiston","ID","SEA","P",1,10281,"LWS",2008,32750
"LWS","16-0022","Lewiston-Nez Perce County","Lewiston","ID","SEA","P",1,10786,"LWS",2009,14694
"MYL","16-0023","McCall Municipal","McCall","ID","SEA","GA",1,,"",,
"U76","16-0025","Mountain Home Municipal","Mountain Home","ID","SEA","GA",2,,"",,
"S67","16-0043","Nampa Municipal","Nampa","ID","SEA","GA",1,,"",,
"S68","16-0026","Orofino Municipal","Orofino","ID","SEA","GA",1,,"",,
"1U7","16-0027","Bear Lake County","Paris","ID","SEA","GA",2,,"",,
"PIH","16-0028","Pocatello Regional","Pocatello","ID","SEA","P",2,8383,"PIH",2004,43196
"PIH","16-0028","Pocatello Regional","Pocatello","ID","SEA","P",2,8875,"PIH",2005,44100
"PIH","16-0028","Pocatello Regional","Pocatello","ID","SEA","P",2,9369,"PIH",2006,44488
"PIH","16-0028","Pocatello Regional","Pocatello","ID","SEA","P",2,9868,"PIH",2007,41253
"PIH","16-0028","Pocatello Regional","Pocatello","ID","SEA","P",2,10369,"PIH",2008,34960
"PIH","16-0028","Pocatello Regional","Pocatello","ID","SEA","P",2,10874,"PIH",2009,19230
"U10","16-0030","Preston","Preston","ID","SEA","",,,"",,
"1S6","16-0058","Priest River Municipal","Priest River","ID","SEA","GA",1,,"",,
"RXE","16-0031","Rexburg-Madison County","Rexburg","ID","SEA","GA",2,,"",,
"SMN","16-0032","Lemhi County","Salmon","ID","SEA","GA",2,,"",,
"SZT","16-0033","Sandpoint","Sandpoint","ID","SEA","GA",1,,"",,
"S72","16-0035","St Maries Municipal","St Maries","ID","SEA","GA",1,,"",,
"TWF","16-0036","Joslin Field - Magic Valley Regional","Twin Falls","ID","SEA","P",2,8496,"TWF",2004,37560
"TWF","16-0036","Joslin Field - Magic Valley Regional","Twin Falls","ID","SEA","P",2,8988,"TWF",2005,39963
"TWF","16-0036","Joslin Field - Magic Valley Regional","Twin Falls","ID","SEA","P",2,9482,"TWF",2006,37106
"TWF","16-0036","Joslin Field - Magic Valley Regional","Twin Falls","ID","SEA","P",2,9982,"TWF",2007,36225
"TWF","16-0036","Joslin Field - Magic Valley Regional","Twin Falls","ID","SEA","P",2,10483,"TWF",2008,34089
"TWF","16-0036","Joslin Field - Magic Valley Regional","Twin Falls","ID","SEA","P",2,10988,"TWF",2009,15626
"S87","16-0037","Weiser Municipal","Weiser","ID","SEA","GA",1,,"",,
"C00","17-0001","Mercer County","Aledo","IL","CHI","",,,"",,
"ALN","17-0002","St Louis Regional","Alton/St Louis","IL","CHI","",,8045,"ALN",2004,68366
"ALN","17-0002","St Louis Regional","Alton/St Louis","IL","CHI","",,8533,"ALN",2005,66512
"ALN","17-0002","St Louis Regional","Alton/St Louis","IL","CHI","",,9025,"ALN",2006,74022
