"code","npias","name","city","state","ADO","service_level","district","id","airport_id","year","operations"
"OPF","12-0047","Opa Locka","Miami","FL","ORL","",,9344,"OPF",2006,121061
"OPF","12-0047","Opa Locka","Miami","FL","ORL","",,9843,"OPF",2007,112238
"OPF","12-0047","Opa Locka","Miami","FL","ORL","",,10344,"OPF",2008,94065
"OPF","12-0047","Opa Locka","Miami","FL","ORL","",,10849,"OPF",2009,46082
"2R4","12-0052","Peter Prince Field","Milton","FL","ORL","GA",1,,"",,
"APF","12-0053","Naples Municipal","Naples","FL","ORL","P",14,8053,"APF",2004,137604
"APF","12-0053","Naples Municipal","Naples","FL","ORL","P",14,8541,"APF",2005,158420
"APF","12-0053","Naples Municipal","Naples","FL","ORL","P",14,9033,"APF",2006,134947
"APF","12-0053","Naples Municipal","Naples","FL","ORL","P",14,9527,"APF",2007,128446
"APF","12-0053","Naples Municipal","Naples","FL","ORL","P",14,10027,"APF",2008,129258
"APF","12-0053","Naples Municipal","Naples","FL","ORL","P",14,10530,"APF",2009,59190
"EVB","12-0054","New Smyrna Beach Municipal","New Smyrna Beach","FL","ORL","R",24,8162,"EVB",2004,18842
"EVB","12-0054","New Smyrna Beach Municipal","New Smyrna Beach","FL","ORL","R",24,8650,"EVB",2005,131336
"EVB","12-0054","New Smyrna Beach Municipal","New Smyrna Beach","FL","ORL","R",24,9143,"EVB",2006,134822
"EVB","12-0054","New Smyrna Beach Municipal","New Smyrna Beach","FL","ORL","R",24,9638,"EVB",2007,165748
"EVB","12-0054","New Smyrna Beach Municipal","New Smyrna Beach","FL","ORL","R",24,10138,"EVB",2008,179301
"EVB","12-0054","New Smyrna Beach Municipal","New Smyrna Beach","FL","ORL","R",24,10642,"EVB",2009,80140
"OCF","12-0055","Ocala International-Jim Taylor Field","Ocala","FL","ORL","GA",6,,"",,
"OBE","12-0056","Okeechobee County","Okeechobee","FL","ORL","GA",16,,"",,
"ORL","12-0058","Executive","Orlando","FL","ORL","R",8,8362,"ORL",2004,157064
"ORL","12-0058","Executive","Orlando","FL","ORL","R",8,8854,"ORL",2005,156952
"ORL","12-0058","Executive","Orlando","FL","ORL","R",8,9348,"ORL",2006,163811
"ORL","12-0058","Executive","Orlando","FL","ORL","R",8,9847,"ORL",2007,149328
"ORL","12-0058","Executive","Orlando","FL","ORL","R",8,10348,"ORL",2008,132393
"ORL","12-0058","Executive","Orlando","FL","ORL","R",8,10853,"ORL",2009,56408
"ISM","12-0038","Kissimmee Gateway","Orlando","FL","ORL","R",15,8252,"ISM",2004,129126
"ISM","12-0038","Kissimmee Gateway","Orlando","FL","ORL","R",15,8743,"ISM",2005,150242
"ISM","12-0038","Kissimmee Gateway","Orlando","FL","ORL","R",15,9237,"ISM",2006,153297
"ISM","12-0038","Kissimmee Gateway","Orlando","FL","ORL","R",15,9734,"ISM",2007,169514
"ISM","12-0038","Kissimmee Gateway","Orlando","FL","ORL","R",15,10235,"ISM",2008,155556
"ISM","12-0038","Kissimmee Gateway","Orlando","FL","ORL","R",15,10740,"ISM",2009,66098
"MCO","12-0057","Orlando International","Orlando","FL","ORL","P",8,8304,"MCO",2004,326470
"MCO","12-0057","Orlando International","Orlando","FL","ORL","P",8,8795,"MCO",2005,359609
"MCO","12-0057","Orlando International","Orlando","FL","ORL","P",8,9290,"MCO",2006,356012
"MCO","12-0057","Orlando International","Orlando","FL","ORL","P",8,9787,"MCO",2007,367860
"MCO","12-0057","Orlando International","Orlando","FL","ORL","P",8,10288,"MCO",2008,343400
"MCO","12-0057","Orlando International","Orlando","FL","ORL","P",8,10793,"MCO",2009,158352
"SFB","12-0069","Orlando Sanford International","Orlando","FL","ORL","P",7,8439,"SFB",2004,357076
"SFB","12-0069","Orlando Sanford International","Orlando","FL","ORL","P",7,8932,"SFB",2005,319812
"SFB","12-0069","Orlando Sanford International","Orlando","FL","ORL","P",7,9426,"SFB",2006,318860
"SFB","12-0069","Orlando Sanford International","Orlando","FL","ORL","P",7,9926,"SFB",2007,293857
"SFB","12-0069","Orlando Sanford International","Orlando","FL","ORL","P",7,10427,"SFB",2008,221608
"SFB","12-0069","Orlando Sanford International","Orlando","FL","ORL","P",7,10932,"SFB",2009,105802
"OMN","12-0059","Ormond Beach Municipal","Ormond Beach","FL","ORL","R",7,8356,"OMN",2004,38998
"OMN","12-0059","Ormond Beach Municipal","Ormond Beach","FL","ORL","R",7,8848,"OMN",2005,136470
"OMN","12-0059","Ormond Beach Municipal","Ormond Beach","FL","ORL","R",7,9342,"OMN",2006,147889
"OMN","12-0059","Ormond Beach Municipal","Ormond Beach","FL","ORL","R",7,9841,"OMN",2007,145305
"OMN","12-0059","Ormond Beach Municipal","Ormond Beach","FL","ORL","R",7,10342,"OMN",2008,161852
"OMN","12-0059","Ormond Beach Municipal","Ormond Beach","FL","ORL","R",7,10847,"OMN",2009,80930
"PHK","12-0060","Palm Beach County Glades","Pahokee","FL","ORL","GA",23,,"",,
"28J","12-0061","Palatka Municipal - Lt. Kay Larkin Field","Palatka","FL","ORL","GA",3,,"",,
"+08R","12-0159","P","Panama City (New)","FL","ORL","",2,,"",,
"PFN","12-0062","Panama City-Bay County International","Panama City","FL","ORL","P",2,8377,"PFN",2004,92645
"PFN","12-0062","Panama City-Bay County International","Panama City","FL","ORL","P",2,8869,"PFN",2005,87949
"PFN","12-0062","Panama City-Bay County International","Panama City","FL","ORL","P",2,9363,"PFN",2006,86453
"PFN","12-0062","Panama City-Bay County International","Panama City","FL","ORL","P",2,9862,"PFN",2007,84166
"PFN","12-0062","Panama City-Bay County International","Panama City","FL","ORL","P",2,10363,"PFN",2008,94750
"PFN","12-0062","Panama City-Bay County International","Panama City","FL","ORL","P",2,10868,"PFN",2009,43976
"PNS","12-0063","Pensacola Regional","Pensacola","FL","ORL","P",1,8389,"PNS",2004,127482
"PNS","12-0063","Pensacola Regional","Pensacola","FL","ORL","P",1,8881,"PNS",2005,129487
"PNS","12-0063","Pensacola Regional","Pensacola","FL","ORL","P",1,9375,"PNS",2006,111601
"PNS","12-0063","Pensacola Regional","Pensacola","FL","ORL","P",1,9874,"PNS",2007,110653
"PNS","12-0063","Pensacola Regional","Pensacola","FL","ORL","P",1,10375,"PNS",2008,101756
"PNS","12-0063","Pensacola Regional","Pensacola","FL","ORL","P",1,10880,"PNS",2009,43179
"40J","12-0064","Perry-Foley","Perry","FL","ORL","GA",2,,"",,
"PCM","12-0065","Plant City","Plant City","FL","ORL","GA",9,,"",,
"PMP","12-0066","Pompano Beach Airpark","Pompano Beach","FL","ORL","",,8387,"PMP",2004,155341
"PMP","12-0066","Pompano Beach Airpark","Pompano Beach","FL","ORL","",,8879,"PMP",2005,130784
"PMP","12-0066","Pompano Beach Airpark","Pompano Beach","FL","ORL","",,9373,"PMP",2006,101686
"PMP","12-0066","Pompano Beach Airpark","Pompano Beach","FL","ORL","",,9872,"PMP",2007,123969
"PMP","12-0066","Pompano Beach Airpark","Pompano Beach","FL","ORL","",,10373,"PMP",2008,116931
"PMP","12-0066","Pompano Beach Airpark","Pompano Beach","FL","ORL","",,10878,"PMP",2009,48154
"PGD","12-0067","Charlotte County","Punta Gorda","FL","ORL","CS",16,,"",,
"2J9","12-0068","Quincy Municipal","Quincy","FL","ORL","GA",2,,"",,
"SRQ","12-0071","Sarasota/Bradenton International","Sarasota/Bradenton","FL","ORL","P",13,8461,"SRQ",2004,138228
"SRQ","12-0071","Sarasota/Bradenton International","Sarasota/Bradenton","FL","ORL","P",13,8954,"SRQ",2005,162061
"SRQ","12-0071","Sarasota/Bradenton International","Sarasota/Bradenton","FL","ORL","P",13,9448,"SRQ",2006,162883
"SRQ","12-0071","Sarasota/Bradenton International","Sarasota/Bradenton","FL","ORL","P",13,9948,"SRQ",2007,139457
"SRQ","12-0071","Sarasota/Bradenton International","Sarasota/Bradenton","FL","ORL","P",13,10449,"SRQ",2008,128695
"SRQ","12-0071","Sarasota/Bradenton International","Sarasota/Bradenton","FL","ORL","P",13,10954,"SRQ",2009,56479
"X26","12-0145","Sebastian Municipal","Sebastian","FL","ORL","GA",15,,"",,
"SEF","12-0072","Sebring Regional","Sebring","FL","ORL","GA",16,,"",,
"SGJ","12-0073","St Augustine","St Augustine","FL","ORL","P",7,8443,"SGJ",2004,129916
"SGJ","12-0073","St Augustine","St Augustine","FL","ORL","P",7,8936,"SGJ",2005,126799
"SGJ","12-0073","St Augustine","St Augustine","FL","ORL","P",7,9430,"SGJ",2006,111832
"SGJ","12-0073","St Augustine","St Augustine","FL","ORL","P",7,9930,"SGJ",2007,101423
"SGJ","12-0073","St Augustine","St Augustine","FL","ORL","P",7,10431,"SGJ",2008,91712
"SGJ","12-0073","St Augustine","St Augustine","FL","ORL","P",7,10936,"SGJ",2009,47608
"SPG","12-0074","Albert Whitted","St Petersburg","FL","ORL","R",10,8458,"SPG",2004,93783
"SPG","12-0074","Albert Whitted","St Petersburg","FL","ORL","R",10,8951,"SPG",2005,79769
"SPG","12-0074","Albert Whitted","St Petersburg","FL","ORL","R",10,9445,"SPG",2006,79219
"SPG","12-0074","Albert Whitted","St Petersburg","FL","ORL","R",10,9945,"SPG",2007,74687
"SPG","12-0074","Albert Whitted","St Petersburg","FL","ORL","R",10,10446,"SPG",2008,84263
"SPG","12-0074","Albert Whitted","St Petersburg","FL","ORL","R",10,10951,"SPG",2009,41298
"PIE","12-0075","St Petersburg-Clearwater International","St Petersburg-Clearwater","FL","ORL","P",10,8382,"PIE",2004,208818
"PIE","12-0075","St Petersburg-Clearwater International","St Petersburg-Clearwater","FL","ORL","P",10,8874,"PIE",2005,204077
"PIE","12-0075","St Petersburg-Clearwater International","St Petersburg-Clearwater","FL","ORL","P",10,9368,"PIE",2006,203961
"PIE","12-0075","St Petersburg-Clearwater International","St Petersburg-Clearwater","FL","ORL","P",10,9867,"PIE",2007,186566
"PIE","12-0075","St Petersburg-Clearwater International","St Petersburg-Clearwater","FL","ORL","P",10,10368,"PIE",2008,158716
"PIE","12-0075","St Petersburg-Clearwater International","St Petersburg-Clearwater","FL","ORL","P",10,10873,"PIE",2009,73519
"SUA","12-0076","Witham Field","Stuart","FL","ORL","GA",16,8470,"SUA",2004,110748
"SUA","12-0076","Witham Field","Stuart","FL","ORL","GA",16,8963,"SUA",2005,89313
"SUA","12-0076","Witham Field","Stuart","FL","ORL","GA",16,9457,"SUA",2006,83821
"SUA","12-0076","Witham Field","Stuart","FL","ORL","GA",16,9957,"SUA",2007,76061
"SUA","12-0076","Witham Field","Stuart","FL","ORL","GA",16,10458,"SUA",2008,64665
"SUA","12-0076","Witham Field","Stuart","FL","ORL","GA",16,10963,"SUA",2009,31477
"TLH","12-0077","Tallahassee Regional","Tallahassee","FL","ORL","P",2,8482,"TLH",2004,100578
"TLH","12-0077","Tallahassee Regional","Tallahassee","FL","ORL","P",2,8975,"TLH",2005,99702
"TLH","12-0077","Tallahassee Regional","Tallahassee","FL","ORL","P",2,9469,"TLH",2006,102261
"TLH","12-0077","Tallahassee Regional","Tallahassee","FL","ORL","P",2,9969,"TLH",2007,95113
"TLH","12-0077","Tallahassee Regional","Tallahassee","FL","ORL","P",2,10470,"TLH",2008,89041
"TLH","12-0077","Tallahassee Regional","Tallahassee","FL","ORL","P",2,10975,"TLH",2009,45920
"TPF","12-0079","Peter O Knight","Tampa","FL","ORL","",,,"",,
"TPA","12-0078","Tampa International","Tampa","FL","ORL","P",11,8487,"TPA",2004,245275
"TPA","12-0078","Tampa International","Tampa","FL","ORL","P",11,8980,"TPA",2005,269666
"TPA","12-0078","Tampa International","Tampa","FL","ORL","P",11,9474,"TPA",2006,257193
"TPA","12-0078","Tampa International","Tampa","FL","ORL","P",11,9974,"TPA",2007,258745
"TPA","12-0078","Tampa International","Tampa","FL","ORL","P",11,10475,"TPA",2008,238258
"TPA","12-0078","Tampa International","Tampa","FL","ORL","P",11,10980,"TPA",2009,104600
"VDF","12-0097","Vandenberg","Tampa","FL","ORL","R",12,,"",,
"X21","12-0101","Arthur Dunn Air Park","Titusville","FL","ORL","GA",24,,"",,
"TIX","12-0080","Space Coast Regional","Titusville","FL","ORL","GA",24,8480,"TIX",2004,177333
"TIX","12-0080","Space Coast Regional","Titusville","FL","ORL","GA",24,8973,"TIX",2005,202574
"TIX","12-0080","Space Coast Regional","Titusville","FL","ORL","GA",24,9467,"TIX",2006,185870
"TIX","12-0080","Space Coast Regional","Titusville","FL","ORL","GA",24,9967,"TIX",2007,167482
"TIX","12-0080","Space Coast Regional","Titusville","FL","ORL","GA",24,10468,"TIX",2008,155663
"TIX","12-0080","Space Coast Regional","Titusville","FL","ORL","GA",24,10973,"TIX",2009,75339
"X23","12-0026","Umatilla Municipal","Umatilla","FL","ORL","GA",8,,"",,
"X59","12-0144","Valkaria","Valkaria","FL","ORL","",,,"",,
"VPS","12-0081","Eglin AFB","Valparaiso","FL","ORL","P",1,,"",,
"VNC","12-0082","Venice Municipal","Venice","FL","ORL","R",13,,"",,
"VRB","12-0083","Vero Beach Municipal","Vero Beach","FL","ORL","GA",15,8508,"VRB",2004,150734
"VRB","12-0083","Vero Beach Municipal","Vero Beach","FL","ORL","GA",15,9000,"VRB",2005,138894
"VRB","12-0083","Vero Beach Municipal","Vero Beach","FL","ORL","GA",15,9494,"VRB",2006,136838
"VRB","12-0083","Vero Beach Municipal","Vero Beach","FL","ORL","GA",15,9994,"VRB",2007,152686
"VRB","12-0083","Vero Beach Municipal","Vero Beach","FL","ORL","GA",15,10496,"VRB",2008,178288
"VRB","12-0083","Vero Beach Municipal","Vero Beach","FL","ORL","GA",15,11001,"VRB",2009,82099
"CHN","12-0084","Wauchula Municipal","Wauchula","FL","ORL","GA",13,,"",,
"F45","12-0113","North Palm Beach County General Aviation","West Palm Beach","FL","ORL","R",16,,"",,
"LNA","12-0086","Palm Beach County Park","West Palm Beach","FL","ORL","R",22,,"",,
"PBI","12-0085","Palm Beach International","West Palm Beach","FL","ORL","P",23,8373,"PBI",2004,199108
"PBI","12-0085","Palm Beach International","West Palm Beach","FL","ORL","P",23,8865,"PBI",2005,197951
"PBI","12-0085","Palm Beach International","West Palm Beach","FL","ORL","P",23,9359,"PBI",2006,192755
"PBI","12-0085","Palm Beach International","West Palm Beach","FL","ORL","P",23,9858,"PBI",2007,190463
"PBI","12-0085","Palm Beach International","West Palm Beach","FL","ORL","P",23,10359,"PBI",2008,172599
"PBI","12-0085","Palm Beach International","West Palm Beach","FL","ORL","P",23,10864,"PBI",2009,77844
"X60","12-0087","Williston Municipal","Williston","FL","ORL","GA",5,,"",,
"GIF","12-0088","Winter Haven's Gilbert","Winter Haven","FL","ORL","GA",12,,"",,
"ZPH","12-0089","Zephyrhills Municipal","Zephyrhills","FL","ORL","GA",5,,"",,
"15J","13-0001","Cook County","Adel","GA","ATL","",,,"",,
"ABY","13-0002","Southwest Georgia Regional","Albany","GA","ATL","P",2,8031,"ABY",2004,56957
"ABY","13-0002","Southwest Georgia Regional","Albany","GA","ATL","P",2,8519,"ABY",2005,53024
"ABY","13-0002","Southwest Georgia Regional","Albany","GA","ATL","P",2,9011,"ABY",2006,42748
"ABY","13-0002","Southwest Georgia Regional","Albany","GA","ATL","P",2,9505,"ABY",2007,35936
"ABY","13-0002","Southwest Georgia Regional","Albany","GA","ATL","P",2,10005,"ABY",2008,29964
"ABY","13-0002","Southwest Georgia Regional","Albany","GA","ATL","P",2,10507,"ABY",2009,14531
"AMG","13-0003","Bacon County","Alma","GA","ATL","",,,"",,
"ACJ","13-0004","Souther Field","Americus","GA","ATL","",,,"",,
"75J","13-0005","Turner County","Ashburn","GA","ATL","",,,"",,
"AHN","13-0006","Athens/Ben Epps","Athens","GA","ATL","CS",10,8042,"AHN",2004,69177
"AHN","13-0006","Athens/Ben Epps","Athens","GA","ATL","CS",10,8530,"AHN",2005,62078
"AHN","13-0006","Athens/Ben Epps","Athens","GA","ATL","CS",10,9022,"AHN",2006,58028
"AHN","13-0006","Athens/Ben Epps","Athens","GA","ATL","CS",10,9516,"AHN",2007,50367
"AHN","13-0006","Athens/Ben Epps","Athens","GA","ATL","CS",10,10016,"AHN",2008,45391
"AHN","13-0006","Athens/Ben Epps","Athens","GA","ATL","CS",10,10519,"AHN",2009,18749
"RYY","13-0081","Cobb County-McCollum Field","Atlanta","GA","ATL","R",6,8422,"RYY",2004,117547
"RYY","13-0081","Cobb County-McCollum Field","Atlanta","GA","ATL","R",6,8915,"RYY",2005,104169
"RYY","13-0081","Cobb County-McCollum Field","Atlanta","GA","ATL","R",6,9409,"RYY",2006,94277
"RYY","13-0081","Cobb County-McCollum Field","Atlanta","GA","ATL","R",6,9909,"RYY",2007,119640
"RYY","13-0081","Cobb County-McCollum Field","Atlanta","GA","ATL","R",6,10410,"RYY",2008,78084
"RYY","13-0081","Cobb County-McCollum Field","Atlanta","GA","ATL","R",6,10915,"RYY",2009,32634
"PDK","13-0010","Dekalb-Peachtree","Atlanta","GA","ATL","R",4,8374,"PDK",2004,211725
"PDK","13-0010","Dekalb-Peachtree","Atlanta","GA","ATL","R",4,8866,"PDK",2005,202962
"PDK","13-0010","Dekalb-Peachtree","Atlanta","GA","ATL","R",4,9360,"PDK",2006,207982
"PDK","13-0010","Dekalb-Peachtree","Atlanta","GA","ATL","R",4,9859,"PDK",2007,220838
"PDK","13-0010","Dekalb-Peachtree","Atlanta","GA","ATL","R",4,10360,"PDK",2008,186992
"PDK","13-0010","Dekalb-Peachtree","Atlanta","GA","ATL","R",4,10865,"PDK",2009,76966
"FTY","13-0007","Fulton County Airport-Brown Field","Atlanta","GA","ATL","R",5,8186,"FTY",2004,126440
"FTY","13-0007","Fulton County Airport-Brown Field","Atlanta","GA","ATL","R",5,8675,"FTY",2005,114499
"FTY","13-0007","Fulton County Airport-Brown Field","Atlanta","GA","ATL","R",5,9168,"FTY",2006,109394
"FTY","13-0007","Fulton County Airport-Brown Field","Atlanta","GA","ATL","R",5,9663,"FTY",2007,125348
"FTY","13-0007","Fulton County Airport-Brown Field","Atlanta","GA","ATL","R",5,10163,"FTY",2008,97074
"FTY","13-0007","Fulton County Airport-Brown Field","Atlanta","GA","ATL","R",5,10668,"FTY",2009,38498
"ATL","13-0008","Hartsfield - Jackson Atlanta International","Atlanta","GA","ATL","P",5,8060,"ATL",2004,964793
"ATL","13-0008","Hartsfield - Jackson Atlanta International","Atlanta","GA","ATL","P",5,8548,"ATL",2005,980386
"ATL","13-0008","Hartsfield - Jackson Atlanta International","Atlanta","GA","ATL","P",5,9040,"ATL",2006,976447
"ATL","13-0008","Hartsfield - Jackson Atlanta International","Atlanta","GA","ATL","P",5,9534,"ATL",2007,991627
"ATL","13-0008","Hartsfield - Jackson Atlanta International","Atlanta","GA","ATL","P",5,10034,"ATL",2008,978084
"ATL","13-0008","Hartsfield - Jackson Atlanta International","Atlanta","GA","ATL","P",5,10537,"ATL",2009,477155
"CCO","13-0093","Newnan Coweta County","Atlanta","GA","ATL","",,,"",,
"FFC","13-0146","Peachtree City-Falcon Field","Atlanta","GA","ATL","GA",3,,"",,
"AGS","13-0011","Augusta Regional at Bush Field","Augusta","GA","ATL","P",12,8041,"AGS",2004,41702
"AGS","13-0011","Augusta Regional at Bush Field","Augusta","GA","ATL","P",12,8529,"AGS",2005,32848
"AGS","13-0011","Augusta Regional at Bush Field","Augusta","GA","ATL","P",12,9021,"AGS",2006,31647
"AGS","13-0011","Augusta Regional at Bush Field","Augusta","GA","ATL","P",12,9515,"AGS",2007,29629
"AGS","13-0011","Augusta Regional at Bush Field","Augusta","GA","ATL","P",12,10015,"AGS",2008,28729
"AGS","13-0011","Augusta Regional at Bush Field","Augusta","GA","ATL","P",12,10518,"AGS",2009,15084
"DNL","13-0012","Daniel Field","Augusta","GA","ATL","GA",10,,"",,
"BGE","13-0136","Decatur County Industrial Air Park","Bainbridge","GA","ATL","",,,"",,
"BHC","13-0014","Baxley Municipal","Baxley","GA","ATL","",,,"",,
"46A","13-0015","Blairsville","Blairsville","GA","ATL","",,,"",,
"BIJ","13-0016","Early County","Blakely","GA","ATL","",,,"",,
"BQK","13-0018","Brunswick Golden Isles","Brunswick","GA","ATL","P",1,,"",,
"SSI","13-0020","Malcolm McKinnon","Brunswick","GA","ATL","GA",1,,"",,
"6A1","13-0022","Butler Municipal","Butler","GA","ATL","",,,"",,
"70J","13-0023","Cairo-Grady County","Cairo","GA","ATL","",,,"",,
"CZL","13-0024","Tom B. David Field","Calhoun","GA","ATL","GA",11,,"",,
"CXU","13-0025","Camilla-Mitchell County","Camilla","GA","ATL","",,,"",,
"18A","13-0026","Franklin County","Canon","GA","ATL","",,,"",,
"47A","13-0027","Cherokee County","Canton","GA","ATL","GA",6,,"",,
"CTJ","13-0028","West Georgia Regional - O V Gray Field","Carrollton","GA","ATL","",,,"",,
"VPC","13-0029","Cartersville","Cartersville","GA","ATL","",,,"",,
"4A4","13-0030","Polk County Airport- Cornelius Moore Field","Cedartown","GA","ATL","",,,"",,
"CWV","13-0031","Claxton-Evans County","Claxton","GA","ATL","",,,"",,
"48A","13-0034","Cochran","Cochran","GA","ATL","",,,"",,
"CSG","13-0035","Columbus Metropolitan","Columbus","GA","ATL","P",3,8128,"CSG",2004,45760
"CSG","13-0035","Columbus Metropolitan","Columbus","GA","ATL","P",3,8616,"CSG",2005,47929
"CSG","13-0035","Columbus Metropolitan","Columbus","GA","ATL","P",3,9108,"CSG",2006,49017
"CSG","13-0035","Columbus Metropolitan","Columbus","GA","ATL","P",3,9603,"CSG",2007,46141
"CSG","13-0035","Columbus Metropolitan","Columbus","GA","ATL","P",3,10103,"CSG",2008,35381
"CSG","13-0035","Columbus Metropolitan","Columbus","GA","ATL","P",3,10606,"CSG",2009,17561
"CKF","13-0036","Crisp County-Cordele","Cordele","GA","ATL","",,,"",,
"AJR","13-0037","Habersham County","Cornelia","GA","ATL","",,,"",,
"9A1","13-0038","Covington Municipal","Covington","GA","ATL","",,,"",,
"25J","13-0040","Cuthbert-Randolph","Cuthbert","GA","ATL","",,,"",,
"+07K","13-0128","Paulding County (New)","Dallas","GA","ATL","",7,,"",,
"DNN","13-0043","Dalton Municipal","Dalton","GA","ATL","",,,"",,
"16J","13-0045","Dawson Municipal","Dawson","GA","ATL","",,,"",,
"17J","13-0046","Donalsonville Municipal","Donalsonville","GA","ATL","",,,"",,
"DQH","13-0047","Douglas Municipal","Douglas","GA","ATL","",,,"",,
"DBN","13-0049","W H 'Bud' Barron","Dublin","GA","ATL","",,,"",,
"EZM","13-0050","Heart of Georgia Regional","Eastman","GA","ATL","GA",8,,"",,
"27A","13-0052","Elbert County-Patz Field","Elberton","GA","ATL","",,,"",,
"49A","13-0053","Gilmer County","Ellijay","GA","ATL","",,,"",,
"FZG","13-0056","Fitzgerald Municipal","Fitzgerald","GA","ATL","GA",8,,"",,
"LHW","13-0127","Wright AAF (Fort Stewart)","Fort Stewart(Hinesville)","GA","ATL","GA",1,,"",,
"GVL","13-0060","Lee Gilmer Memorial","Gainesville","GA","ATL","GA",9,,"",,
"3J7","13-0061","Greene County Regional","Greensboro","GA","ATL","GA",10,,"",,
"6A2","13-0145","Griffin-Spalding County","Griffin","GA","ATL","",,,"",,
"4A7","13-0062","Clayton County - Tara Field","Hampton","GA","ATL","GA",3,,"",,
"AZE","13-0064","Hazlehurst","Hazlehurst","GA","ATL","",,,"",,
"2J2","13-0065","Liberty County","Hinesville","GA","ATL","",,,"",,
"HOE","13-0066","Homerville","Homerville","GA","ATL","",,,"",,
"JZP","13-0124","Pickens County","Jasper","GA","ATL","",,,"",,
"19A","13-0068","Jackson County","Jefferson","GA","ATL","",,,"",,
"09J","13-0069","Jekyll Island","Jekyll Island","GA","ATL","",,,"",,
"JES","13-0070","Jesup-Wayne County","Jesup","GA","ATL","",,,"",,
"9A5","13-1302","Barwick Lafayette","La Fayette","GA","ATL","",,,"",,
"LGC","13-0072","La Grange-Callaway","La Grange","GA","ATL","",,,"",,
"LZU","13-0074","Gwinnett County - Briscoe Field","Lawrenceville","GA","ATL","R",7,8299,"LZU",2004,108159
"LZU","13-0074","Gwinnett County - Briscoe Field","Lawrenceville","GA","ATL","R",7,8790,"LZU",2005,96573
"LZU","13-0074","Gwinnett County - Briscoe Field","Lawrenceville","GA","ATL","R",7,9285,"LZU",2006,87605
"LZU","13-0074","Gwinnett County - Briscoe Field","Lawrenceville","GA","ATL","R",7,9782,"LZU",2007,87964
"LZU","13-0074","Gwinnett County - Briscoe Field","Lawrenceville","GA","ATL","R",7,10283,"LZU",2008,88362
"LZU","13-0074","Gwinnett County - Briscoe Field","Lawrenceville","GA","ATL","R",7,10788,"LZU",2009,32017
"2J3","13-0076","Louisville Municipal","Louisville","GA","ATL","",,,"",,
"MAC","13-0078","Macon Downtown","Macon","GA","ATL","GA",8,,"",,
"MCN","13-0079","Middle Georgia Regional","Macon","GA","ATL","P",8,8303,"MCN",2004,35031
"MCN","13-0079","Middle Georgia Regional","Macon","GA","ATL","P",8,8794,"MCN",2005,29068
"MCN","13-0079","Middle Georgia Regional","Macon","GA","ATL","P",8,9289,"MCN",2006,27556
"MCN","13-0079","Middle Georgia Regional","Macon","GA","ATL","P",8,9786,"MCN",2007,27019
"MCN","13-0079","Middle Georgia Regional","Macon","GA","ATL","P",8,10287,"MCN",2008,21603
"MCN","13-0079","Middle Georgia Regional","Macon","GA","ATL","P",8,10792,"MCN",2009,8738
"52A","13-0080","Madison Municipal","Madison","GA","ATL","",,,"",,
"MQW","13-0082","Telfair-Wheeler","McRae","GA","ATL","",,,"",,
"MHP","13-0084","Metter Municipal","Metter","GA","ATL","",,,"",,
"MLJ","13-0085","Baldwin County","Milledgeville","GA","ATL","",,,"",,
"2J5","13-0086","Millen","Millen","GA","ATL","",,,"",,
"D73","13-0087","Monroe-Walton County","Monroe","GA","ATL","",,,"",,
"53A","13-0088","Dr. C P Savage Sr.","Montezuma","GA","ATL","",,,"",,
"MGR","13-0090","Moultrie Municipal","Moultrie","GA","ATL","",,,"",,
"4J1","13-0091","Brantley County","Nahunta","GA","ATL","",,,"",,
"4J2","13-0092","Berrien County","Nashville","GA","ATL","",,,"",,
"PXE","13-0094","Perry-Houston County","Perry","GA","ATL","",,,"",,
"PIM","13-0095","Harris County","Pine Mountain","GA","ATL","",,,"",,
"4J5","13-0096","Quitman Brooks County","Quitman","GA","ATL","",,,"",,
"RVJ","13-0097","Swinton Smith Field at Reidsville Municipal","Reidsville","GA","ATL","",,,"",,
"RMG","13-0098","Richard B Russell","Rome","GA","ATL","GA",11,,"",,
"OKZ","13-0099","Kaolin Field","Sandersville","GA","ATL","",,,"",,
"SAV","13-0100","Savannah/Hilton Head International","Savannah","GA","ATL","P",12,8427,"SAV",2004,104331
"SAV","13-0100","Savannah/Hilton Head International","Savannah","GA","ATL","P",12,8920,"SAV",2005,104607
"SAV","13-0100","Savannah/Hilton Head International","Savannah","GA","ATL","P",12,9414,"SAV",2006,102729
"SAV","13-0100","Savannah/Hilton Head International","Savannah","GA","ATL","P",12,9914,"SAV",2007,101122
"SAV","13-0100","Savannah/Hilton Head International","Savannah","GA","ATL","P",12,10415,"SAV",2008,94744
"SAV","13-0100","Savannah/Hilton Head International","Savannah","GA","ATL","P",12,10920,"SAV",2009,44572
"+07H","13-0129","New","St Marys","GA","ATL","",,,"",,
"4J6","13-0103","St Marys","St Marys","GA","ATL","GA",1,,"",,
"TBR","13-0123","Statesboro-Bulloch County","Statesboro","GA","ATL","",,,"",,
"SBO","13-0106","Emanuel County","Swainsboro","GA","ATL","",,,"",,
"JYL","13-0107","Plantation Airpark","Sylvania","GA","ATL","",,,"",,
"SYV","13-0108","Sylvester","Sylvester","GA","ATL","",,,"",,
"OPN","13-0150","Thomaston-Upson County","Thomaston","GA","ATL","GA",3,,"",,
