"state_name","year","sf1_fuel_revenue_for_highways","sf1_vehicle_revenue_for_highways","sf1_toll_revenue_for_highways","state_user","sf1_general_funds_for_highways","sf1_other_imposts_for_highways","sf1_miscellaneous_for_highways","state_non_user","sf1_bonds_original_for_highways","state_bonds","lgf1_fuel_vehicle_revenue_for_highways","lgf1_toll_revenue_for_highways","local_user","lgf1_general_funds_for_highways","lgf1_property_tax_funds_for_highways","lgf1_other_imposts_for_highways","lgf1_miscellanious_for_highways","local_non_user","lgf1_bonds_original_for_highways","local_bonds","sf1_fhwa_funds_for_highways","sf1_other_federal_funds_for_highways","lgf1_fhwa_funds_for_highways","lgf1_other_federal_funds_for_highways","federal"
"Hawaii",1996,90286530.6049822,87718133.4519573,0,178004664.05694,0,3570525.6227758,17053193.2384342,20623718.86121,159222196.797153,159222196.797153,44328947.3309609,0,44328947.3309609,19353694.6619217,0,6748420.99644128,11886632.7402135,37988748.3985765,50626623.1316726,50626623.1316726,242145138.434164,1472717.79359431,12194216.7259786,4827792.88256228,260639865.836299
"Hawaii",1997,88048501.5447992,85205845.5200824,0,173254347.064882,0,3794309.98970134,18211320.6316512,22005630.6213526,43487578.0981806,43487578.0981806,41798939.2378991,0,41798939.2378991,91137274.9742533,0,40203278.0638517,7346604.53141092,138687157.569516,18733636.4572606,18733636.4572606,240810840.027463,1226485.0669413,20029854.7888774,1190934.7751459,263258114.658428
"Hawaii",1998,62847972.2972973,62323185.1351351,0,125171157.432432,0,2298298.64864865,17530582.4324324,19828881.0810811,1546103.71621622,1546103.71621622,42462009.4594595,0,42462009.4594595,20422294.2567568,0,41314205.7432432,18263938.8513514,80000438.8513514,10693547.6351351,10693547.6351351,170191167.905405,1007860.47297297,23307278.0405405,6684981.08108108,201191287.5
"Hawaii",1999,66776878.3627661,68309863.3437861,0,135086741.706552,29084643.0103978,2682066.34758211,26727317.049018,58494026.4069979,98078170.3251362,98078170.3251362,41239399.5708863,0,41239399.5708863,51715235.1873246,0,36867894.3720086,11001730.9787094,99584860.5380426,32868460.1419376,32868460.1419376,129213805.248391,1505375.47450074,22863300.8747318,2776727.51279089,156359209.110414
"Hawaii",2000,76631613.8884424,78252728.8217328,0,154884342.710175,3637904.83845041,0,25191306.5423565,28829211.3808069,0,0,42887837.6466806,0,42887837.6466806,35838676.7400739,0,38724927.1821251,6091345.76434657,80654949.6865456,33107366.9828002,33107366.9828002,104200811.766597,1655688.47452178,14607961.4209934,3672478.37968172,124136940.041794
"Hawaii",2001,82365149.6137474,85889128.1727889,0,168254277.786536,0,2916136.21314835,24988097.4302381,27904233.6433864,62793630.7740817,62793630.7740817,43742043.1972253,0,43742043.1972253,64162531.9249567,0,42492449.9448211,6045770.77092858,112700752.640706,67744280.6243103,67744280.6243103,186194418.098691,1250849.12501971,0,2720220.08513322,190165487.308844
"Hawaii",2002,74389134.9036403,80966141.3276231,0,155355276.231263,0,3127672.37687366,15984391.862955,19112064.2398287,85289079.2291221,85289079.2291221,47227000,0,47227000,86851087.7944325,0,43286644.5396146,6071364.02569593,136209096.359743,43314668.0942184,43314668.0942184,164740730.192719,1596124.19700214,0,2718284.79657388,169055139.186296
"Hawaii",2003,83848873.6181655,91654220.7947416,0,175503094.412907,17154151.4789364,2474053.48072901,18672618.1655214,38300823.1251867,0,0,48642104.8700329,0,48642104.8700329,41268735.2853301,0,43148968.3298476,6226189.42336421,90643893.038542,45229124.8879594,45229124.8879594,160753975.201673,308215.416791156,0,0,161062190.618464
"Hawaii",2004,81638344.6240337,111633721.433591,0,193272066.057625,24774651.8622628,1966028.95291637,17722250.7378777,44462931.5530569,4366465.21433591,4366465.21433591,47689637.3858046,0,47689637.3858046,41545237.1047084,0,43843789.1777934,6325776.528461,91714802.8109628,46160254.9543219,46160254.9543219,69680947.5755446,2666902.60014055,0,0,72347850.1756852
"Hawaii",2005,76084607.5745367,58005446.4141821,0,134090053.988719,11367009.1324201,47019298.9524577,15959815.7399946,74346123.8248724,58934064.1955412,58934064.1955412,124555674.187483,0,124555674.187483,14137884.7703465,0,32445990.8675799,23531046.1993016,70114921.837228,115792646.253022,115792646.253022,169252358.850389,2316195.2726296,28381683.3199033,1121188.28901424,201071425.731937
"Hawaii",2006,78642539.0272223,98410058.5730874,0,177052597.60031,0,0,19943262.8047994,19943262.8047994,0,0,126749943.749194,0,126749943.749194,14535303.5737324,0,32728327.9576829,21557839.7626113,68821471.2940266,260826634.240743,260826634.240743,124141543.8008,753332.215198039,0,0,124894876.015998
"Hawaii",2007,78175000,49319000,0,127494000,0,0,22666000,22666000,0,0,167166000,0,167166000,73419000,0,54760000,16956000,145135000,38000000,38000000,117932000,1369000,0,130000,119431000
"Idaho",1995,214547632.973862,121353732.407238,0,335901365.3811,0,0,0,0,0,0,0,0,0,24318795.8325717,49748550.9047706,0,24176103.8201426,98243450.5574849,2957219.15554743,2957219.15554743,159603927.983915,16858042.0398465,0,14839969.2926339,191301939.316396
"Idaho",1996,247831898.576512,119723877.224199,0,367555775.800712,0,0,0,0,0,0,1478387.54448399,0,1478387.54448399,11236028.8256228,65487040.2135231,0,29574838.0782918,106297907.117438,7217592.88256228,7217592.88256228,169865736.654804,14272180.4270463,0,21554975.4448399,205692892.52669
"Idaho",1997,262586761.071061,128652404.050807,0,391239165.121867,0,0,0,0,0,0,1379624.78544456,0,1379624.78544456,10703372.4682458,66267111.2255407,9262218.33161689,20096853.4157226,106329555.441126,5633353.93065568,5633353.93065568,186150899.073121,17833940.6110539,0,25361031.2392722,229345870.923447
"Idaho",1998,259430552.027027,130885955.067568,0,390316507.094595,0,0,0,0,0,0,1015934.12162162,0,1015934.12162162,41713.8513513514,66766383.1081081,8998081.41891892,22396301.3513513,98202479.7297297,3351909.7972973,3351909.7972973,145251667.22973,13914933.4459459,0,18267975.6756757,177434576.351351
"Idaho",1999,268605000.495131,136129329.262254,0,404734329.757386,0,0,0,0,0,0,3799593.99240799,0,3799593.99240799,13675908.8958574,69376116.1907906,9308347.91219673,21531470.8697805,113891843.868625,2983141.44248226,2983141.44248226,205334529.460307,8620739.7260274,0,13994075.5900314,227949344.776366
"Idaho",2000,250850249.156084,151375768.52596,0,402226017.682045,0,0,0,0,0,0,4553463.43031667,0,4553463.43031667,9667786.52949687,72713279.2155602,12664160.1028774,25286063.6553609,120331289.503295,2550759.04195467,2550759.04195467,232376453.624819,6887817.71419386,0,9101804.854525,248366076.193538
"Idaho",2001,199629743.339114,113557257.764465,0,313187001.103579,0,0,194660.255399653,194660.255399653,0,0,4219731.98801829,0,4219731.98801829,7973535.23569289,75724095.2230806,15547702.9796626,25068473.2776289,124313806.716065,3271548.16332965,3271548.16332965,218556999.527038,19363043.9854958,0,19921907.2993852,257841950.811919
"Idaho",2002,241559385.438972,138541143.468951,0,380100528.907923,0,0,179107.066381156,179107.066381156,0,0,4330248.39400428,0,4330248.39400428,23157203.4261242,73904205.5674518,6756113.49036403,28552346.8950749,132369869.379015,1989672.37687366,1989672.37687366,241312047.109208,18902496.7880086,0,19047488.2226981,279262032.119914
"Idaho",2003,237882800.71706,154026786.973409,0,391909587.690469,0,0,0,0,0,0,4173403.34628025,0,4173403.34628025,12943857.4843143,86618052.2856289,8876365.99940245,29001999.701225,137440275.470571,1882613.08634598,1882613.08634598,247148303.555423,19346170.0029878,0,16535340.6035255,283029814.161936
"Idaho",2004,212724108.784259,138328498.383696,0,351052607.167955,0,0,3779791.4265636,3779791.4265636,0,0,4236590.86437105,0,4236590.86437105,10490712.5790583,74234387.0695713,13249422.9093465,28317086.718201,126291609.276177,742299.086437105,742299.086437105,261355335.207308,19673724.8067463,0,18408569.5010541,299437629.515109
"Idaho",2005,217920275.315606,126831215.686275,0,344751491.00188,0,0,4131707.2253559,4131707.2253559,0,0,4410934.46145582,0,4410934.46145582,11519995.7023905,74254117.9156594,16607066.6129465,37678559.4950309,140059739.726027,25676.0676873489,25676.0676873489,272203761.751276,17606293.5804459,39577518.6677411,17083143.7013161,346470717.700779
"Idaho",2006,217590709.327829,136849528.576958,0,354440237.904786,0,0,3305206.55399303,3305206.55399303,205543560.314798,205543560.314798,4302112.75964392,0,4302112.75964392,33832118.9523932,76943687.5241904,14627800.0258031,36628595.0199974,162032201.522384,1818069.15236744,1818069.15236744,277431802.864147,1823207.84414914,0,17298892.0139337,296553902.722229
"Idaho",2007,227747000,144482000,0,372229000,0,0,81453000,81453000,0,0,4378000,0,4378000,17206000,84152000,14066000,36939000,152363000,336000,336000,325700000,8739000,0,17911000,352350000
"Illinois",1995,1516532164.13818,856022486.931091,433250806.799488,2805805457.86876,0,109702492.780113,86794600.6214586,196497093.401572,295446723.816487,295446723.816487,330595552.184244,43193454.5786876,373789006.762932,148312330.46975,373620106.013526,0,179838528.970938,701770965.454213,25480716.5052093,25480716.5052093,1187085428.25809,14640491.6834217,0,94642.6613050631,1201820562.60281
"Illinois",1996,1514129654.09253,832751749.11032,436712562.27758,2783593965.48043,0,110779845.19573,93189443.0604982,203969288.256228,156869250.177936,156869250.177936,331674757.295374,45909390.3914591,377584147.686833,177921035.231317,370998732.02847,0,182347693.238434,731267460.498221,92375833.8078292,92375833.8078292,897483295.017794,11771820.2846975,7798742.34875445,616585.409252669,917670443.060498
"Illinois",1997,1494800894.26708,866956762.100927,434345261.242705,2796102917.61071,3153037.41846893,148068332.646756,89195682.1146584,240417052.179883,2131650.18880879,2131650.18880879,328144233.779609,15992162.0322691,344136395.811878,161718277.377274,371637281.15345,0,177010372.124957,710365930.655681,12305870.2368692,12305870.2368692,842458509.097151,16303910.7449365,0,4378155.16649502,863140575.008582
"Illinois",1998,1531386800.33784,929496293.581081,435181772.635135,2896064866.55405,35429861.4864865,114310754.391892,89224582.4324325,238965198.310811,42568312.5,42568312.5,324862091.891892,34757057.4324324,359619149.324324,206655802.027027,365448323.648649,0,176481885.810811,748586011.486487,11774070.9459459,11774070.9459459,870228984.45946,16032920.6081081,0,11876337.1621622,898138242.22973
"Illinois",1999,1493872828.18947,880205529.955438,439482865.819442,2813561223.96435,16126581.2840403,118672232.711669,79255060.5710513,214053874.56676,86579468.2290807,86579468.2290807,33888697.1447434,19543586.4003961,53432283.5451395,0,610267384.71695,0,52149098.8611982,662416483.578148,4542421.19161578,4542421.19161578,826353844.858888,12735870.935798,0,21524897.1777521,860614612.972438
"Illinois",2000,1514438912.07201,1222548588.97283,442228885.388201,3179216386.43305,235678867.063173,93315268.2848417,79798294.1649253,408792429.51294,227068774.795049,227068774.795049,31369726.4105449,57077075.068317,88446801.4788619,255639324.867385,611019474.682527,0,50216147.8861919,916874947.436104,200141108.181964,200141108.181964,1077251361.19595,15544008.037293,0,2667284.68091947,1095462653.91416
"Illinois",2001,1411283084.02964,1282179379.15813,433723142.992275,3127185606.18004,0,0,103343245.782753,103343245.782753,260169082.768406,260169082.768406,34969772.9780861,62099133.2177203,97068906.1958064,216788730.88444,723008376.478007,402538570.077251,178119157.181145,1520454834.62084,273766415.576226,273766415.576226,1119964592.77944,14515375.6897367,0,18089589.1533974,1152569557.62258
"Illinois",2002,1425795813.7045,1470866218.41542,440320710.920771,3336982743.04069,0,0,71780507.4946467,71780507.4946467,373817160.599572,373817160.599572,35282873.6616702,57972205.5674518,93255079.2291221,272382858.672377,733009680.942184,402248884.368308,200500004.282655,1608141428.26552,270913449.678801,270913449.678801,1062118306.20985,20681383.2976445,0,2519683.08351178,1085319372.59101
"Illinois",2003,1318599103.97371,1209799061.84643,460554754.108157,2988952919.92829,64318250.3734688,0,37682012.2497759,102000262.623245,510709375.560203,510709375.560203,32566112.3394084,51793280.250971,84359392.5903794,319853821.332537,966633758.291007,288774045.115028,202088161.637287,1777349786.37586,4022270.6901703,4022270.6901703,995475105.168808,17143441.2907081,0,17282673.7376755,1029901220.19719
"Illinois",2004,1284401340.82923,1207567227.54743,450251979.198876,2942220547.57554,12855321.433591,11196.0646521434,23168016.5846803,36034534.0829234,447197692.761771,447197692.761771,31865119.6064652,46678632.7477161,78543752.3541813,223396197.610682,927625305.411103,277120513.843992,202752893.60506,1630894910.47084,4282494.72944483,4282494.72944483,973261584.539705,20090218.411806,0,8811302.88123682,1002163105.83275
"Illinois",2005,1291148879.39833,1260158935.53586,647123562.449637,3198431377.38383,0,55631.479989256,98341478.9148536,98397110.3948429,1227108487.24147,1227108487.24147,31009200.913242,385141.015310234,31394341.9285522,0,856244435.401558,457119591.727102,200909880.472737,1514273907.6014,321454738.920226,321454738.920226,906866942.519474,15620677.6792909,0,14225611.3349449,936713231.53371
"Illinois",2006,1315618147.33583,1240826543.92982,612532060.379306,3168976751.64495,1952702.87704812,234324.345245775,132913290.672171,135100317.894465,1267306222.68094,1267306222.68094,31278189.1368856,361763.901432073,31639953.0383176,0,823505162.430654,447915096.890724,196863282.157141,1468283541.47852,311893925.428977,311893925.428977,1034382684.81486,15537348.471165,0,0,1049920033.28603
"Illinois",2007,1306940000,1564532000,604987000,3476459000,490334000,377000,106142000,596853000,732879000,732879000,31652000,256000,31908000,0,833330000,443709000,194190000,1471229000,295375000,295375000,993786000,33171000,0,0,1026957000
"Indiana",1995,944688100.164504,255517713.032352,100894901.11497,1301100714.31183,9142481.08206909,0,57571858.8923414,66714339.9744105,14797744.1052824,14797744.1052824,45703669.1646865,0,45703669.1646865,3459553.28093584,77618630.597697,0,94290299.3968196,175368483.275452,56778316.5783221,56778316.5783221,549301638.091757,10665499.908609,0,2085050.6305977,562052188.630963
"Indiana",1996,923445084.341637,263763898.576512,99173865.1245552,1286382848.0427,0,0,39438787.1886121,39438787.1886121,0,0,47934908.8967972,0,47934908.8967972,3306882.20640569,77073176.1565836,0,96380095.3736655,176760153.736655,47924986.8327402,47924986.8327402,637394812.455516,13610237.0106762,0,6609512.09964413,657614561.565836
"Indiana",1997,930682027.463097,246493417.439066,103020643.666323,1280196088.56849,0,1993550.97837281,36352907.9986268,38346458.9769997,10528355.6470992,10528355.6470992,49527025.7466529,0,49527025.7466529,3862675.93546172,74957790.2506008,0,92373331.2736011,171193797.459664,34182972.8801922,34182972.8801922,578870870.580158,6824288.70580158,0,17775.1458977,585712934.431857
"Indiana",1998,955165113.851351,298813810.135135,106519683.445946,1360498607.43243,73051718.5810811,0,201272023.986487,274323742.567568,244733820.27027,244733820.27027,35119026.0135135,0,35119026.0135135,29635672.972973,77610638.8513514,0,95133147.6351352,202379459.459459,33097922.6351351,33097922.6351351,597887322.635135,7151907.0945946,0,92846.9594594595,605132076.689189
"Indiana",1999,965750299.059251,358210996.534082,107957114.705397,1431918410.29873,0,0,22777842.8783628,22777842.8783628,0,0,283779711.173461,0,283779711.173461,160183783.13253,0,0,0,160183783.13253,34183198.5476151,34183198.5476151,677167848.48985,11960175.2764483,0,0,689128023.766298
"Indiana",2000,946970574.827198,280038000.964475,109258792.798585,1336267368.59026,0,0,23096406.0440444,23096406.0440444,314658920.752291,314658920.752291,287504605.368912,0,287504605.368912,168561379.520977,0,0,0,168561379.520977,33348101.2698923,33348101.2698923,799650154.637518,6234761.93538016,0,1280.50152708568,805886197.074426
"Indiana",2001,956183733.249251,288943636.134321,107157330.91597,1352284700.29954,4076562.50985338,0,22571798.5180514,26648361.0279048,1751399761.62699,1751399761.62699,282920471.070471,0,282920471.070471,175528291.975406,0,0,0,175528291.975406,32764460.6653003,32764460.6653003,879996221.031058,11623101.0562825,0,76608.2295443796,891695930.316885
"Indiana",2002,891808199.143469,282506672.376874,103426411.134904,1277741282.65525,385476177.730193,0,15395897.2162741,400872074.946467,0,0,296440471.092077,0,296440471.092077,213239755.888651,0,0,0,213239755.888651,39804413.2762313,39804413.2762313,675427368.308351,12853064.2398287,0,5337877.94432548,693618310.492505
"Indiana",2003,1277925379.1455,264578539.886465,99271544.6668658,1641775463.69883,3176165.82013744,0,11752646.5491485,14928812.3692859,529559306.841948,529559306.841948,295322730.206155,0,295322730.206155,210496849.417389,0,0,0,210496849.417389,39132647.7442486,39132647.7442486,710742371.078578,21553658.7989244,0,73781.2966835972,732369811.174186
"Indiana",2004,800371954.181307,212842787.069571,96009613.2115249,1109224354.4624,5769332.11524947,0,10496310.6113844,16265642.7266339,396850109.627547,396850109.627547,417173206.184118,0,417173206.184118,733191087.842586,0,0,0,733191087.842586,37002993.6753338,37002993.6753338,671244381.728742,14738499.5080815,0,70535.2073085032,686053416.444132
"Indiana",2005,940426632.822992,140873885.038947,95240023.9054526,1176540541.76739,76358485.6298684,0,158091828.095622,234450313.72549,0,0,402461662.637658,0,402461662.637658,290419861.939296,0,0,0,290419861.939296,25476008.3266183,25476008.3266183,618880957.829707,21318625.0335751,0,68469.5138329304,640268052.377115
"Indiana",2006,903421069.281383,143757985.808283,102835499.935492,1150014555.02516,73353797.4454909,0,170596345.245775,243950142.691266,5277436.45981164,5277436.45981164,405955623.016385,0,405955623.016385,290089428.460844,0,0,0,290089428.460844,24963764.6755257,24963764.6755257,594528139.852922,20479742.2268094,0,65775.2548058315,615073657.334538
"Indiana",2007,879268000,320823000,98840000,1298931000,0,113141000,864387000,977528000,768306000,768306000,410799000,0,410799000,862800000,0,0,0,862800000,25261000,25261000,646383000,837000,0,0,647220000
"Iowa",1995,498991055.382928,414322274.538476,0,913313329.921404,0,190780676.658746,21454763.2973862,212235439.956132,0,0,0,0,0,18290786.3279108,329343356.973131,7184106.01352586,23047672.0891976,377865921.403765,99268503.3814659,99268503.3814659,429760676.658746,2526231.03637361,43800623.6519832,19275070.0054835,495362601.352586
"Iowa",1996,545855266.903915,407360261.921708,0,953215528.825623,23248813.5231317,208480992.52669,15631503.202847,247361309.252669,0,0,0,0,0,28979514.2348754,323219741.281139,6266492.1708185,37981661.2099644,396447408.896797,143777795.373665,143777795.373665,386273040.925267,10575502.8469751,32861876.1565836,20306212.8113879,450016632.740214
"Iowa",1997,553388147.957432,419519422.245108,0,972907570.20254,51799509.7837281,229155813.594233,17262401.3044971,298217724.682458,0,0,0,0,0,31829817.0271198,319683264.332303,36429477.8578785,24520130.1064195,412462689.323721,148929743.563337,148929743.563337,314274150.703742,3307544.4558874,33331133.1960178,27262971.8503261,378175800.205973
"Iowa",1998,474761489.527027,432770442.905405,0,907531932.432432,42955847.6351351,240242180.405405,18165709.4594595,301363737.5,0,0,0,0,0,34233615.8783784,334445512.837838,39858257.7702703,30239851.0135135,438777237.5,148985729.72973,148985729.72973,290126564.189189,2590295.60810811,36369095.9459459,13188305.0675676,342274260.810811
"Iowa",1999,523380267.700941,444729986.796501,0,968110254.497442,62292305.6610002,264905326.621555,17053471.8600429,344251104.142598,0,0,0,0,0,42468679.9801948,340778880.013203,48256158.4419871,34899730.9787094,466403449.414095,140841351.708203,140841351.708203,359700595.147714,3380192.44099686,32376747.9782142,10966233.0417561,406423768.608681
"Iowa",2000,501545557.627391,447531442.211863,0,949076999.839254,72455898.408616,316587356.052082,17777202.7005305,406820457.161228,0,0,0,0,0,40252565.5039383,331719042.597653,56815852.7567915,29560377.7527729,458347838.611156,112186019.289503,112186019.289503,447400831.0561,2477770.45491079,33154745.5393024,17837386.2723035,500870733.322617
"Iowa",2001,492827020.022072,423561877.660413,0,916388897.682485,109328734.668138,310023457.985181,15857903.5156866,435210096.169005,0,0,0,0,0,45218949.3930317,337039789.689421,56864656.1563929,27916792.3695412,467040187.608387,133436465.394924,133436465.394924,374192269.273215,4144379.63108939,76904615.4816333,12521049.9763519,467762314.362289
"Iowa",2002,486920226.980728,417290222.698073,0,904210449.678801,47392704.496788,314284164.882227,15297205.5674518,376974074.946467,0,0,0,0,0,20080704.496788,323025077.087794,65008554.6038544,28895940.0428266,437010276.231263,220022674.518201,220022674.518201,425443858.672377,5445098.50107066,98070256.9593148,9631573.875803,538590788.008565
"Iowa",2003,469959489.393487,426724839.557813,0,896684328.9513,71492886.4654915,292425029.279952,8854945.62294592,372772861.36839,0,0,0,0,0,39425392.8891545,339867593.068419,54217352.8533015,28038082.7606812,461548421.571557,191583847.027189,191583847.027189,409118480.131461,7012793.24768449,0,10800629.8177472,426931903.196893
"Iowa",2004,466948670.414617,431131339.985945,0,898080010.400562,85550249.6134926,284131489.529164,6019004.35699227,375700743.499649,0,0,117558.678847505,0,117558.678847505,33033988.756149,261715848.489107,61553724.2445538,22818699.3675334,379122260.857344,215204037.104708,215204037.104708,393515921.574139,3584979.9016163,121155974.420239,22514166.4089951,540771042.304989
"Iowa",2005,447559535.858179,387646571.582057,0,835206107.440236,43155050.7655117,309240419.554123,7928555.73462262,360324026.054257,0,0,98424.9261348375,0,98424.9261348375,17489681.4396992,293832639.269406,59638016.3846361,32447060.7037335,403407397.797475,166379848.777867,166379848.777867,341761298.952458,9489446.6827827,53270351.5981735,18402251.6787537,422923348.912168
"Iowa",2006,431225653.7221,404669922.332602,0,835895576.054703,45045772.1584312,297319567.797704,13426373.8872404,355791713.843375,0,0,124356.341117275,0,124356.341117275,16532199.2001032,289771857.308734,70751563.9272352,42511369.371694,419566989.807767,186755475.422526,186755475.422526,220655425.106438,78883029.8026061,46567852.6641724,23531097.4067862,369637404.980003
"Iowa",2007,432302000,399705000,0,832007000,46219000,275955000,14479000,336653000,0,0,688000,0,688000,31667000,47763000,84400000,37065000,200895000,183627000,183627000,317270000,76473000,0,20773000,414516000
"Kansas",1995,414099500.274173,152141718.150247,76169869.8592579,642411088.283678,28777193.2005118,238151512.703345,83473371.2301225,350402077.133979,0,0,0,0,0,395925197.221714,149389800.767684,18448038.7497715,12230743.9225005,575993780.661671,54881095.2293913,54881095.2293913,287441410.711022,3577492.59733138,0,65521.8424419667,291084425.150795
"Kansas",1996,415244050.533808,150135003.558719,77912299.2882562,643291353.380783,27372139.8576512,237919756.58363,99851400.3558719,365143296.797153,59927849.4661922,59927849.4661922,0,0,0,467901861.921708,148341944.839858,18137533.0960854,12501800.7117438,646883140.569395,54483471.1743772,54483471.1743772,263029665.836299,3610213.87900356,0,60949.8220640569,266700829.537367
"Kansas",1997,425230713.353931,145294042.5678,77343761.7576382,647868517.679368,24124974.9399245,238557498.455201,82780221.7645039,345462695.159629,0,0,0,0,0,319870587.023687,126878991.417782,21201647.0992104,16105649.5022314,484056875.042911,159980415.036045,159980415.036045,290357008.238929,4207240.30209406,0,1367.31891520769,294565615.859938
"Kansas",1998,425784045.608108,150607187.5,80880466.5540541,657271699.662162,26680717.5675676,245087715.202703,85070690.2027027,356839122.972973,2175848.31081081,2175848.31081081,0,0,0,239001529.72973,124231922.972973,21226967.9054054,16541560.472973,401001981.081081,171968716.216216,171968716.216216,305307714.864865,4589869.25675676,0,1345.60810810811,309898929.72973
"Kansas",1999,429519778.181218,148272253.177092,80901113.0549596,658693144.41327,28600819.2771084,245477437.200858,61396968.8067338,335475225.2847,449749658.029378,449749658.029378,0,0,0,507205041.09589,119211275.457996,21464419.2110909,12537345.4365407,660418081.201518,46912495.7913847,46912495.7913847,415085265.225285,3189555.37217363,0,7888.43043406503,418282709.027892
"Kansas",2000,458253081.498151,159993543.803247,78364132.4545893,696610757.755988,20658331.1364732,184393500.401865,79067127.7929593,284118959.331297,456151778.492204,456151778.492204,0,0,0,564988005.786851,115521725.767562,21135958.2060762,12296656.1646038,713942345.925092,46886843.9157692,46886843.9157692,382603612.280984,4557304.93489793,0,6402.50763542839,387167319.723517
"Kansas",2001,441120232.697462,150934538.546429,76856892.322245,668911663.566136,23665663.5661359,236100284.092701,91894711.0200221,351660658.678859,0,0,0,0,0,0,113540931.420464,47152993.2208734,7878088.91691629,168572013.558253,404959892.479899,404959892.479899,323574323.506227,4331504.65079615,0,418205.580955384,328324033.737979
"Kansas",2002,477314239.828694,166805944.325482,81703282.6552463,725823466.809422,18811115.6316917,167108111.349036,76745550.3211991,262664777.301927,131559623.126338,131559623.126338,0,0,0,325650762.312634,137934372.591006,57283800.8565311,7576107.06638116,528445042.826553,64842850.1070664,64842850.1070664,455226805.139186,7149661.67023555,0,0,462376466.809422
"Kansas",2003,456674095.906782,153499607.708396,80886911.5625934,691060615.177771,13335374.3651031,106928139.22916,53449789.3636092,173713302.957873,40401210.0388407,40401210.0388407,37140552.7337915,0,37140552.7337915,247874216.313116,142898901.404243,0,13014068.7182552,403787186.435614,138140007.768151,138140007.768151,393814811.174186,4374516.88078877,0,0,398189328.054975
"Kansas",2004,442672243.429375,134383005.200281,80403418.6929023,657458667.322558,30645868.1658468,107781155.586788,38106925.6500351,176533949.40267,736456979.901616,736456979.901616,36340186.6479269,0,36340186.6479269,278123681.236824,141165581.16655,0,12733284.3288826,432022546.732256,132565883.907238,132565883.907238,409506141.11033,7318867.46310611,0,0,416825008.573436
"Kansas",2005,433593894.708568,129300397.528875,78936790.7601397,641831082.997583,0,113654043.781896,29109171.9043782,142763215.686275,0,0,15576814.3969917,0,15576814.3969917,284136714.208971,119958588.235294,132659.683051303,23910838.0338437,428138800.16116,90969237.9801236,90969237.9801236,408236638.195004,10888792.3717432,0,0,419125430.566747
"Kansas",2006,429262673.461489,139061221.519804,77953954.3284738,646277849.309767,212851807.76674,144219440.33028,58793828.1512063,415865076.248226,13041999.7419688,13041999.7419688,15562014.1917172,0,15562014.1917172,300428476.325635,120999747.645465,132578.247968004,24577335.0535415,446138137.27261,89137803.1221778,89137803.1221778,337373614.759386,6969093.79434912,0,0,344342708.553735
"Kansas",2007,427015000,169185000,78275000,674475000,29929000,227888000,44133000,301950000,0,0,26408000,0,26408000,285585000,141551000,0,27133000,454269000,107586000,107586000,455055000,23042000,0,3273000,481370000
"Kentucky",1995,546884610.12612,681220403.582526,15723786.1451289,1243828799.85377,150611419.118991,0,87024655.0904771,237636074.209468,275283468.835679,275283468.835679,5637790.53189545,0,5637790.53189545,110302381.648693,3190185.7064522,0,0,113492567.355145,9222563.3339426,9222563.3339426,354824073.47834,6022185.34088832,0,716372.14403217,361562630.963261
"Kentucky",1996,566573954.092527,705484268.327402,16883100.7117438,1288941323.13167,0,0,139808969.75089,139808969.75089,0,0,5190656.93950178,0,5190656.93950178,120146273.66548,2939765.83629893,0,0,123086039.501779,22137542.3487544,22137542.3487544,370864075.44484,6232473.66548043,0,704466.548042705,377801015.658363
"Kentucky",1997,554002074.15036,697878207.00309,17302053.5530381,1269182334.70649,0,0,96750119.1211809,96750119.1211809,0,0,4940123.24064538,0,4940123.24064538,121097967.044284,2729168.55475455,0,0,123827135.599039,21354786.8177137,21354786.8177137,392419161.345692,4181261.24270512,0,786208.376244422,397386630.964641
"Kentucky",1998,554924746.959459,775455114.189189,17609973.3108108,1347989834.45946,28275263.1756757,0,127609399.324324,155884662.5,0,0,4725775.67567568,0,4725775.67567568,105083919.594595,2578185.13513513,0,0,107662104.72973,20781571.6216216,20781571.6216216,429959467.567568,9574001.68918919,0,892138.175675676,440425607.432432
"Kentucky",1999,583340227.430269,724324885.624691,17662195.7418716,1325327308.79683,520636.408648292,0,99542788.9090609,100063425.317709,0,0,91053523.0236012,0,91053523.0236012,9175559.3332233,0,2317883.80920944,23913776.8608681,35407220.0033009,0,0,480298919.6237,3986286.84601419,0,624500.742696815,484909707.212411
"Kentucky",2000,562460295.772384,794398817.87494,17378966.7256068,1374238080.37293,3034788.61919306,0,79908417.2962546,82943205.9154477,0,0,97877695.2258479,0,97877695.2258479,150510149.493651,0,2439355.40909822,18774713.3901302,171724218.292879,0,0,679055081.819643,2749236.77865295,0,565981.67497187,682370300.273268
"Kentucky",2001,561739262.17878,708180288.507016,17044703.1373167,1286964253.82311,34452353.4605076,0,115973556.676651,150425910.137159,0,0,16747061.3274476,0,16747061.3274476,219221356.140627,0,8489698.88065584,25042099.9527038,252753154.973987,0,0,613183572.126754,3518955.06857954,0,238615.79694151,616941142.992275
