"state_name","year","sf1_fuel_revenue_for_highways","sf1_vehicle_revenue_for_highways","sf1_toll_revenue_for_highways","state_user","sf1_general_funds_for_highways","sf1_other_imposts_for_highways","sf1_miscellaneous_for_highways","state_non_user","sf1_bonds_original_for_highways","state_bonds","lgf1_fuel_vehicle_revenue_for_highways","lgf1_toll_revenue_for_highways","local_user","lgf1_general_funds_for_highways","lgf1_property_tax_funds_for_highways","lgf1_other_imposts_for_highways","lgf1_miscellanious_for_highways","local_non_user","lgf1_bonds_original_for_highways","local_bonds","sf1_fhwa_funds_for_highways","sf1_other_federal_funds_for_highways","lgf1_fhwa_funds_for_highways","lgf1_other_federal_funds_for_highways","federal","cci_multiplier_for_conversion_to_2007_dollars"
"South Carolina",1997,364767000,65123000,0,429890000,0,0,23534000,23534000,44726000,44726000,0,0,0,98951000,59662000,19259000,0,177872000,897000,897000,244515000,1702000,0,4781000,250998000,1.36731891520769
"South Carolina",1998,379841000,67252000,0,447093000,8369000,0,23250000,31619000,47222000,47222000,,,0,103574000,43069000,21201000,,167844000,334000,334000,245698000,2408000,,3980000,252086000,1.34560810810811
"South Carolina",1999,419026000,64740000,,483766000,3278000,,26245000,29523000,199772000,199772000,,,0,134303000,21319000,31930000,,187552000,400000,400000,290388000,3012000,,1637000,295037000,1.3147384056775
"South Carolina",2000,370999000,70911000,,441910000,78756000,,22826000,101582000,,0,,,0,123420000,58980000,30355000,,212755000,,0,324464000,2565000,,2544000,329573000,1.28050152708568
"South Carolina",2001,404500000,34670000,,439170000,75682000,,29001000,104683000,356137000,356137000,,,0,76357000,54713000,11848000,,142918000,29543000,29543000,367165000,6735000,,2398000,376298000,1.25587261548163
"South Carolina",2002,361104000,68501000,,429605000,129648000,,29592000,159240000,,0,,,0,167278000,49864000,30817000,,247959000,5908000,5908000,408143000,9951000,,2488000,420582000,1.21841541755889
"South Carolina",2003,327184000,116467000,8341000,451992000,,,26484000,26484000,6830000,6830000,,,0,154380000,36571000,25770000,,216721000,7947000,7947000,426764000,20535000,,2341000,449640000,1.19002091425157
"South Carolina",2004,336767000,136801000,8823000,482391000,,,5318000,5318000,2210000,2210000,,,0,195202000,23278000,20723000,,239203000,10290000,10290000,678781000,5776000,,2196000,686753000,1.11960646521434
"South Carolina",2005,474037000,108174000,9630000,591841000,,2233000,11569000,13802000,140191000,140191000,,,0,205369000,26027000,41348000,,272744000,11000000,11000000,802801000,6853000,,1332000,810986000,1.06983615363954
"South Carolina",2006,490662000,86367000,11081000,588110000,633000,,16328000,16961000,,0,,,0,231416000,57906000,27916000,,317238000,13898000,13898000,757941000,19434000,,2413000,779788000,1.02773835634112
"South Carolina",2007,526447000,40856000,17350000,584653000,9781000,2877000,21967000,34625000,,0,,,0,275570000,60223000,29033000,,364826000,14454000,14454000,535029000,21558000,,2573000,559160000,1
"South Dakota",1995,84981000,30177000,,115158000,,36949000,2782000,39731000,,0,3525000,0,3525000,113498000,8782000,0,369000,122649000,3190000,3190000,129731000,3530000,0,1420000,134681000,1.45604094315482
"South Dakota",1996,89569000,30248000,0,119817000,0,38361000,3606000,41967000,0,0,3801000,0,3801000,116818000,8958000,0,387000,126163000,2766000,2766000,120841000,2492000,0,1048000,124381000,1.41743772241993
"South Dakota",1997,99504000,31542000,0,131046000,0,41893000,3919000,45812000,0,0,5184000,0,5184000,155076000,9876000,0,380000,165332000,543000,543000,161038000,4398000,0,1907000,167343000,1.36731891520769
"South Dakota",1998,106372000,33167000,0,139539000,0,44357000,522000,44879000,0,0,5735000,,5735000,164892000,9825000,,389000,175106000,3305000,3305000,153465000,7328000,,1832000,162625000,1.34560810810811
"South Dakota",1999,110864000,36865000,,147729000,,48057000,3737000,51794000,,0,5672000,,5672000,127653000,18550000,,858000,147061000,1197000,1197000,164908000,2774000,,2493000,170175000,1.3147384056775
"South Dakota",2000,113949000,38018000,,151967000,,49098000,5825000,54923000,,0,5717000,,5717000,132974000,19915000,,927000,153816000,1293000,1293000,196243000,2383000,,796000,199422000,1.28050152708568
"South Dakota",2001,107129000,51473000,,158602000,,49976000,2921000,52897000,,0,5918000,,5918000,144785000,21502000,,1006000,167293000,1780000,1780000,209108000,3802000,,1834000,214744000,1.25587261548163
"South Dakota",2002,106719000,53704000,,160423000,351000,55064000,40308000,95723000,,0,6125000,,6125000,152973000,22362000,,1036000,176371000,1813000,1813000,225805000,2909000,,,228714000,1.21841541755889
"South Dakota",2003,106173000,55100000,,161273000,351000,55793000,22677000,78821000,,0,6493000,,6493000,171678000,24375000,,1077000,197130000,1849000,1849000,198098000,2583000,,1871000,202552000,1.19002091425157
"South Dakota",2004,113035000,52858000,,165893000,,58451000,29876000,88327000,,0,6752000,,6752000,180131000,25106000,,1191000,206428000,1942000,1942000,212230000,3842000,,1896000,217968000,1.11960646521434
"South Dakota",2005,121940000,2676000,,124616000,,58583000,28069000,86652000,,0,7022000,,7022000,231750000,26863000,,1286000,259899000,2058000,2058000,221111000,1893000,,1856000,224860000,1.06983615363954
"South Dakota",2006,123715000,3590000,,127305000,,54829000,18297000,73126000,,0,7303000,,7303000,240810000,28744000,,1325000,270879000,2264000,2264000,250885000,5665000,,1939000,258489000,1.02773835634112
"South Dakota",2007,127433000,21026000,,148459000,,59093000,23327000,82420000,,0,7595000,,7595000,250451000,29893000,,1378000,281722000,2355000,2355000,199658000,11405000,,1912000,212975000,1
"Tennessee",1995,645294000,179496000,80000,824870000,14881000,56415000,7241000,78537000,,0,35036000,16000,35052000,73982000,41178000,0,3133000,118293000,4981000,4981000,325866000,2756000,0,3101000,331723000,1.45604094315482
"Tennessee",1996,657284000,170292000,77000,827653000,49215000,41230000,10163000,100608000,0,0,25793000,16000,25809000,115838000,65649000,35000,4999000,186521000,2403000,2403000,342344000,2518000,0,467000,345329000,1.41743772241993
"Tennessee",1997,665663000,156663000,71000,822397000,59501000,48060000,17263000,124824000,0,0,26325000,16000,26341000,60230000,42802000,121000,3532000,106685000,1110000,1110000,403105000,2395000,0,1432000,406932000,1.36731891520769
"Tennessee",1998,690233000,170302000,50000,860585000,60577000,45635000,21859000,128071000,0,0,26450000,11000,26461000,53118000,586000,586000,,54290000,19707000,19707000,481210000,2394000,,6447000,490051000,1.34560810810811
"Tennessee",1999,702028000,209284000,27000,911339000,5808000,41614000,23079000,70501000,,0,25308000,9000,25317000,104181000,3345000,1115000,,108641000,6562000,6562000,469319000,2877000,,7359000,479555000,1.3147384056775
"Tennessee",2000,724716000,191384000,26000,916126000,17558000,10937000,15563000,44058000,,0,27070000,6000,27076000,147355000,4491000,774000,,152620000,24475000,24475000,449429000,2930000,,8673000,461032000,1.28050152708568
"Tennessee",2001,638227000,223196000,26000,861449000,136113000,22768000,55650000,214531000,,0,27867000,6000,27873000,150237000,10366000,1037000,,161640000,8958000,8958000,432006000,3977000,,7256000,443239000,1.25587261548163
"Tennessee",2002,637805000,282085000,25000,919915000,162727000,12622000,83603000,258952000,,0,27838000,5000,27843000,186193000,6451000,506000,,193150000,13041000,13041000,367195000,9346000,,4427000,380968000,1.21841541755889
"Tennessee",2003,712364000,235959000,23000,948346000,23653000,39038000,42168000,104859000,,0,27751000,1000,27752000,148735000,9897000,1120000,,159752000,15341000,15341000,538661000,11403000,,5789000,555853000,1.19002091425157
"Tennessee",2004,653603000,242664000,23000,896290000,29946000,42349000,63796000,136091000,,0,27434000,,27434000,144890000,7682000,886000,,153458000,11829000,11829000,541523000,26092000,,4579000,572194000,1.11960646521434
"Tennessee",2005,706278000,219749000,24000,926051000,84275000,53438000,78821000,216534000,,0,30591000,,30591000,134691000,6396000,800000,,141887000,221000,221000,620675000,19876000,,4131000,644682000,1.06983615363954
"Tennessee",2006,747617000,359155000,28000,1106800000,,50747000,33837000,84584000,,0,32710000,,32710000,158582000,7348000,882000,,166812000,151000,151000,526328000,41189000,,4115000,571632000,1.02773835634112
"Tennessee",2007,756832000,290888000,28000,1047748000,,50747000,33837000,84584000,,0,17904000,,17904000,475586000,8018000,1458000,,485062000,12223000,12223000,526328000,54510000,,5649000,586487000,1
"Texas",1995,1633839000,934904000,47661000,2616404000,,20724000,50165000,70889000,26617000,26617000,134741000,135535000,270276000,1119358000,601448000,0,422396000,2143202000,261668000,261668000,998643000,10546000,0,2800000,1011989000,1.45604094315482
"Texas",1996,1679031000,993614000,52863000,2725508000,0,23747000,81912000,105659000,424664000,424664000,135808000,145378000,281186000,1526379000,697418000,0,492806000,2716603000,390896000,390896000,1231314000,18852000,0,61661000,1311827000,1.41743772241993
"Texas",1997,1713144000,1039577000,55749000,2808470000,0,24060000,125222000,149282000,0,0,137115000,163495000,300610000,1700783000,448546000,0,493613000,2642942000,462128000,462128000,1074750000,10914000,0,73393000,1159057000,1.36731891520769
"Texas",1998,1816417000,1085384000,59584000,2961385000,0,25178000,131978000,157156000,100660000,100660000,147898000,201072000,348970000,1020401000,855582000,,475743000,2351726000,498455000,498455000,1095792000,9393000,,7061000,1112246000,1.34560810810811
"Texas",1999,1531212000,1099083000,72282000,2702577000,,26361000,142087000,168448000,,0,153858000,237979000,391837000,1121995000,735056000,,498503000,2355554000,444304000,444304000,1504815000,12261000,,19723000,1536799000,1.3147384056775
"Texas",2000,2253931000,1183686000,97059000,3534676000,,27573000,140376000,167949000,,0,154867000,279254000,434121000,1139165000,730642000,,654902000,2524709000,426243000,426243000,1766133000,25929000,,91200000,1883262000,1.28050152708568
"Texas",2001,2003313000,1186218000,97059000,3286590000,,31244000,139280000,170524000,,0,165468000,300984000,466452000,1323692000,786286000,,705068000,2815046000,674586000,674586000,1739725000,15807000,,50789000,1806321000,1.25587261548163
"Texas",2002,1095597000,2156190000,141864000,3393651000,56202000,30168000,110017000,196387000,,0,163760000,318698000,482458000,1610867000,731802000,,629272000,2971941000,732601000,732601000,2222812000,18819000,,54288000,2295919000,1.21841541755889
"Texas",2003,2039526000,1253373000,150034000,3442933000,33510000,30942000,171707000,236159000,239355000,239355000,167344000,327447000,494791000,1800973000,796968000,22741000,617741000,3238423000,897313000,897313000,2494149000,30966000,,95604000,2620719000,1.19002091425157
"Texas",2004,2086269000,1287426000,164978000,3538673000,25000000,31735000,244571000,301306000,,0,175364000,349235000,524599000,1129253000,1052157000,81124000,624923000,2887457000,958857000,958857000,2619668000,32709000,,90735000,2743112000,1.11960646521434
"Texas",2005,1799299000,1556813000,180496000,3536608000,,33004000,296601000,329605000,1525748000,1525748000,177222000,413248000,590470000,1300209000,1058894000,106051000,703767000,3168921000,901491000,901491000,3130810000,72381000,,111998000,3315189000,1.06983615363954
"Texas",2006,1924448000,1183049000,201431000,3308928000,20151000,34887000,523671000,578709000,1420069000,1420069000,190396000,466437000,656833000,1248870000,1415031000,153734000,861672000,3679307000,1139010000,1139010000,2984485000,66460000,,153043000,3203988000,1.02773835634112
"Texas",2007,1922688000,1467908000,238793000,3629389000,16139000,36827000,730900000,783866000,6795362000,6795362000,191757000,510770000,702527000,1374460000,1619881000,163905000,867984000,4026230000,1583785000,1583785000,1865182000,123957000,,177173000,2166312000,1
"Utah",1995,200604000,47354000,330000,248288000,70413000,700000,1310000,72423000,,0,0,0,0,105300000,0,0,2200000,107500000,0,0,153814000,9185000,1094000,7340000,171433000,1.45604094315482
"Utah",1996,213312000,49503000,350000,263165000,126625000,0,1075000,127700000,0,0,0,0,0,99250000,0,0,2500000,101750000,20488000,20488000,142981000,9584000,1150000,7784000,161499000,1.41743772241993
"Utah",1997,256527000,61807000,160000,318494000,128254000,8056000,4943000,141253000,617234000,617234000,0,0,0,113262000,0,1125000,2600000,116987000,0,0,145666000,12318000,1100000,9032000,168116000,1.36731891520769
"Utah",1998,292659000,76495000,270000,369424000,130348000,16005000,2319000,148672000,251235000,251235000,,,0,114653000,,1140000,2400000,118193000,,0,157693000,11687000,1293000,8170000,178843000,1.34560810810811
"Utah",1999,307623000,80797000,300000,388720000,132754000,16859000,966000,150579000,69100000,69100000,,,0,116816000,,1174000,2200000,120190000,,0,245035000,12111000,1489000,9067000,267702000,1.3147384056775
"Utah",2000,311386000,68678000,197000,380261000,230935000,36991000,37226000,305152000,,0,,,0,119154000,,1178000,2203000,122535000,,0,209798000,18992000,,886000,229676000,1.28050152708568
"Utah",2001,303713000,77882000,197000,381792000,190068000,27353000,34777000,252198000,,0,,,0,114222000,,5658000,10064000,129944000,12377000,12377000,226109000,25715000,7196000,24204000,283224000,1.25587261548163
"Utah",2002,312040000,77833000,242000,390115000,125761000,40432000,29275000,195468000,289375000,289375000,,,0,143031000,,6221000,10481000,159733000,12726000,12726000,231027000,14397000,,10476000,255900000,1.21841541755889
"Utah",2003,318892000,86583000,206000,405681000,69708000,38031000,40484000,148223000,161597000,161597000,16450000,,16450000,111328000,,6302000,11252000,128882000,37941000,37941000,223395000,20721000,,30200000,274316000,1.19002091425157
"Utah",2004,324870000,88328000,215000,413413000,87208000,38786000,34665000,160659000,37019000,37019000,17602000,,17602000,122581000,,6959000,11665000,141205000,41551000,41551000,227179000,32234000,,26770000,286183000,1.11960646521434
"Utah",2005,332318000,93180000,164000,425662000,113556000,40143000,28054000,181753000,50141000,50141000,18054000,,18054000,130771000,,6682000,11478000,148931000,80625000,80625000,235719000,40404000,,80880000,357003000,1.06983615363954
"Utah",2006,338466000,94956000,204000,433626000,171711000,100410000,56129000,328250000,,0,16086000,,16086000,152048000,,99660000,22051000,273759000,,0,266673000,55180000,,108508000,430361000,1.02773835634112
"Utah",2007,369345000,99012000,1440000,469797000,320931000,267186000,38121000,626238000,,0,12923000,,12923000,151344000,,55771000,30914000,238029000,,0,273670000,68855000,,90510000,433035000,1
"Vermont",1995,48470000,66727000,,115197000,,122000,6470000,6592000,,0,0,0,0,3454000,57871000,0,0,61325000,2556000,2556000,76653000,1080000,0,930000,78663000,1.45604094315482
"Vermont",1996,43716000,58491000,0,102207000,0,70000,5880000,5950000,0,0,0,0,0,5779000,57998000,0,0,63777000,2744000,2744000,72833000,992000,0,942000,74767000,1.41743772241993
"Vermont",1997,55430000,78621000,0,134051000,0,83000,5566000,5649000,1877000,1877000,0,0,0,11605000,62689000,0,0,74294000,726000,726000,87046000,483000,0,1857000,89386000,1.36731891520769
"Vermont",1998,56334000,50105000,0,106439000,1098000,270000,6198000,7566000,650000,650000,,,0,11530000,63119000,,,74649000,684000,684000,88722000,670000,,1918000,91310000,1.34560810810811
"Vermont",1999,62799000,62761000,,125560000,,73000,6930000,7003000,,0,,,0,10311000,61368000,,,71679000,3126000,3126000,119668000,208000,,2717000,122593000,1.3147384056775
"Vermont",2000,69674000,82597000,,152271000,,98000,10366000,10464000,,0,,,0,13874000,66304000,,,80178000,3406000,3406000,108127000,,,2592000,110719000,1.28050152708568
"Vermont",2001,60474000,81691000,,142165000,,,10635000,10635000,,0,,,0,15458000,69033000,,,84491000,810000,810000,150977000,959000,,2879000,154815000,1.25587261548163
"Vermont",2002,79186000,112216000,,191402000,4266000,,5356000,9622000,,0,,,0,28687000,86442000,,,115129000,777000,777000,124593000,1334000,,2853000,128780000,1.21841541755889
"Vermont",2003,80664000,106731000,,187395000,2041000,3454000,7808000,13303000,118000,118000,,,0,116000,77961000,,,78077000,5068000,5068000,108163000,2306000,1163000,1368000,113000000,1.19002091425157
"Vermont",2004,65939000,77982000,,143921000,15461000,1240000,12725000,29426000,3127000,3127000,,,0,2774000,81080000,,,83854000,5495000,5495000,123722000,3646000,,373000,127741000,1.11960646521434
"Vermont",2005,40835000,114720000,,155555000,,1495000,10200000,11695000,1026000,1026000,,,0,15222000,83770000,,,98992000,1066000,1066000,127281000,6948000,,2012000,136241000,1.06983615363954
"Vermont",2006,50399000,85970000,,136369000,40403000,1396000,21239000,63038000,,0,,,0,18720000,90770000,,,109490000,1385000,1385000,126323000,1894000,,276000,128493000,1.02773835634112
"Vermont",2007,58374000,92351000,,150725000,23685000,,27129000,50814000,,0,,,0,1695000,102588000,,,104283000,6642000,6642000,164068000,23197000,,1581000,188846000,1
"Virginia",1995,585289000,463934000,83973000,1133196000,99800000,319683000,60113000,479596000,142467000,142467000,84228000,16609000,100837000,631454000,6182000,7791000,66992000,712419000,55880000,55880000,384256000,7739000,0,10781000,402776000,1.45604094315482
"Virginia",1996,624661000,494525000,68752000,1187938000,103607000,329086000,61742000,494435000,45678000,45678000,12380000,16928000,29308000,600544000,4096000,19816000,68773000,693229000,106372000,106372000,346391000,11298000,0,1127000,358816000,1.41743772241993
"Virginia",1997,680842000,539730000,76186000,1296758000,58556000,348954000,57092000,464602000,164240000,164240000,1786000,17648000,19434000,759166000,4082000,9098000,75910000,848256000,5104000,5104000,410655000,19817000,0,526000,430998000,1.36731891520769
"Virginia",1998,696427000,596594000,77828000,1370849000,26095000,341225000,54929000,422249000,34930000,34930000,230000,20644000,20874000,774017000,3849000,8709000,77879000,864454000,10388000,10388000,422716000,18915000,,513000,442144000,1.34560810810811
"Virginia",1999,730296000,648623000,81957000,1460876000,,373294000,74002000,447296000,371058000,371058000,113529000,23477000,137006000,438946000,13368000,9088000,31223000,492625000,143227000,143227000,512476000,8537000,,12906000,533919000,1.3147384056775
"Virginia",2000,739826000,719652000,88315000,1547793000,,402362000,56150000,458512000,219540000,219540000,118508000,24180000,142688000,379489000,,7970000,43003000,430462000,107742000,107742000,470753000,10314000,,8141000,489208000,1.28050152708568
"Virginia",2001,813354000,533675000,88315000,1435344000,136279000,422771000,89548000,648598000,389524000,389524000,151571000,26188000,177759000,505094000,16533000,9243000,42829000,573699000,12015000,12015000,538923000,15847000,,4618000,559388000,1.25587261548163
"Virginia",2002,736616000,600976000,88818000,1426410000,122565000,425070000,78281000,625916000,168741000,168741000,97532000,34163000,131695000,481632000,21219000,7552000,41300000,551703000,130485000,130485000,900924000,8775000,,3584000,913283000,1.21841541755889
"Virginia",2003,610106000,527563000,89641000,1227310000,101978000,411991000,77307000,591276000,686588000,686588000,133998000,31384000,165382000,452358000,23206000,8519000,30826000,514909000,151514000,151514000,656374000,19537000,,4251000,680162000,1.19002091425157
"Virginia",2004,769065000,664174000,100627000,1533866000,192283000,476052000,82026000,750361000,,0,145716000,32927000,178643000,507500000,20700000,9739000,47064000,585003000,63639000,63639000,590448000,28000000,,6679000,625127000,1.11960646521434
"Virginia",2005,861724000,717716000,117287000,1696727000,286086000,511474000,82598000,880158000,35317000,35317000,149635000,33131000,182766000,515860000,37000000,22779000,63742000,639381000,102808000,102808000,431485000,27817000,,5318000,464620000,1.06983615363954
"Virginia",2006,831421000,673950000,141643000,1647014000,280660000,438507000,149004000,868171000,270802000,270802000,195157000,33592000,228749000,545700000,40257000,25488000,50985000,662430000,135096000,135096000,483195000,15402000,7850000,,506447000,1.02773835634112
"Virginia",2007,889484000,569668000,211578000,1670730000,260196000,552290000,164804000,977290000,131840000,131840000,130915000,33485000,164400000,934703000,30760000,26406000,97308000,1089177000,123489000,123489000,598383000,59949000,,1320000,659652000,1
"Washington",1995,635157000,394437000,76972000,1106566000,,,29356000,29356000,180053000,180053000,25495000,1830000,27325000,128220000,285714000,81678000,62962000,558574000,27387000,27387000,426337000,20906000,107909000,20799000,575951000,1.45604094315482
"Washington",1996,657676000,457321000,78344000,1193341000,0,0,41629000,41629000,102029000,102029000,26473000,1773000,28246000,156201000,317044000,78975000,61875000,614095000,32095000,32095000,405645000,20060000,116206000,34215000,576126000,1.41743772241993
"Washington",1997,662001000,507688000,77877000,1247566000,0,0,53038000,53038000,189610000,189610000,27020000,1908000,28928000,157627000,307442000,78796000,85875000,629740000,22243000,22243000,403758000,23476000,127516000,38263000,593013000,1.36731891520769
"Washington",1998,669567000,511561000,86421000,1267549000,0,222000,39171000,39393000,0,0,27966000,1920000,29886000,170489000,333878000,113740000,86401000,704508000,14576000,14576000,424321000,23815000,,28985000,477121000,1.34560810810811
"Washington",1999,470452000,785684000,90521000,1346657000,,,30000000,30000000,38375000,38375000,30625000,2021000,32646000,96796000,346356000,135769000,124544000,703465000,68735000,68735000,408622000,21558000,,28463000,458643000,1.3147384056775
"Washington",2000,673446000,330475000,95877000,1099798000,,,47666000,47666000,27682000,27682000,30262000,2037000,32299000,98205000,369099000,152422000,141795000,761521000,40857000,40857000,449664000,28620000,125321000,21337000,624942000,1.28050152708568
"Washington",2001,723946000,284416000,95877000,1104239000,89668000,,59444000,149112000,205825000,205825000,30307000,2126000,32433000,132359000,380423000,145915000,107258000,765955000,21413000,21413000,523007000,28912000,146452000,30158000,728529000,1.25587261548163
"Washington",2002,693005000,329058000,110729000,1132792000,49627000,,45182000,94809000,342255000,342255000,31168000,2388000,33556000,136678000,342988000,152847000,117240000,749753000,84487000,84487000,521391000,29344000,200820000,52762000,804317000,1.21841541755889
"Washington",2003,699220000,277494000,120126000,1096840000,10474000,27000,59490000,69991000,373580000,373580000,970000,2400000,3370000,127822000,425062000,227266000,99113000,879263000,36478000,36478000,587235000,30266000,215209000,47127000,879837000,1.19002091425157
"Washington",2004,859982000,325846000,127381000,1313209000,,34000,56775000,56809000,486815000,486815000,190000,2640000,2830000,224834000,519015000,174451000,108789000,1027089000,13831000,13831000,441064000,29243000,169582000,38031000,677920000,1.11960646521434
"Washington",2005,893482000,298579000,132020000,1324081000,,35131000,40987000,76118000,394882000,394882000,172000,2643000,2815000,95023000,511134000,197936000,148193000,952286000,143380000,143380000,570095000,45850000,188850000,57495000,862290000,1.06983615363954
"Washington",2006,963977000,401101000,136934000,1502012000,,398000,49082000,49480000,597191000,597191000,172000,3532000,3704000,165761000,535079000,222193000,174679000,1097712000,147460000,147460000,563647000,44474000,,47692000,655813000,1.02773835634112
"Washington",2007,1078636000,408725000,146715000,1634076000,,3255000,88475000,91730000,712231000,712231000,458000,4106000,4564000,241906000,496755000,238896000,199231000,1176788000,83050000,83050000,685898000,65269000,,90023000,841190000,1
"West Virginia",1995,270277000,177814000,46029000,494120000,12951000,,19609000,32560000,,0,0,1207000,1207000,131071000,2770000,0,2148000,135989000,0,0,257600000,1961000,0,685000,260246000,1.45604094315482
"West Virginia",1996,261778000,183633000,36158000,481569000,25860000,0,16029000,41889000,0,0,0,1183000,1183000,138012000,2648000,0,2061000,142721000,5900000,5900000,317280000,20137000,0,0,337417000,1.41743772241993
"West Virginia",1997,268642000,187918000,48568000,505128000,67778000,0,18233000,86011000,0,0,0,1191000,1191000,114040000,36804000,1203000,4356000,156403000,0,0,338642000,15682000,0,8797000,363121000,1.36731891520769
"West Virginia",1998,294792000,203568000,52244000,550604000,20204000,0,15103000,35307000,0,0,,1227000,1227000,87718000,70960000,2406000,6665000,167749000,,0,300441000,4178000,,8797000,313416000,1.34560810810811
"West Virginia",1999,293620000,204484000,49870000,547974000,20533000,,26556000,47089000,220000000,220000000,,1134000,1134000,124711000,33797000,86000,9450000,168044000,,0,265014000,8151000,,14251000,287416000,1.3147384056775
"West Virginia",2000,291517000,230162000,51983000,573662000,67917000,,22004000,89921000,110000000,110000000,,1115000,1115000,127792000,36515000,92000,10150000,174549000,,0,329649000,4999000,,13243000,347891000,1.28050152708568
"West Virginia",2001,293266000,209564000,51983000,554813000,68030000,,24886000,92916000,109294000,109294000,,1706000,1706000,135684000,38770000,98000,10789000,185341000,,0,424107000,2456000,,4118000,430681000,1.25587261548163
"West Virginia",2002,300883000,233650000,54939000,589472000,63440000,3638000,12663000,79741000,123629000,123629000,,1161000,1161000,144639000,42647000,107000,11885000,199278000,,0,415020000,23232000,,4282000,442534000,1.21841541755889
"West Virginia",2003,285658000,257234000,46133000,589025000,14995000,,9186000,24181000,1416000,1416000,,1228000,1228000,153430000,46059000,112000,12609000,212210000,,0,407254000,15787000,,,423041000,1.19002091425157
"West Virginia",2004,302961000,254331000,54580000,611872000,19802000,,2658000,22460000,,0,,1247000,1247000,164405000,48362000,117000,13500000,226384000,,0,389211000,15306000,,,404517000,1.11960646521434
"West Virginia",2005,289092000,262749000,55727000,607568000,13618000,,26666000,40284000,31545000,31545000,,1222000,1222000,174736000,50054000,126000,14193000,239109000,,0,439964000,18286000,,,458250000,1.06983615363954
"West Virginia",2006,293156000,256168000,61683000,611007000,36410000,,24859000,61269000,,0,,1214000,1214000,185245000,52557000,134000,14948000,252884000,,0,401354000,11541000,,,412895000,1.02773835634112
"West Virginia",2007,1104492000,256615000,58016000,1419123000,12499000,,9388000,21887000,112842000,112842000,,1221000,1221000,193166000,54659000,139000,15563000,263527000,,0,394499000,22441000,,,416940000,1
"Wisconsin",1995,565858000,208242000,,774100000,566000,,49605000,50171000,105386000,105386000,556000,61000,617000,574938000,261314000,0,16229000,852481000,159008000,159008000,276696000,6326000,12569000,2586000,298177000,1.45604094315482
"Wisconsin",1996,620627000,236589000,0,857216000,618000,0,28719000,29337000,115816000,115816000,600000,54000,654000,664906000,267267000,0,16722000,948895000,162580000,162580000,345417000,6360000,10793000,4717000,367287000,1.41743772241993
"Wisconsin",1997,606276000,233648000,0,839924000,397000,0,18103000,18500000,154750000,154750000,578000,65000,643000,570328000,293898000,171365000,20160000,1055751000,168089000,168089000,308687000,6692000,10793000,2854000,329026000,1.36731891520769
"Wisconsin",1998,675095000,268613000,0,943708000,0,0,7967000,7967000,0,0,579000,47000,626000,569524000,298049000,177362000,20405000,1065340000,169576000,169576000,298866000,3944000,10793000,3005000,316608000,1.34560810810811
"Wisconsin",1999,694315000,270987000,,965302000,,,13808000,13808000,112822000,112822000,621000,57000,678000,690557000,331542000,194538000,19003000,1235640000,252156000,252156000,417862000,6135000,,903000,424900000,1.3147384056775
"Wisconsin",2000,698872000,301364000,,1000236000,1191000,,35787000,36978000,,0,624000,54000,678000,752589000,358209000,195600000,19189000,1325587000,257471000,257471000,500670000,6162000,,1640000,508472000,1.28050152708568
"Wisconsin",2001,696485000,277291000,,973776000,,,68602000,68602000,124481000,124481000,610000,43000,653000,408892000,341888000,15619000,56770000,823169000,506638000,506638000,526223000,8672000,,1528000,536423000,1.25587261548163
"Wisconsin",2002,726579000,303292000,,1029871000,,,4708000,4708000,162139000,162139000,635000,59000,694000,641567000,355563000,19558000,67425000,1084113000,385526000,385526000,592812000,9982000,,798000,603592000,1.21841541755889
"Wisconsin",2003,773714000,345015000,,1118729000,,,31913000,31913000,213182000,213182000,654000,64000,718000,620725000,478262000,20340000,59799000,1179126000,391258000,391258000,563295000,9775000,,716000,573786000,1.19002091425157
"Wisconsin",2004,763021000,274839000,,1037860000,,,28140000,28140000,266669000,266669000,680000,66000,746000,773214000,526088000,21764000,64607000,1385673000,406908000,406908000,558604000,7273000,,646000,566523000,1.11960646521434
"Wisconsin",2005,861706000,369407000,,1231113000,,,31648000,31648000,87929000,87929000,571000,90000,661000,1423099000,442272000,18289000,50414000,1934074000,168407000,168407000,533770000,8538000,,915000,543223000,1.06983615363954
"Wisconsin",2006,824423000,395245000,,1219668000,,,39912000,39912000,166282000,166282000,594000,89000,683000,1534400000,477654000,19020000,50040000,2081114000,165366000,165366000,584120000,14866000,,923000,599909000,1.02773835634112
"Wisconsin",2007,890481000,496551000,,1387032000,255818000,,77952000,333770000,463821000,463821000,291000,90000,381000,800216000,465987000,19155000,28624000,1313982000,633759000,633759000,593726000,95932000,,,689658000,1
"Wyoming",1995,47395000,33074000,,80469000,,14969000,9719000,24688000,,0,0,0,0,54520000,0,0,0,54520000,364000,364000,119487000,57779000,0,2195000,179461000,1.45604094315482
"Wyoming",1996,52480000,35722000,0,88202000,0,8902000,7548000,16450000,0,0,0,0,0,53674000,0,0,0,53674000,909000,909000,113198000,66380000,0,3225000,182803000,1.41743772241993
"Wyoming",1997,51008000,38386000,0,89394000,0,11079000,5247000,16326000,0,0,0,0,0,57683000,0,0,0,57683000,0,0,117202000,69627000,0,2318000,189147000,1.36731891520769
"Wyoming",1998,56825000,34353000,0,91178000,0,17528000,6013000,23541000,0,0,,,0,59054000,,,,59054000,,0,126075000,82143000,,1364000,209582000,1.34560810810811
