"state_name","year","sf1_fuel_revenue_for_highways","sf1_vehicle_revenue_for_highways","sf1_toll_revenue_for_highways","state_user","sf1_general_funds_for_highways","sf1_other_imposts_for_highways","sf1_miscellaneous_for_highways","state_non_user","sf1_bonds_original_for_highways","state_bonds","lgf1_fuel_vehicle_revenue_for_highways","lgf1_toll_revenue_for_highways","local_user","lgf1_general_funds_for_highways","lgf1_property_tax_funds_for_highways","lgf1_other_imposts_for_highways","lgf1_miscellanious_for_highways","local_non_user","lgf1_bonds_original_for_highways","local_bonds","sf1_fhwa_funds_for_highways","sf1_other_federal_funds_for_highways","lgf1_fhwa_funds_for_highways","lgf1_other_federal_funds_for_highways","federal","cci_multiplier_for_conversion_to_2007_dollars"
"Maryland",1995,308692000,367879000,128167000,804738000,20351000,76920000,48184000,145455000,73964000,73964000,2819000,0,2819000,307691000,23946000,7713000,16798000,356148000,25976000,25976000,336560000,3170000,23725000,1303000,364758000,1.45604094315482
"Maryland",1996,381264000,447049000,128939000,957252000,0,23254000,37615000,60869000,0,0,2962000,0,2962000,276653000,23042000,7344000,14218000,321257000,20221000,20221000,364310000,2752000,24834000,1451000,393347000,1.41743772241993
"Maryland",1997,447142000,262861000,133820000,843823000,0,82064000,33048000,115112000,50146000,50146000,3105000,0,3105000,109909000,22138000,9618000,11638000,153303000,14467000,14467000,437345000,2597000,38057000,1599000,479598000,1.36731891520769
"Maryland",1998,437334000,374966000,138114000,950414000,0,82945000,23774000,106719000,500000,500000,3251000,,3251000,112449000,23016000,9898000,14671000,160034000,13396000,13396000,340169000,2510000,12708000,1564000,356951000,1.34560810810811
"Maryland",1999,505203000,503860000,142179000,1151242000,5467000,95419000,25011000,125897000,,0,,,0,52400000,19202000,14305000,18828000,104735000,111272000,111272000,326363000,2316000,16905000,2183000,347767000,1.3147384056775
"Maryland",2000,534742000,450839000,140979000,1126560000,,79803000,45485000,125288000,75494000,75494000,,,0,60936000,19031000,15455000,20185000,115607000,120222000,120222000,336543000,3475000,,370000,340388000,1.28050152708568
"Maryland",2001,573071000,374090000,140979000,1088140000,,137525000,45975000,183500000,,0,,,0,60108000,18908000,15842000,20812000,115670000,138794000,138794000,466186000,3195000,,,469381000,1.25587261548163
"Maryland",2002,446521000,415661000,133435000,995617000,70096000,107215000,61911000,239222000,164185000,164185000,,,0,79080000,23676000,19837000,21407000,144000000,142958000,142958000,537798000,5164000,22671000,,565633000,1.21841541755889
"Maryland",2003,390541000,343161000,87508000,821210000,,113552000,33010000,146562000,229342000,229342000,,,0,181018000,20736000,12317000,36508000,250579000,56112000,56112000,496292000,9264000,,6806000,512362000,1.19002091425157
"Maryland",2004,423862000,393954000,106364000,924180000,,130663000,38142000,168805000,265710000,265710000,,,0,204557000,22602000,12932000,39763000,279854000,84345000,84345000,504876000,8002000,,2724000,515602000,1.11960646521434
"Maryland",2005,477326000,561311000,154321000,1192958000,,72121000,49476000,121597000,,0,,,0,240378000,24092000,17698000,33462000,315630000,105720000,105720000,627858000,8978000,38791000,3621000,679248000,1.06983615363954
"Maryland",2006,406067000,605235000,226797000,1238099000,62078000,76802000,164536000,303416000,103814000,103814000,,,0,254848000,26260000,18229000,32380000,331717000,129259000,129259000,699662000,7944000,68234000,,775840000,1.02773835634112
"Maryland",2007,483126000,663350000,303164000,1449640000,77002000,213246000,18098000,308346000,102508000,102508000,,,0,208976000,1104000,15928000,54915000,280923000,85681000,85681000,609303000,129052000,,2454000,740809000,1
"Massachusetts",1995,487909000,268792000,163747000,920448000,183903000,,62810000,246713000,367217000,367217000,0,20466000,20466000,0,394324000,0,20082000,414406000,14967000,14967000,940685000,3104000,0,0,943789000,1.45604094315482
"Massachusetts",1996,338175000,162424000,163842000,664441000,0,0,58556000,58556000,857363000,857363000,0,22008000,22008000,0,395357000,0,21747000,417104000,88853000,88853000,880516000,3635000,2810000,15621000,902582000,1.41743772241993
"Massachusetts",1997,416453000,242283000,167933000,826669000,291842000,0,80315000,372157000,1586400000,1586400000,0,21882000,21882000,0,440104000,0,27348000,467452000,23904000,23904000,994289000,10612000,0,5444000,1010345000,1.36731891520769
"Massachusetts",1998,450435000,193593000,188652000,832680000,865000,0,132212000,133077000,616820000,616820000,,27797000,27797000,,517068000,,28070000,545138000,24581000,24581000,838272000,1916000,193000,,840381000,1.34560810810811
"Massachusetts",1999,621999000,261291000,182600000,1065890000,975502000,,111152000,1086654000,1298040000,1298040000,,24498000,24498000,,521430000,2874000,29518000,553822000,39868000,39868000,582618000,2564000,4847000,4392000,594421000,1.3147384056775
"Massachusetts",2000,643104000,260524000,196480000,1100108000,679919000,,271026000,950945000,927242000,927242000,,32787000,32787000,,567786000,3105000,28847000,599738000,28340000,28340000,486990000,2749000,,3987000,493726000,1.28050152708568
"Massachusetts",2001,583806000,245251000,196480000,1025537000,2500000,,323014000,325514000,1311423000,1311423000,,54781000,54781000,,669802000,10177000,24808000,704787000,12341000,12341000,460768000,3199000,,2376000,466343000,1.25587261548163
"Massachusetts",2002,652214000,248647000,222744000,1123605000,1689887000,,269375000,1959262000,244562000,244562000,,59802000,59802000,,807718000,12744000,14531000,834993000,11983000,11983000,499638000,3405000,,1959000,505002000,1.21841541755889
"Massachusetts",2003,662316000,310422000,226739000,1199477000,636957000,,192635000,829592000,916474000,916474000,,55308000,55308000,,613644000,3153000,12442000,629239000,59807000,59807000,508637000,9084000,,7467000,525188000,1.19002091425157
"Massachusetts",2004,573328000,302827000,276103000,1152258000,1195966000,,110506000,1306472000,173069000,173069000,,57541000,57541000,,635126000,3269000,14885000,653280000,96288000,96288000,601832000,5438000,,7467000,614737000,1.11960646521434
"Massachusetts",2005,671498000,307118000,272853000,1251469000,548966000,,115118000,664084000,357198000,357198000,,59272000,59272000,,731499000,3765000,22419000,757683000,63125000,63125000,454780000,15111000,8596000,13492000,491979000,1.06983615363954
"Massachusetts",2006,173713000,59590000,266464000,499767000,,712586000,109961000,822547000,431270000,431270000,,64737000,64737000,,798196000,3916000,22628000,824740000,58181000,58181000,416052000,10655000,10150000,326000,437183000,1.02773835634112
"Massachusetts",2007,46522000,128727000,448992000,624241000,301875000,873391000,70268000,1245534000,731630000,731630000,,70786000,70786000,,726073000,4174000,27249000,757496000,86523000,86523000,357235000,17306000,,3821000,378362000,1
"Michigan",1995,634537000,451754000,19304000,1105595000,122301000,,102019000,224320000,,0,0,868000,868000,215518000,24417000,37000,152616000,392588000,23070000,23070000,456889000,5603000,86799000,0,549291000,1.45604094315482
"Michigan",1996,668521000,514681000,21755000,1204957000,156928000,0,67568000,224496000,0,0,0,860000,860000,258014000,24906000,37000,160247000,443204000,22901000,22901000,427911000,7396000,100589000,0,535896000,1.41743772241993
"Michigan",1997,739099000,550815000,23488000,1313402000,211073000,0,53154000,264227000,54021000,54021000,0,961000,961000,285947000,28669000,4247000,138765000,457628000,74761000,74761000,500589000,4290000,100589000,0,605468000,1.36731891520769
"Michigan",1998,920413000,656874000,25611000,1602898000,148956000,0,41958000,190914000,18551000,18551000,,1023000,1023000,298613000,28911000,3060000,140099000,470683000,53867000,53867000,525933000,8459000,,1498000,535890000,1.34560810810811
"Michigan",1999,940632000,681186000,26837000,1648655000,160636000,,68563000,229199000,,0,,1067000,1067000,304461000,16339000,46000,265163000,586009000,70736000,70736000,623304000,8776000,,,632080000,1.3147384056775
"Michigan",2000,917521000,694133000,31557000,1643211000,266873000,53962000,73288000,394123000,,0,,1089000,1089000,328950000,16120000,50000,286492000,631612000,75292000,75292000,734974000,10353000,,,745327000,1.28050152708568
"Michigan",2001,1047305000,810144000,31557000,1889006000,25708000,,80114000,105822000,312101000,312101000,,1069000,1069000,407163000,15603000,49000,270587000,693402000,18850000,18850000,721933000,7672000,,1441000,731046000,1.25587261548163
"Michigan",2002,1056441000,820053000,31363000,1907857000,109926000,,94605000,204531000,104500000,104500000,,1205000,1205000,464894000,16383000,50000,281410000,762737000,18090000,18090000,652374000,8667000,,1182000,662223000,1.21841541755889
"Michigan",2003,944893000,801482000,30487000,1776862000,165999000,,67227000,233226000,,0,,1253000,1253000,409442000,37044000,43000,110777000,557306000,146890000,146890000,592450000,13270000,,,605720000,1.19002091425157
"Michigan",2004,952192000,841630000,31847000,1825669000,112894000,43835000,90844000,247573000,210980000,210980000,,1233000,1233000,425866000,38643000,44000,117424000,581977000,152766000,152766000,616731000,19212000,,1121000,637064000,1.11960646521434
"Michigan",2005,916116000,785105000,31394000,1732615000,335529000,37338000,138323000,511190000,34790000,34790000,,1282000,1282000,1416357000,37774000,36000,141850000,1596017000,35888000,35888000,805330000,18572000,,,823902000,1.06983615363954
"Michigan",2006,968834000,841485000,32636000,1842955000,135095000,,133488000,268583000,316541000,316541000,,1333000,1333000,1473351000,39507000,36000,148270000,1661164000,39733000,39733000,809144000,12233000,,2000,821379000,1.02773835634112
"Michigan",2007,946384000,839805000,33618000,1819807000,171777000,51963000,136727000,360467000,503777000,503777000,,1221000,1221000,1313115000,41289000,5000,357147000,1711556000,57479000,57479000,916186000,17622000,,2000,933810000,1
"Minnesota",1995,476774000,458142000,,934916000,4284000,,55971000,60255000,5730000,5730000,0,0,0,415092000,391574000,0,52785000,859451000,164428000,164428000,257969000,4164000,0,3909000,266042000,1.45604094315482
"Minnesota",1996,497217000,477503000,0,974720000,0,0,68393000,68393000,21617000,21617000,0,0,0,430700000,399416000,0,55424000,885540000,177926000,177926000,233547000,5271000,0,4045000,242863000,1.41743772241993
"Minnesota",1997,519456000,526619000,0,1046075000,0,0,66647000,66647000,603000,603000,0,0,0,438627000,387324000,0,66492000,892443000,199777000,199777000,304899000,4749000,0,24755000,334403000,1.36731891520769
"Minnesota",1998,527137000,505118000,0,1032255000,0,0,58567000,58567000,27810000,27810000,,,0,510529000,405276000,,69407000,985212000,159184000,159184000,291494000,4821000,,4122000,300437000,1.34560810810811
"Minnesota",1999,588711000,571299000,,1160010000,1088000,,9815000,10903000,,0,,,0,540327000,414903000,,55148000,1010378000,173341000,173341000,298029000,6388000,,12959000,317376000,1.3147384056775
"Minnesota",2000,591718000,627511000,,1219229000,2954000,,79132000,82086000,35707000,35707000,,,0,625994000,423353000,,86790000,1136137000,188270000,188270000,368912000,5716000,,4183000,378811000,1.28050152708568
"Minnesota",2001,594863000,503598000,,1098461000,173755000,,68900000,242655000,37682000,37682000,,,0,739156000,504497000,,87962000,1331615000,199897000,199897000,412410000,5550000,,825000,418785000,1.25587261548163
"Minnesota",2002,586265000,514383000,,1100648000,90196000,183504000,65091000,338791000,85820000,85820000,,,0,609199000,502479000,,64750000,1176428000,133815000,133815000,398564000,6681000,,44809000,450054000,1.21841541755889
"Minnesota",2003,612674000,504394000,,1117068000,16128000,184957000,74976000,276061000,28477000,28477000,,,0,622755000,522578000,,64015000,1209348000,132065000,132065000,330300000,7188000,,913000,338401000,1.19002091425157
"Minnesota",2004,642698000,519971000,,1162669000,,177417000,66860000,244277000,179236000,179236000,,,0,1195122000,323497000,2705000,11613000,1532937000,97734000,97734000,456666000,7222000,,2692000,466580000,1.11960646521434
"Minnesota",2005,652031000,527235000,,1179266000,16797000,190886000,55707000,263390000,123169000,123169000,,,0,767082000,347467000,3584000,27989000,1146122000,392806000,392806000,442145000,17750000,,5112000,465007000,1.06983615363954
"Minnesota",2006,656351000,542863000,,1199214000,,162530000,57200000,219730000,161912000,161912000,,,0,1416906000,292892000,4516000,45455000,1759769000,220170000,220170000,471306000,15800000,353000,22119000,509578000,1.02773835634112
"Minnesota",2007,672491000,531460000,,1203951000,230903000,256626000,94059000,581588000,178971000,178971000,,,0,1434418000,369289000,5859000,30887000,1840453000,65825000,65825000,599304000,128796000,,21498000,749598000,1
"Mississippi",1995,313736000,110387000,,424123000,30398000,14681000,37995000,83074000,,0,4271000,0,4271000,91681000,78191000,17736000,5914000,193522000,62490000,62490000,195570000,5454000,0,9243000,210267000,1.45604094315482
"Mississippi",1996,322888000,107472000,0,430360000,0,28843000,37140000,65983000,0,0,4606000,0,4606000,91905000,79086000,18030000,5918000,194939000,54182000,54182000,221711000,4899000,0,7308000,233918000,1.41743772241993
"Mississippi",1997,327623000,118208000,0,445831000,19540000,31687000,48119000,99346000,0,0,5303000,0,5303000,167091000,80757000,23154000,17030000,288032000,14542000,14542000,212878000,4146000,0,6591000,223615000,1.36731891520769
"Mississippi",1998,353296000,118626000,0,471922000,32899000,74502000,10730000,118131000,2500000,2500000,5398000,,5398000,172564000,81365000,23802000,18168000,295899000,14451000,14451000,199400000,4194000,,6470000,210064000,1.34560810810811
"Mississippi",1999,357045000,129608000,,486653000,,79331000,11698000,91029000,330730000,330730000,5555000,,5555000,103148000,87482000,43219000,11133000,244982000,49033000,49033000,231169000,6741000,,6706000,244616000,1.3147384056775
"Mississippi",2000,378638000,137465000,,516103000,27881000,72236000,13711000,113828000,,0,6002000,,6002000,104315000,87898000,46695000,12029000,250937000,52977000,52977000,278090000,4062000,,4586000,286738000,1.28050152708568
"Mississippi",2001,357284000,135383000,,492667000,21181000,77018000,14747000,112946000,,0,6118000,,6118000,55248000,88258000,52476000,11133000,207115000,85022000,85022000,269060000,5876000,,8273000,283209000,1.25587261548163
"Mississippi",2002,369125000,114752000,,483877000,,58160000,13249000,71409000,214519000,214519000,6424000,,6424000,119687000,97084000,65710000,11467000,293948000,50699000,50699000,370950000,5655000,,6579000,383184000,1.21841541755889
"Mississippi",2003,366323000,129326000,,495649000,,44815000,12701000,57516000,,0,5982000,,5982000,41046000,98007000,61449000,12372000,212874000,37769000,37769000,411567000,6470000,,12233000,430270000,1.19002091425157
"Mississippi",2004,388556000,123879000,,512435000,,43967000,10233000,54200000,,0,6221000,,6221000,40722000,103887000,63907000,12428000,220944000,40408000,40408000,373073000,9004000,,8401000,390478000,1.11960646521434
"Mississippi",2005,378426000,135389000,,513815000,,31995000,7010000,39005000,179000000,179000000,7417000,,7417000,68454000,109436000,64163000,9349000,251402000,70740000,70740000,402057000,7316000,,10347000,419720000,1.06983615363954
"Mississippi",2006,406040000,131912000,,537952000,,7586000,2035000,9621000,20000000,20000000,7469000,,7469000,138065000,119285000,68655000,9723000,335728000,72270000,72270000,706120000,4837000,,2363000,713320000,1.02773835634112
"Mississippi",2007,404258000,145933000,,550191000,,49212000,8695000,57907000,83000000,83000000,6186000,,6186000,100674000,122476000,62915000,8951000,295016000,45789000,45789000,936134000,13311000,,6935000,956380000,1
"Missouri",1995,528494000,204447000,,732941000,,157816000,15441000,173257000,,0,14597000,843000,15440000,60388000,103712000,69623000,197845000,431568000,22104000,22104000,384942000,8505000,0,3839000,397286000,1.45604094315482
"Missouri",1996,586947000,203888000,0,790835000,0,166023000,43352000,209375000,0,0,15169000,823000,15992000,55224000,105789000,70317000,205067000,436397000,21225000,21225000,396425000,8841000,0,4246000,409512000,1.41743772241993
"Missouri",1997,623978000,202094000,0,826072000,0,177181000,12670000,189851000,0,0,19399000,406000,19805000,148782000,174333000,149456000,115858000,588429000,38049000,38049000,443159000,5009000,0,869000,449037000,1.36731891520769
"Missouri",1998,616160000,206511000,0,822671000,0,189651000,32383000,222034000,0,0,19048000,437000,19485000,154684000,180698000,158649000,114469000,608500000,39603000,39603000,380967000,5978000,,230000,387175000,1.34560810810811
"Missouri",1999,618544000,214993000,,833537000,9908000,209241000,12349000,231498000,,0,20696000,735000,21431000,184098000,111364000,322673000,48947000,667082000,22263000,22263000,474930000,4921000,,565000,480416000,1.3147384056775
"Missouri",2000,625837000,214080000,,839917000,15972000,205372000,20418000,241762000,255250000,255250000,21016000,827000,21843000,192981000,112252000,347801000,41982000,695016000,22406000,22406000,669237000,6436000,,1580000,677253000,1.28050152708568
"Missouri",2001,630965000,221929000,,852894000,21682000,221027000,26510000,269219000,207814000,207814000,,887000,887000,162424000,105756000,237244000,57894000,563318000,8040000,8040000,645607000,6011000,,3446000,655064000,1.25587261548163
"Missouri",2002,653307000,224180000,,877487000,10581000,229657000,22909000,263147000,415546000,415546000,,808000,808000,171555000,132426000,258596000,56038000,618615000,7773000,7773000,802943000,9016000,,549000,812508000,1.21841541755889
"Missouri",2003,665441000,233752000,,899193000,19705000,217095000,26562000,263362000,,0,,825000,825000,150929000,94260000,251470000,58041000,554700000,59064000,59064000,732290000,8067000,,3163000,743520000,1.19002091425157
"Missouri",2004,692265000,242103000,,934368000,,229644000,15973000,245617000,263542000,263542000,,829000,829000,156966000,93620000,266558000,60726000,577870000,65519000,65519000,680690000,11884000,,2305000,694879000,1.11960646521434
"Missouri",2005,707665000,251060000,,958725000,7255000,218227000,15772000,241254000,,0,,,0,215838000,190130000,376260000,108696000,890924000,17760000,17760000,776723000,8812000,,3490000,789025000,1.06983615363954
"Missouri",2006,705246000,308979000,,1014225000,,209337000,33641000,242978000,371996000,371996000,,,0,229370000,247035000,384185000,87252000,947842000,19623000,19623000,758399000,27612000,,4107000,790118000,1.02773835634112
"Missouri",2007,704183000,302893000,,1007076000,7019000,304435000,1316698000,1628152000,1268050000,1268050000,,,0,148209000,153331000,368455000,77342000,747337000,26384000,26384000,807350000,65506000,,6055000,878911000,1
"Montana",1995,146816000,36256000,,183072000,,5101000,9893000,14994000,,0,11430000,0,11430000,12719000,23572000,241000,1534000,38066000,2913000,2913000,137602000,9272000,0,8019000,154893000,1.45604094315482
"Montana",1996,164944000,38325000,0,203269000,0,0,2167000,2167000,0,0,12469000,0,12469000,13166000,25053000,243000,1216000,39678000,2935000,2935000,170086000,7777000,0,5052000,182915000,1.41743772241993
"Montana",1997,165170000,41231000,0,206401000,0,0,1809000,1809000,0,0,8609000,0,8609000,3722000,20710000,7400000,8149000,39981000,6239000,6239000,158266000,8075000,0,11047000,177388000,1.36731891520769
"Montana",1998,164159000,39520000,0,203679000,0,0,2862000,2862000,0,0,10427000,,10427000,2682000,20549000,7626000,8262000,39119000,6545000,6545000,169416000,8060000,,12245000,189721000,1.34560810810811
"Montana",1999,157192000,48845000,,206037000,,,3003000,3003000,,0,11329000,,11329000,27209000,34896000,,2815000,64920000,5243000,5243000,217217000,5632000,,7356000,230205000,1.3147384056775
"Montana",2000,194826000,38558000,,233384000,,,2256000,2256000,,0,12240000,,12240000,35031000,37703000,,2268000,75002000,5410000,5410000,240513000,5319000,,2762000,248594000,1.28050152708568
"Montana",2001,171977000,39623000,,211600000,,,2456000,2456000,,0,14209000,,14209000,14762000,27097000,4201000,5104000,51164000,26924000,26924000,250358000,10755000,,10302000,271415000,1.25587261548163
"Montana",2002,175575000,70846000,,246421000,,,3344000,3344000,,0,14911000,,14911000,19073000,28441000,4155000,5337000,57006000,29302000,29302000,281510000,11069000,,8310000,300889000,1.21841541755889
"Montana",2003,177721000,69987000,,247708000,,,2807000,2807000,,0,10904000,,10904000,42270000,55334000,,2962000,100566000,17658000,17658000,307434000,13852000,,9967000,331253000,1.19002091425157
"Montana",2004,166459000,48058000,,214517000,,,2402000,2402000,,0,11340000,,11340000,82520000,56441000,,3022000,141983000,17835000,17835000,309946000,19525000,,8274000,337745000,1.11960646521434
"Montana",2005,121376000,79888000,,201264000,,6590000,2318000,8908000,130750000,130750000,28615000,,28615000,7903000,61935000,5438000,5239000,80515000,4260000,4260000,300396000,17792000,,12089000,330277000,1.06983615363954
"Montana",2006,192959000,69620000,,262579000,,4041000,8195000,12236000,,0,30331000,,30331000,7727000,66890000,5656000,4246000,84519000,4345000,4345000,276640000,9174000,,,285814000,1.02773835634112
"Montana",2007,191791000,111969000,,303760000,3441000,6826000,5514000,15781000,,0,27657000,,27657000,36631000,119057000,10899000,24083000,190670000,16286000,16286000,293035000,11159000,,8105000,312299000,1
"Nebraska",1995,233829000,49099000,,282928000,22356000,93200000,4415000,119971000,,0,8660000,1000000,9660000,15004000,139725000,11216000,9843000,175788000,30260000,30260000,148322000,2965000,36890000,2809000,190986000,1.45604094315482
"Nebraska",1996,248415000,54289000,0,302704000,39192000,101294000,8691000,149177000,0,0,8968000,1014000,9982000,18080000,150201000,13700000,10201000,192182000,29648000,29648000,164147000,2971000,47538000,3512000,218168000,1.41743772241993
"Nebraska",1997,265162000,54212000,0,319374000,14073000,106129000,7805000,128007000,0,0,12113000,1092000,13205000,61316000,143552000,8999000,14364000,228231000,41566000,41566000,141533000,3620000,47926000,2802000,195881000,1.36731891520769
"Nebraska",1998,251890000,66250000,0,318140000,11979000,113607000,8502000,134088000,0,0,17975000,1272000,19247000,184069000,110747000,9898000,15692000,320406000,18387000,18387000,163452000,2019000,60252000,8803000,234526000,1.34560810810811
"Nebraska",1999,257600000,63450000,,321050000,15695000,110406000,7567000,133668000,,0,17836000,1451000,19287000,41699000,107525000,11417000,8558000,169199000,59604000,59604000,165130000,1507000,51063000,9848000,227548000,1.3147384056775
"Nebraska",2000,262100000,62586000,,324686000,17202000,127771000,6578000,151551000,,0,15274000,1470000,16744000,85910000,131333000,12328000,18511000,248082000,40096000,40096000,212638000,1685000,,10655000,224978000,1.28050152708568
"Nebraska",2001,283039000,65908000,,348947000,,131416000,3850000,135266000,,0,18126000,1531000,19657000,161119000,142116000,8479000,17410000,329124000,,0,172915000,2043000,56038000,11146000,242142000,1.25587261548163
"Nebraska",2002,285808000,74821000,,360629000,33832000,150347000,20216000,204395000,,0,18851000,1611000,20462000,179457000,154907000,8733000,17946000,361043000,,0,167406000,2389000,,8000,169803000,1.21841541755889
"Nebraska",2003,288916000,68240000,,357156000,33614000,135315000,27981000,196910000,,0,18318000,1644000,19962000,157854000,165058000,9136000,19701000,351749000,10469000,10469000,210107000,1282000,,8000,211397000,1.19002091425157
"Nebraska",2004,295520000,62540000,,358060000,38096000,145969000,1108000,185173000,,0,19050000,1668000,20718000,206032000,176612000,9684000,21627000,413955000,10678000,10678000,230814000,9043000,,8000,239865000,1.11960646521434
"Nebraska",2005,301469000,84366000,,385835000,28579000,145196000,10525000,184300000,,0,18856000,1743000,20599000,242782000,205752000,9746000,23280000,481560000,6489000,6489000,282188000,3316000,,11000,285515000,1.06983615363954
"Nebraska",2006,308329000,69074000,,377403000,47775000,136633000,19622000,204030000,,0,19610000,1988000,21598000,207554000,210490000,10330000,24465000,452839000,6943000,6943000,255023000,3736000,,,258759000,1.02773835634112
"Nebraska",2007,330467000,78118000,,408585000,50796000,136007000,19114000,205917000,,0,18068000,1891000,19959000,711099000,44528000,8571000,22723000,786921000,,0,233566000,13756000,,1559000,248881000,1
"Nevada",1995,215552000,71313000,,286865000,1372000,,14756000,16128000,,0,86554000,0,86554000,0,2568000,0,172000,2740000,29954000,29954000,129439000,2157000,0,136000,131732000,1.45604094315482
"Nevada",1996,231691000,67681000,0,299372000,8275000,0,15032000,23307000,0,0,94531000,0,94531000,0,2619000,0,181000,2800000,25971000,25971000,123738000,1396000,0,299000,125433000,1.41743772241993
"Nevada",1997,253757000,72560000,0,326317000,11073000,0,15663000,26736000,0,0,89272000,0,89272000,0,2297000,0,182000,2479000,37315000,37315000,128901000,1253000,0,194000,130348000,1.36731891520769
"Nevada",1998,279122000,90460000,0,369582000,1333000,0,18272000,19605000,0,0,100415000,,100415000,,2442000,,158000,2600000,26887000,26887000,119421000,1423000,,165000,121009000,1.34560810810811
"Nevada",1999,259828000,77705000,,337533000,,,20686000,20686000,,0,100088000,,100088000,,2576000,,167000,2743000,28358000,28358000,176295000,1388000,,137000,177820000,1.3147384056775
"Nevada",2000,284039000,73920000,,357959000,,,15053000,15053000,,0,104664000,,104664000,,2783000,,180000,2963000,28358000,28358000,160599000,1728000,,90000,162417000,1.28050152708568
"Nevada",2001,370354000,82996000,,453350000,13871000,,17635000,31506000,101428000,101428000,109670000,,109670000,13144000,2955000,,192000,16291000,30109000,30109000,144932000,1522000,,194000,146648000,1.25587261548163
"Nevada",2002,383215000,83680000,,466895000,3142000,,21185000,24327000,,0,114365000,,114365000,13670000,,,199000,13869000,31314000,31314000,166184000,2766000,,196000,169146000,1.21841541755889
"Nevada",2003,402589000,182288000,210000,585087000,4213000,,6977000,11190000,199483000,199483000,118925000,,118925000,14217000,,,207000,14424000,31314000,31314000,203431000,963000,,205000,204599000,1.19002091425157
"Nevada",2004,435630000,199968000,253000,635851000,11985000,,9037000,21022000,,0,90779000,,90779000,,,105155000,315000,105470000,200000000,200000000,215571000,3021000,,227000,218819000,1.11960646521434
"Nevada",2005,353138000,113486000,520000,467144000,37294000,,24431000,61725000,190054000,190054000,95112000,,95112000,,,162597000,1515000,164112000,270000000,270000000,201768000,5682000,,4281000,211731000,1.06983615363954
"Nevada",2006,465486000,132842000,619000,598947000,94141000,,67859000,162000000,199999000,199999000,98916000,,98916000,,,174399000,1621000,176020000,235000000,235000000,222278000,1614000,,405000,224297000,1.02773835634112
"Nevada",2007,502929000,235798000,1348000,740075000,21000,,103217000,103238000,199999000,199999000,98888000,,98888000,327411000,,187693000,14253000,529357000,203000000,203000000,309462000,7167000,,,316629000,1
"New Hampshire",1995,106928000,62643000,48110000,217681000,,,26097000,26097000,1094000,1094000,73365000,0,73365000,7082000,66492000,0,0,73574000,1662000,1662000,73867000,841000,0,227000,74935000,1.45604094315482
"New Hampshire",1996,97775000,60080000,49903000,207758000,0,0,19906000,19906000,710000,710000,79116000,0,79116000,7769000,67824000,0,0,75593000,1441000,1441000,84628000,689000,0,177000,85494000,1.41743772241993
"New Hampshire",1997,106473000,62851000,52377000,221701000,0,0,19299000,19299000,2622000,2622000,127210000,0,127210000,0,42918000,0,0,42918000,0,0,97088000,1207000,0,220000,98515000,1.36731891520769
"New Hampshire",1998,113796000,66142000,54388000,234326000,0,0,9962000,9962000,0,0,130481000,,130481000,,42085000,,,42085000,,0,93074000,989000,,274000,94337000,1.34560810810811
"New Hampshire",1999,119118000,64546000,56957000,240621000,,,11683000,11683000,101056000,101056000,160154000,,160154000,,37266000,,,37266000,,0,122734000,1216000,,277000,124227000,1.3147384056775
"New Hampshire",2000,106452000,63666000,60213000,230331000,8434000,,19895000,28329000,,0,166011000,,166011000,,38641000,,,38641000,,0,126726000,2419000,,,129145000,1.28050152708568
"New Hampshire",2001,123414000,73749000,60213000,257376000,,,13877000,13877000,6082000,6082000,176264000,,176264000,,41243000,,,41243000,,0,124725000,1205000,,220000,126150000,1.25587261548163
"New Hampshire",2002,126299000,81943000,63653000,271895000,,,6573000,6573000,8272000,8272000,186839000,,186839000,,43305000,,,43305000,,0,150753000,1292000,,110000,152155000,1.21841541755889
"New Hampshire",2003,142966000,90632000,65059000,298657000,10253000,,9802000,20055000,3960000,3960000,189560000,,189560000,,46337000,,,46337000,,0,143228000,825000,,120000,144173000,1.19002091425157
"New Hampshire",2004,146426000,92147000,64987000,303560000,,,8850000,8850000,5281000,5281000,202373000,,202373000,,48559000,,,48559000,,0,127389000,1614000,,237000,129240000,1.11960646521434
"New Hampshire",2005,146426000,92147000,64987000,303560000,,,8850000,8850000,5281000,5281000,183770000,,183770000,,50620000,,,50620000,,0,127389000,1614000,,237000,129240000,1.06983615363954
"New Hampshire",2006,149109000,86015000,84087000,319211000,11618000,,14132000,25750000,10064000,10064000,192749000,,192749000,,52645000,,,52645000,,0,179057000,2007000,,,181064000,1.02773835634112
"New Hampshire",2007,151965000,127053000,85397000,364415000,,,141417000,141417000,17357000,17357000,188732000,,188732000,13525000,44719000,,,58244000,,0,155572000,9180000,,,164752000,1
"New Jersey",1995,285663000,272921000,545944000,1104528000,,,160679000,160679000,,0,0,20047000,20047000,681708000,0,0,2635000,684343000,5913000,5913000,505413000,4454000,0,0,509867000,1.45604094315482
"New Jersey",1996,226012000,186687000,559791000,972490000,128807000,0,268516000,397323000,831764000,831764000,0,17915000,17915000,526391000,0,0,3364000,529755000,5770000,5770000,553682000,5960000,0,0,559642000,1.41743772241993
"New Jersey",1997,337061000,226067000,579346000,1142474000,0,0,137468000,137468000,558823000,558823000,0,17026000,17026000,969772000,0,0,2924000,972696000,6000000,6000000,518913000,5093000,0,0,524006000,1.36731891520769
