Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,TOS,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",CR,PT,0,,,,,"16,229,262","17,044,374",,,,,,,,,,,"23,421,385"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",DR,PT,"2,514,133","2,984,538","2,586,613","3,975,387","5,413,144","6,397,353","7,857,229","8,266,917","8,324,157","7,804,249","8,324,137","8,830,955","9,515,253","10,385,357","11,064,782","12,802,174","13,249,010","14,129,926"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",FB,PT,"134,342","90,414","92,219","99,991","99,604","199,640","115,892","176,219","179,411","177,713","189,242","174,707","492,738","541,744","338,672","319,946","315,515","320,121"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",HR,DO,"22,621,500","23,419,800","23,573,100","19,835,400","20,812,492","22,637,696","22,933,914","20,001,160","20,367,647","20,663,407","20,821,544","20,801,630","21,204,194","21,110,092","20,813,295","21,101,990","21,063,667","21,919,009"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",LR,DO,"1,418,850","1,523,350","1,449,070","5,529,240","5,522,987","5,471,163","5,434,464","5,556,379","5,896,140","6,324,839","5,735,762","5,689,117","5,730,716","5,677,745","4,544,104","5,575,777","5,736,803","5,736,168"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",MB,DO,"22,159,932","21,976,433","22,137,030","21,956,441","23,251,514","22,437,129","22,470,217","22,668,335","22,621,486","22,995,065","22,964,255","24,096,819","23,030,980","22,085,973","27,216,493","24,404,999","24,646,471","24,194,260"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",MB,PT,"2,561,363","2,654,948","2,635,022","2,491,982","3,120,613","2,742,338","4,648,906","3,165,144","4,865,792","4,211,926","3,148,735","2,267,790","2,353,882","2,212,379","2,008,022","2,007,208","1,809,308","1,766,856"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",TB,DO,"740,869","746,993","746,864","743,538","745,100","746,022","747,875","751,709","722,484","710,452","686,636","676,580","667,440","666,352","701,124","697,672","698,376","701,006"
2008,1004, Brockton Area Transit Authority,Brockton,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",DR,PT,"854,879","599,948","670,880","730,750","734,858","795,086","776,664","714,804","497,720","573,210","546,860","598,357","511,072","543,266","510,542","560,299","775,223","834,709"
2008,1004, Brockton Area Transit Authority,Brockton,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",MB,PT,"1,410,835","1,167,436","1,441,396","1,349,135","1,422,219","1,419,343","1,403,968","1,488,896","1,790,604","1,614,025","1,490,387","1,394,060","1,376,588","1,120,945","1,161,332","1,277,220","1,384,467","1,327,058"
2008,1005,Lowell Regional Transit Authority,Lowell,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",DR,DO,,,,,,,,,,,,,,,,,,"115,660"
2008,1005,Lowell Regional Transit Authority,Lowell,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",DR,PT,"333,751","345,695","333,040","350,933","391,552","391,102","484,883","511,286","545,700","598,980","536,590","534,585","495,125","411,735","435,075","441,018","448,169","334,225"
2008,1005,Lowell Regional Transit Authority,Lowell,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",MB,DO,"630,913","644,866","541,924","517,832","591,089","615,843","709,381","717,996","803,722","892,954","908,972","905,500","908,980","908,770","911,105","1,051,030","1,130,002","1,115,217"
2008,1006,Southeastern Regional Transit Authority,New Bedford,MA,"New Bedford, MA",193,63,"146,730",DR,DO,"212,979","243,668","256,071",,,,,,,,,,,,,,,
2008,1006,Southeastern Regional Transit Authority,New Bedford,MA,"New Bedford, MA",193,63,"146,730",DR,PT,,,,"313,719",,"304,760","257,020","465,472","425,247","449,377","390,438","373,476","295,819","284,543","391,790","432,200","452,748","499,623"
2008,1006,Southeastern Regional Transit Authority,New Bedford,MA,"New Bedford, MA",193,63,"146,730",MB,DO,"1,762,631","1,471,034","1,535,372",,,,,,,,,,,,,,,
2008,1006,Southeastern Regional Transit Authority,New Bedford,MA,"New Bedford, MA",193,63,"146,730",MB,PT,,,,"1,563,288",,"1,415,984","1,395,513","1,442,696","1,434,399","1,431,250","1,426,746","1,411,111","1,385,344","1,447,141","1,241,600","1,155,216","1,221,469","1,222,422"
2008,1007,Berkshire Regional Transit Authority,Pittsfield,MA,"Pittsfield, MA",430,34,"52,772",DR,PT,0,0,0,0,0,0,0,0,0,0,,"93,047","184,823","179,962",,"359,064","312,472","318,727"
2008,1007,Berkshire Regional Transit Authority,Pittsfield,MA,"Pittsfield, MA",430,34,"52,772",MB,PT,"911,044","922,441","913,579","958,141","953,820","950,593","829,827","815,910","816,735","879,003",,"811,072","812,272","792,419","819,888","821,634","829,781","831,954"
2008,1008,Pioneer Valley Transit Authority,Springfield,MA,"Springfield, MA-CT",59,309,"573,610",DR,PT,"1,173,885","1,182,992","1,640,516","1,186,006","1,374,231","1,842,002","2,131,888","1,460,537","1,700,432","1,882,788","3,350,199","4,138,053","3,421,774","3,029,792","2,797,514","2,610,184","3,333,561","3,301,761"
2008,1008,Pioneer Valley Transit Authority,Springfield,MA,"Springfield, MA-CT",59,309,"573,610",MB,PT,"841,591","4,205,447","4,664,803","4,339,869","4,564,688","4,206,382","883,965","868,861","866,913","905,000","879,795","4,983,977","4,717,822","4,548,559","4,291,231","4,157,052","4,213,207","4,161,914"
2008,1013,Merrimack Valley Regional Transit Authority,Haverhill,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",DR,PT,"396,774","423,939","474,180","363,028","384,991","295,381","300,107","285,294","396,364","413,791","416,882","393,146","463,716","390,549","389,691","391,228","384,564","381,105"
2008,1013,Merrimack Valley Regional Transit Authority,Haverhill,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",MB,PT,"1,113,326","1,095,873","1,107,582","1,206,816","1,161,107","1,174,342","1,154,674","1,285,144","1,282,992","1,465,711","1,440,170","1,208,905","1,169,650","1,198,429","1,111,738","1,431,193","1,489,596","1,508,364"
2008,1014,Worcester Regional Transit Authority,Worcester,MA,"Worcester, MA-CT",74,250,"429,882",DR,DO,"401,653","496,469","485,053","447,748","453,928","446,681","419,141","270,153","280,556","322,744","343,782","317,682","307,578","292,686","130,188","171,153","219,160","188,500"
2008,1014,Worcester Regional Transit Authority,Worcester,MA,"Worcester, MA-CT",74,250,"429,882",DR,PT,"691,941","723,807","868,374","997,211","1,106,595","926,946","1,029,463","1,185,412","1,360,754","1,561,515","1,542,499","1,515,205","1,352,017","1,209,568","1,302,586","1,271,533","1,389,171","1,315,235"
2008,1014,Worcester Regional Transit Authority,Worcester,MA,"Worcester, MA-CT",74,250,"429,882",MB,DO,"2,024,994","2,037,271","1,908,881","1,913,834","1,969,335","1,958,766","1,895,100","2,010,912","1,967,347","2,160,419","2,209,806","2,079,233","1,911,787","1,602,556","1,290,845","1,546,451","1,557,080","1,568,224"
2008,1014,Worcester Regional Transit Authority,Worcester,MA,"Worcester, MA-CT",74,250,"429,882",MB,PT,"61,225","61,264","60,823","60,823",,,,,,,"22,415","30,099","6,668","13,526",,,,
2008,1015,Lewiston-Auburn Transit Committee,Auburn,ME,"Lewiston, ME",447,21,"50,567",DR,PT,,,,,,,,,,,,,,,,,,"26,880"
2008,1015,Lewiston-Auburn Transit Committee,Auburn,ME,"Lewiston, ME",447,21,"50,567",MB,DO,,,,,,"158,632",,,,,,,,,,,,
2008,1015,Lewiston-Auburn Transit Committee,Auburn,ME,"Lewiston, ME",447,21,"50,567",MB,PT,0,0,0,,,,,,,,,,,,,,,"212,736"
2008,1016,Greater Portland Transit District,Portland,ME,"Portland, ME",160,124,"188,080",MB,DO,"671,028","697,388","704,495","702,741","693,077","712,830","703,313","698,522","698,659","745,122","761,773","790,701","826,372","803,441","815,680","824,825","833,073","836,408"
2008,1017,Greater Hartford Transit District,Hartford,CT,"Hartford, CT",45,469,"851,535",DR,DO,"990,420","1,041,476",,,,,,,,,,,,,,,,
2008,1017,Greater Hartford Transit District,Hartford,CT,"Hartford, CT",45,469,"851,535",DR,PT,"553,640","507,155","1,421,733","1,559,818","1,472,297","1,440,782","2,327,392","2,281,141","1,994,770","2,025,148","2,216,124","2,386,567","2,839,590","2,540,731","3,502,751","3,337,098","3,051,880","2,954,111"
2008,1017,Greater Hartford Transit District,Hartford,CT,"Hartford, CT",45,469,"851,535",MB,PT,,"226,467","178,633","167,149","114,434","127,034","61,434",,"72,539","72,489","69,209",,,,,"637,952","580,380","554,990"
2008,1040,Southeast Area Transit,Preston,CT,"Norwich-New London, CT",174,123,"173,160",DR,PT,,,,,,,,,,,,"31,917","31,762","37,485","37,085","30,058","33,458","30,607"
2008,1040,Southeast Area Transit,Preston,CT,"Norwich-New London, CT",174,123,"173,160",MB,DO,"799,404","676,754","676,754",,,,,,"913,499",,"787,616","761,784","818,820","901,758","956,259","910,195","951,864","963,634"
1997,1041,Westport Transit District C/O Norwalk Transit District,Norwalk,CT,"Norwalk, CT",209,49,"108,888",DR,DO,,"25,700","20,400","19,456",,,,,,,,,,,,,,
1997,1041,Westport Transit District C/O Norwalk Transit District,Norwalk,CT,"Norwalk, CT",209,49,"108,888",MB,DO,,"51,786","210,120","190,208",,,,,,,,,,,,,,
2008,1042,Valley Transit District,Derby,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",DR,DO,"306,225","316,000","305,000","306,141","315,000","296,645","273,000","315,000","385,000","398,571","268,854","267,500","264,300","318,342",,,"129,809","273,240"
2008,1042,Valley Transit District,Derby,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",DR,PT,"3,744","3,120","3,120","3,120",520,,,,,,,,,,,,,
2008,1045,"Dattco, Inc.",New Britain,CT,"Hartford, CT",45,469,"851,535",MB,DO,"168,934","169,540","169,212",,,,,,,,,,,,,,,
2008,1047,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",MB,DO,,,,"366,799",,,"393,959","430,478","402,000","466,510","491,389","488,941",,"528,871",,"519,946",,"641,168"
2008,1048,Connecticut Transit - Hartford Division,Hartford,CT,"Hartford, CT",45,469,"851,535",MB,DO,"5,909,344","5,943,324","5,861,570","5,769,867","5,736,661","5,754,841","5,798,329","6,034,859","6,140,831","6,444,858","6,534,419","6,374,233","6,334,810","6,183,252","6,233,247","6,293,473","6,480,780","6,493,665"
2008,1049,The Greater New Haven Transit District,Hamden,CT,"New Haven, CT",69,285,"531,314",DR,DO,,,,,,,,,,,"932,994","1,687,121","1,489,316","1,442,390","1,357,158","1,446,673","1,688,993","1,853,872"
2008,1049,The Greater New Haven Transit District,Hamden,CT,"New Haven, CT",69,285,"531,314",DR,PT,"253,306","313,738","340,436","372,158","518,493","1,016,799","1,190,806","1,199,828","1,098,282","1,211,373","617,962",,,,,,,
2008,1049,The Greater New Haven Transit District,Hamden,CT,"New Haven, CT",69,285,"531,314",MB,DO,,,,,,,,,,,,,"177,696","203,752","192,371","196,447","192,056","219,803"
2008,1050,Greater Bridgeport Transit Authority,Bridgeport,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",DR,PT,"395,063","592,864","595,018","610,746","728,296","688,184","515,867","467,657","447,545","381,506","370,547","380,531","345,438","324,296","345,349","366,481","419,295","530,816"
2008,1050,Greater Bridgeport Transit Authority,Bridgeport,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",MB,DO,"1,665,996","1,675,432","1,694,399","1,721,900","1,720,597","1,723,567","1,751,211","1,850,972","1,911,679","2,112,766","2,166,213","2,172,085","2,089,663","2,067,708","2,081,750","2,055,675","1,937,997","2,240,587"
2008,1050,Greater Bridgeport Transit Authority,Bridgeport,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",MB,PT,,,,,,,,,,,0,,,,,,,
2008,1051,Housatonic Area Regional Transit,Danbury,CT,"Danbury, CT-NY",186,124,"154,455",DR,DO,,"351,472","362,655","346,127","390,178","370,645","426,503","437,726","425,918","415,316","423,613","412,339","400,795","402,850","369,684","364,183","417,246","422,728"
2008,1051,Housatonic Area Regional Transit,Danbury,CT,"Danbury, CT-NY",186,124,"154,455",DR,PT,"293,491",,,,,,,,,,,,,,,,,
2008,1051,Housatonic Area Regional Transit,Danbury,CT,"Danbury, CT-NY",186,124,"154,455",MB,DO,,"565,820","568,160","566,578","579,897","589,223","613,691","620,447","659,019","753,424","752,851","801,190","862,019","882,409","879,923","883,968","876,709","902,135"
2008,1051,Housatonic Area Regional Transit,Danbury,CT,"Danbury, CT-NY",186,124,"154,455",MB,PT,"525,185",,,,,,,,,,,,,,,,,
2006,1052,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",MB,DO,,,,"79,175",,"84,074","88,869","94,404","96,460","104,369","97,354","97,467",,"73,435",,"70,667",,
2008,1053,Cape Ann Transportation Authority,Gloucester,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",DR,PT,"188,862","156,501","175,085","166,401","162,096","133,561","127,500","129,750","132,500","163,000","161,000","170,649","169,929","114,858","142,706","148,388","160,599","179,338"
2008,1053,Cape Ann Transportation Authority,Gloucester,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",MB,PT,"195,173","190,419","221,710","261,872","272,616","306,924","319,552","331,380","321,384","318,901","347,970","347,970","324,874","280,046","306,089","322,422","323,540","320,058"
2008,1055,Connecticut Transit - New Haven Division,Hartford,CT,"New Haven, CT",69,285,"531,314",MB,DO,"3,022,723","2,951,042","2,947,978","2,943,251","3,014,876","2,986,107","3,052,986","3,058,609","3,219,077","3,339,196","3,345,148","3,281,634","3,144,965","3,094,878","3,054,980","3,067,435","3,321,603","3,403,628"
2008,1056,Connecticut Transit - Stamford Division,Hartford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",MB,DO,"926,726","986,636","1,000,875","987,357","997,196","1,052,139","1,110,420","1,111,611","1,132,910","1,182,998","1,222,510","1,233,906","1,256,661","1,230,541","1,224,482","1,196,715","1,281,484","1,540,808"
2008,1057,Norwalk Transit District,Norwalk,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",DR,DO,"22,517","22,695","10,965","11,264","25,286","54,002","100,472","127,574","142,647","144,871","195,148","214,071","154,954","155,189","145,476","158,711","208,256","224,525"
2008,1057,Norwalk Transit District,Norwalk,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",DR,PT,"91,333","99,705","86,445","101,632","98,184","149,448","176,896","106,210","113,169","121,978","215,038","196,384","137,196","157,573","189,945","192,747","244,324","242,470"
2008,1057,Norwalk Transit District,Norwalk,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",MB,DO,"769,908","775,124","751,995","739,814","740,988","763,437","857,030","1,001,252","1,061,973","1,097,714","1,148,310","1,175,055","1,137,513","1,025,365","1,043,495","1,047,655","1,041,314","994,996"
2008,1057,Norwalk Transit District,Norwalk,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",MB,PT,,,,,,"24,849","25,146","24,384","26,265","26,471","26,162","26,059","26,964","27,071","24,794","27,051","26,769","27,606"
2008,1061,Montachusett Regional Transit Authority,Fitchburg,MA,"Leominster-Fitchburg, MA",234,63,"112,943",DR,PT,"1,522,015","2,042,406","1,896,902","2,359,527","777,100","980,989","963,872","1,118,678","1,233,007","1,285,066","1,335,277","1,561,613","1,565,929","1,741,620","1,794,069","1,346,992","1,318,821","1,345,816"
2008,1061,Montachusett Regional Transit Authority,Fitchburg,MA,"Leominster-Fitchburg, MA",234,63,"112,943",MB,PT,"446,938","441,709","503,264","586,988","623,799","721,343","621,153","688,291","746,440","752,966","825,270","994,403","1,195,215","1,315,547","931,864","899,278","826,309","825,654"
2008,1063,Middletown Transit District,Middletown,CT,"Hartford, CT",45,469,"851,535",DR,PT,"200,092","217,408","220,253","237,305","183,665",,"173,565","180,473","180,524","153,342","157,156","164,758","161,746","140,604","122,637","128,710","136,587","138,621"
2008,1063,Middletown Transit District,Middletown,CT,"Hartford, CT",45,469,"851,535",MB,DO,,,,,,,,,,,,,,,,,"410,088","421,610"
2008,1063,Middletown Transit District,Middletown,CT,"Hartford, CT",45,469,"851,535",MB,PT,"344,138","365,498","363,211","339,789","331,504",,"340,242","344,131","350,110","353,484","352,458","456,570","460,703","447,339","444,986","456,804","73,395","73,333"
2008,1064,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,"Providence, RI-MA",34,504,"1,174,548",CR,PT,0,,,,,,,,,,,,,,,,,
2008,1064,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,"Providence, RI-MA",34,504,"1,174,548",DR,DO,"520,906",,,,,,,,,,,,,,,,,
2008,1064,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,"Providence, RI-MA",34,504,"1,174,548",DR,PT,0,"585,047","626,578","740,588","764,255","948,974","887,613","980,414","991,836","990,610","1,057,537","1,036,793","979,532","946,667","927,734","893,667","970,083","1,080,593"
2008,1064,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,"Providence, RI-MA",34,504,"1,174,548",MB,DO,"754,557",,,,,,,,,,,,,,,,,
2008,1064,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,"Providence, RI-MA",34,504,"1,174,548",MB,PT,"124,479","917,038","1,333,585","1,806,169","1,779,997","1,886,592","1,935,178","2,137,019","2,064,751","2,261,617","2,220,527","2,374,139","2,136,774","1,904,804","1,768,109","1,667,897","1,839,378","1,875,243"
2008,1066,Chittenden County Transportation Authority,Burlington,VT,"Burlington, VT",251,62,"105,365",DR,PT,,,"24,726","63,574","89,384","96,431","79,128","89,449",,0,"164,220","135,105","186,713","133,842","291,817","421,433","357,505","261,992"
2008,1066,Chittenden County Transportation Authority,Burlington,VT,"Burlington, VT",251,62,"105,365",MB,DO,"636,339","620,076","634,491","708,630","726,386","729,633","743,427","775,238","743,091","805,497","1,007,063","911,819","963,943","968,594","1,184,883","1,245,345","1,315,968","1,248,632"
2008,1066,Chittenden County Transportation Authority,Burlington,VT,"Burlington, VT",251,62,"105,365",VP,DO,,,,,,,,,,,,,,,"33,282","30,638","53,692","52,913"
2008,1066,Chittenden County Transportation Authority,Burlington,VT,"Burlington, VT",251,62,"105,365",VP,PT,,,,,,,,,,,,,"22,001",,,,,
2008,1069,"The Regional Transportation Program, Inc.",Portland,ME,"Portland, ME",160,124,"188,080",DR,DO,"231,087","259,191","247,458","240,356","252,287","260,784","289,874","368,838","417,746","462,982","465,680","574,716","580,854","620,081","547,908","579,935","704,299","686,809"
