Last_Report_Year,TRS_ID,System_Name,City,State,UZA_NAME,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
2007,5039,Saginaw Transit Authority Regional Service,Saginaw,MI,"Saginaw, MI",200,74,"140,985",0,0,0,0,,0,0,"24,510","1,222,794",,"33,884",0,0,0,0,0,0
2007,5040,Ann Arbor Transportation Authority,Ann Arbor,MI,"Ann Arbor, MI",112,129,"283,904","152,838","226,980","28,437","60,478","82,662","369,610","1,083,902","495,817","336,437","394,207","191,533","1,330,812","1,136,870","81,865","298,324",0,"27,258"
2007,5041,City of Anderson Transportation System,Anderson,IN,"Anderson, IN",265,63,"97,038","17,334","80,000",0,"142,662",,0,"61,207","17,827","1,498","164,000",0,"160,259",,0,0,0,0
2007,5042,East Chicago Transit,East Chicago,IN,"Chicago, IL-IN",3,"2,123","8,307,904",,0,0,0,"167,100","37,898","13,294","134,900","61,000",0,"8,000",0,0,0,,0,0
2007,5043,Metropolitan Evansville Transit System,Evansville,IN,"Evansville, IN-KY",142,106,"211,989","36,937","44,753","2,223",0,"262,452","19,786","4,195","147,043","20,962","7,323","56,669","147,941",126,"4,411","6,000","229,238","121,320"
2007,5044,Fort Wayne Public Transportation Corporation,Fort Wayne,IN,"Fort Wayne, IN",110,135,"287,759","69,005","8,267","33,097","84,049","42,012","38,170","20,564","747,217","85,735","302,655","129,627","684,207","2,340","150,511","401,251","304,948","188,973"
2007,5045,Gary Public Transportation Corporation,Gary,IN,"Chicago, IL-IN",3,"2,123","8,307,904","10,272","440,474","127,114","225,003","282,513",0,0,0,"365,159","238,547","33,986",0,"39,577",0,0,0,"285,783"
2007,5047,Bloomington-Normal Public Transit System,Bloomington,IL,"Bloomington-Normal, IL",237,37,"112,415",0,"24,311",0,0,0,0,0,"4,547","1,972",0,0,0,0,"322,600","80,213","34,866",0
2007,5048,Northwest Indiana Community Action Corporation,Crown Point,IN,"Chicago, IL-IN",3,"2,123","8,307,904",,"26,510",0,0,0,,0,"13,137","255,590","4,626","73,558","27,451",0,0,0,0,0
2000,5049,"Tradewinds Rehabilitation Center, Inc.",Gary,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087","11,831","13,500",0,0,"115,262",,,0,0,0,,,,,,,
2007,5050,Indianapolis and Marion County Public Transportation,Indianapolis,IN,"Indianapolis, IN",33,553,"1,218,919","135,554","431,307","147,913","304,811","551,298","442,999","1,896,982","1,167,130","712,986","3,078,520","1,611,535",0,"1,471,268","783,372","3,105,695","2,618,564","2,586,712"
2007,5051,Greater Lafayette Public Transportation Corporation,Lafayette,IN,"Lafayette, IN",212,55,"125,738","6,747","8,460","15,521","15,050","16,200","82,957","121,200","307,360","346,200","469,629","84,600","1,388,921","85,400","202,950","177,256","81,378","389,251"
2007,5052,South Bend Public Transportation Corporation,South Bend,IN,"South Bend, IN-MI",113,156,"276,498","208,416","34,586","145,743","75,094","104,155","192,782","510,507","196,789","733,151","506,477","364,187","1,237,228","2,117,645","1,521,246","85,558","54,319",0
2007,5053,Terre Haute Transit Utility,Terre Haute,IN,"Terre Haute, IN",312,43,"79,376","31,014","2,400",0,"7,546","7,155","28,604","46,416","3,148","15,000","3,627","34,594","64,575","46,732","172,860","68,695","15,986","14,182"
2007,5054,Muncie Indiana Transit System,Muncie,IN,"Muncie, IN",283,43,"90,673",,"154,204","44,646","404,815","202,087","52,317","78,475","287,891","235,683","468,604","43,577","335,493","300,598","193,085","652,622",0,0
2000,5055,City of Loves Park Transit System ,Loves Park,IL,"Rockford, IL",123,91,"207,826",0,0,460,172,,,"29,688","39,667",0,0,,,,,,,
2007,5056,Greater Peoria Mass Transit District,Peoria,IL,"Peoria, IL",127,123,"247,172","256,999","-138,996","388,044","33,416","31,312","32,751","13,060","18,644","64,970","232,671",0,0,"299,782",0,"127,427","84,254",0
2007,5057,Rock Island County Metropolitan Mass Transit District,Moline ,IL,"Davenport, IA-IL",118,124,"270,626",0,0,0,0,"41,700",0,"13,704",0,"434,500","108,595","60,003","130,000",0,0,0,"40,822","296,581"
2007,5058,Rockford Mass Transit District,Rockford,IL,"Rockford, IL",119,139,"270,414",992,"23,078","59,604","58,225",0,"23,709","1,456","11,192","1,340","25,614","4,355","1,995","1,106","15,203",0,"6,355","174,681"
2007,5059,Springfield Mass Transit District,Springfield,IL,"Springfield, IL",189,87,"153,516",0,0,0,"3,000",0,0,"142,273",770,"27,871","95,028","130,568","96,604","219,308","155,452","59,610","113,114",0
2007,5060,Champaign-Urbana Mass Transit District,Urbana,IL,"Champaign, IL",215,41,"123,938",0,0,0,"503,486","1,412,698","764,480","1,069,373","727,379","1,549,957","112,249","70,294","3,096,496","1,780,882",0,"167,135",0,"1,890,672"
2007,5061,Decatur Public Transit System,Decatur,IL,"Decatur, IL",266,50,"96,454","16,998","-2,444","-1,999","60,054","26,733","40,917",0,0,0,0,"15,060","125,215","12,485","1,216","4,604","3,635","7,121"
2007,5065,Pekin Municipal Bus Service,Pekin,IL,"Peoria, IL",127,123,"247,172",,,0,0,0,0,0,0,0,0,0,,,,,,
2007,5066,Chicago Transit Authority,Chicago,IL,"Chicago, IL-IN",3,"2,123","8,307,904","156,144,800","107,015,062","101,813,323","95,088,502","98,124,728","97,100,593","39,606,639","37,081,669","43,834,469","63,657,428","105,296,082","161,608,885","163,482,661","199,794,598","171,378,127","263,154,595","392,524,617"
1991,5074,Highland Park Transit ,Highland Park,IL,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,,,
2007,5088,Sheboygan Transit System,Sheboygan,WI,"Sheboygan, WI",344,26,"68,600",985,0,"175,000","189,850","187,300","10,570","236,106","5,000","3,705","50,000","436,100",0,"325,004","11,940","288,794","40,934",0
2007,5090,Richland County Transit,Mansfield,OH,"Mansfield, OH",310,51,"79,698","2,840","3,131",398,"2,961","4,983","2,608","1,454","26,626","3,004","54,384","2,294",0,"4,431",0,0,"5,849",0
2007,5091,Wausau Area Transit System,Wausau,WI,"Wausau, WI",345,37,"68,221","38,333",385,385,"19,407","551,735","66,112","123,130","473,707","14,418","12,794","2,648","13,437","6,668","16,766","154,955","58,371","9,799"
2007,5092,City of Rochester Public Transportation,Rochester,MN,"Rochester, MN",281,40,"91,271","19,687","2,400","46,866","80,218","142,682","6,478","2,076","23,865","254,360","282,051","74,631","39,265","365,036","345,245","589,324",0,0
2007,5093,Allen County Regional Transit Authority,Lima,OH,"Lima, OH",325,46,"74,071","2,299","2,356","93,935","6,152",,,,,,,,,,,,,
2002,5094,Waukesha County Transit System,Waukesha,WI,"Milwaukee, WI",32,487,"1,308,913","30,230","37,606","41,805","48,350","54,144","57,852","59,588",0,0,0,0,0,,,,,
2007,5095,Lorain County Transit,Elyria,OH,"Lorain-Elyria, OH",157,88,"193,586","36,492","27,088","2,876","1,160","2,540","4,723","59,493","27,961","20,265","9,299",0,"40,126","10,027","1,085","53,858","150,355",0
2007,5096,City of Waukesha Transit Commission,Waukesha,WI,"Milwaukee, WI",32,487,"1,308,913","7,158","12,164","31,711","31,411","478,562","37,903","32,638","687,787","42,416","55,041","63,294","271,784","564,523","4,164,522","126,775","246,662","127,609"
2004,5097,Campus Bus Service,Kent,OH,"Akron, OH",60,308,"570,215","576,893","159,447","118,657","114,432","762,535","278,215","1,700","268,000","87,093","138,724","182,412","113,123","120,024",0,,,
2007,5099,Eau Claire Transit,Eau Claire,WI,"Eau Claire, WI",279,57,"91,393",0,"4,207",0,0,0,0,"364,276","25,404",0,"42,480","254,464","330,614","1,570",0,"2,042","1,199","3,687"
2007,5102,Hammond Transit System,Hammond,IN,"Chicago, IL-IN",3,"2,123","8,307,904",,0,"2,983","48,393","42,436","41,826","53,507","36,312",0,0,0,0,0,0,0,0,0
2007,5103,North Township of Lake County Dial-A-Ride,Hammond,IN,"Chicago, IL-IN",3,"2,123","8,307,904",0,"7,340",0,"7,214",0,"21,966",0,0,0,0,0,,0,0,0,0,0
2007,5104,Northern Indiana Commuter Transportation District,Chesterton,IN,"Chicago, IL-IN",3,"2,123","8,307,904",0,"740,735","49,262","47,882","243,313","307,742","4,331",675,0,0,0,0,0,0,0,0,0
1997,5105,Portage Township Transportation ,Portage,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087","57,248","74,964",0,0,,0,,,,,,,,,,,
2007,5107,Henderson Area Rapid Transit,Henderson,KY,"Evansville, IN-KY",142,106,"211,989","3,203",,,,,,,,,,,,,,,,
2007,5108,Janesville Transit System,Janesville,WI,"Janesville, WI",355,29,"66,034","47,500","78,056","134,994","66,363","66,817","15,396",893,"383,200","38,876","14,761","12,680","460,963","8,930","16,078","30,194","486,587","77,021"
2007,5109,City of Beloit Transit System,Beloit,WI,"Beloit, WI-IL",406,28,"56,462","48,177","33,324","88,354","162,464","317,785","28,047","153,847",822,"10,000",852,717,0,"4,888","18,354","22,508","136,220","235,407"
2007,5110,Bloomington Public Transportation Corporation,Bloomington,IN,"Bloomington, IN",276,43,"92,456","4,872","145,648","74,800","21,239","360,001","2,023,379","49,100","24,870","106,333","190,227","156,829","178,849",0,0,0,0,0
1999,5112,Milwaukee County Paratransit System ,Milwaukee,WI,"Milwaukee, WI",27,512,"1,226,293",0,0,"13,230","5,485","1,682","5,844","5,007","148,198","42,519",,,,,,,,
2007,5113,Pace - Suburban Bus Division,Arlington Heights,IL,"Chicago, IL-IN",3,"2,123","8,307,904","3,175,000","16,690,611","13,691,370","18,308,078","5,680,895","10,299,262","4,722,616","3,725,341","4,290,652","5,317,643","8,657,362","11,881,107","31,875,513","7,654,258","10,277,557","7,853,926","14,905,182"
1993,5115,Goshen Transit System ,South Bend,IN,"Elkhart--Goshen, IN",228,52,"98,787",0,0,"3,544",,,,,,,,,,,,,,
2007,5117,Laketran,Grand River,OH,"Cleveland, OH",21,647,"1,786,647","827,096","3,682,610","390,900","297,125","1,679,209","363,941","1,118,091","676,168","282,477","3,153,847","2,367,026","657,639","747,517","350,259",0,"1,814,672","755,467"
2007,5118,Northeast Illinois Regional Commuter Railroad Corporation,Chicago,IL,"Chicago, IL-IN",3,"2,123","8,307,904","61,739,355","175,243,301","98,207,549","94,317,717","87,022,244","82,014,040","88,057,146","76,723,719","49,554,858","62,864,937","160,086,780","149,680,600","209,310,073","196,970,524","152,938,262","99,141,326","62,379,861"
2007,5119,City of Detroit Department of Transportation,Detroit,MI,"Detroit, MI",9,"1,262","3,903,377","1,136,981","624,395","684,075","116,907","333,084","487,224","547,234","420,688",0,"62,613",0,0,"39,167","12,343",0,"124,344","7,843,302"
1994,5121,Chicago & Northwestern Transportation Company,Chicago,IL,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,0,0,0,,,,,,,,,,,,,
1994,5122,Burlington Northern Railroad Company,Chicago,IL,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,0,0,0,,,,,,,,,,,,,
1993,5124,Heart City Rider Program ,South Bend,IN,"Elkhart--Goshen, IN",228,52,"98,787","1,780","7,050","3,452",,,,,,,,,,,,,,
1995,5126,Lake County Association for the Retarded,Gary,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",0,"5,782","22,500","18,900","47,090",,,,,,,,,,,,
1995,5127,Southlake Center for Mental Health ,Merrillville,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087","41,909",0,"5,977",0,"9,071",,,,,,,,,,,,
1994,5128,"Gary Neighborhood Services, Inc. ",Gary,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,0,0,,,,,,,,,,,,,,
1994,5129,Hammond Yellow Coach Lines ,Hammond,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,0,0,,,,,,,,,,,,,
2007,5131,"Opportunity Enterprises, Inc.",Valparaiso,IN,"Chicago, IL-IN",3,"2,123","8,307,904","10,921","8,194","14,041",0,"39,604",,,0,0,0,0,0,0,0,0,0,0
2007,5132,Twin Cities Area Transportation Authority,Benton Harbor,MI,"Benton Harbor-St. Joseph, MI",372,45,"61,745",0,923,0,"5,003","4,951","5,902","4,229","2,827",0,"4,538",0,0,0,0,0,0,0
2007,5133,Chippewa Falls General Public Shared-Ride Taxi System,Chippewa Falls,WI,"Eau Claire, WI",279,57,"91,393",0,0,0,0,0,0,0,0,0,"22,778","16,120",0,0,"10,099","10,000",0,0
1997,5134,"Cook-Dupage Transportation Company, Inc.",Chicago,IL,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,0,0,0,0,,,,,,,,,,
1999,5135,City of Kankakee TaxiVan Program,Kankakee,IL,"Kankakee, IL",337,24,"59,695",,,0,0,0,,,,,,,,,,,,
1997,5136,Northwestern IndianaRegional Planning Commission,Portage,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,"51,434","58,100",,,,,,,,,,
2007,5138,City of Newark Transit Operations,Newark,OH,"Newark, OH",339,35,"70,001",,0,"2,525",0,0,0,0,0,"2,064",0,0,0,0,900,0,0,0
1995,5139,Tri-City Community Mental Health Center,East Chicago,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,"3,902",0,"13,507",,,,,,,,,,,,
2007,5141,Detroit Transportation Corporation,Detroit,MI,"Detroit, MI",9,"1,262","3,903,377",,0,0,"6,903,579","6,589,216","5,713,749","7,587,172","8,166,698","9,311,495","369,948","553,657","800,077","3,326,474","3,005,181","1,506,213","2,980,608","540,257"
2007,5142,Steel Valley Regional Transit Authority,Steubenville,OH,"Weirton, WV-Steubenville, OH-PA",327,51,"73,710",,0,0,0,,"6,400",,,,,,,,,,,
2007,5143,Brunswick Transit Alternative,Brunswick,OH,"Cleveland, OH",21,647,"1,786,647",,95,"22,234","2,214","1,659","8,679","7,402","41,610","3,643","1,256","19,349",0,"4,261","20,863","1,134",0,0
1991,5144,"Gary Community Mental Health Center, Inc.",Gary,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,,,,,,,,,
2007,5145,City of Kokomo,Kokomo,IN,"Kokomo, IN",365,35,"63,739",,"14,759","16,396","15,730",,0,"37,000","39,080",0,"60,864",0,"20,754","33,246",222,"48,680",0,"24,438"
2007,5146,Madison County Transit District,Granite City,IL,"St. Louis, MO-IL",17,829,"2,077,662",,,"1,188,658","544,020","1,343,648","753,123","2,112,469","7,670,598","2,222,198","710,802","1,047,620","306,177","428,579","491,384","1,203,728","1,160,748","434,531"
2007,5147,City of Holland Macatawa Area Express,Holland,MI,"Holland, MI",278,48,"91,921",,,,"11,352",1,,,"2,935",0,"135,884",0,0,0,"6,145","130,623","1,203","134,155"
2007,5148,Blue Water Area Transportation Commission,Port Huron,MI,"Port Huron, MI",295,56,"86,486",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5149,Michiana Area Council of Governments,South Bend,IN,"Elkhart, IN-MI",208,78,"131,226",,,,"1,095","9,956","10,183",845,"12,580","13,118","4,496","8,119",0,0,0,"26,006","6,436",0
1995,5150,"Vancom Transportation, Inc. ",Oakbrook Terrace,IL,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,0,,,,,,,,,,,,,
1995,5151,"In-Pact, Inc. ",Crown Point,IN,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,"16,772",,,,,,,,,,,,
2001,5153,"Laidlaw Transit Services, Inc. Area Office",Schaumburg,IL,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",,,,,,,,,0,0,0,,,,,,
2007,5154,Metropolitan Council,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",,,,,,,,,"8,348,410","13,556,894","12,486,702","18,517,163","27,861,414","11,183,734","10,399,919","23,454,976","10,307,653"
2007,5155,Metro Mobility,St. Paul,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",,,,,,,,,"353,626","142,072",0,0,0,"1,922,791","1,662,737","1,266,135","4,155,828"
2007,5157,Butler County Regional Transit Authority,Hamilton,OH,"Cincinnati, OH-KY-IN",26,672,"1,503,262",,,,,,,,,,,"304,032","20,853",0,0,0,0,"99,854"
2007,5158,University of Michigan Parking and Transportation Services,Ann Arbor,MI,"Ann Arbor, MI",112,129,"283,904",,,,,,,,,,0,0,"10,110","34,094",0,0,0,0
2007,5159,River Valley Metro Mass Transit District,Bourbonnais,IL,"Kankakee, IL",359,28,"65,073",,,,,,,,,,0,,,,,,0,0
2007,5160,Washington County Transit,West Bend,WI,"Milwaukee, WI",32,487,"1,308,913",,,,,,,,,,"7,351","9,356",0,"59,207","16,646",0,"54,472","6,200"
2007,5161,Ozaukee County Transit Services,Port Washington,WI,"Milwaukee, WI",32,487,"1,308,913",,,,,,,,,,0,0,0,0,"135,068",0,0,0
2007,5163,Licking County Transit Board,Newark,OH,"Newark, OH",339,35,"70,001",,,,,,,,,,,,,,,"263,021","58,747","9,302"
2007,5164,Sandusky Transit System,Sandusky,OH,"Sandusky, OH",446,29,"50,693",,,,,,,,,,,,,"1,198",0,0,0,0
2007,5165,Greene County Transit Board,Xenia,OH,"Dayton, OH",52,324,"703,444",,,,,,,,,,,,0,0,0,0,0,0
2007,5166,Clermont Transportation Connection,Batavia,OH,"Cincinnati, OH-KY-IN",26,672,"1,503,262",,,,,,,,,,,,"14,684",0,0,0,"175,153","284,496"
2007,5167,"South Lake County Community Services, Inc.",Crown Point,IN,"Chicago, IL-IN",3,"2,123","8,307,904",,,,,,,,,,,,,,,,0,0
2007,5168,Clinton Area Transit System,St. Johns,MI,"Lansing, MI",104,137,"300,032",,,,,,,,,,,,0,0,0,0,0,0
2007,5169,Miami County Public Transit,Troy,OH,"Dayton, OH",52,324,"703,444",,,,,,,,,,,,0,,0,"45,201","17,831","34,877"
2007,5171,Fond du Lac Area Transit,Fond du Lac,WI,"Fond du Lac, WI",452,20,"50,058",,,,,,,,,,,,,,"8,365","1,030","9,163",0
2006,5172,Eaton County Transportation Authority,Charlotte,MI,"Lansing, MI",104,137,"300,032",,,,,,,,,,,,,,,0,,
2007,5174,City of Danville/Danville Mass Transit,Danville,IL,"Danville, IL",426,31,"53,223",,,,,,,,,,,,,,,"11,241","11,637",0
2007,5176,City of DeKalb,DeKalb,IL,"DeKalb, IL",409,18,"55,805",,,,,,,,,,,,,,,,0,0
2007,5179,"Porter County Agency and Community Services, Inc.",Valparaiso,IN,"Chicago, IL-IN",3,"2,123","8,307,904",,,,,,,,,,,,,,,,,"11,234"
2007,5180,Livingston Essential Transportation Service,Howell,MI,"South Lyon-Howell-Brighton, MI",249,95,"106,139",,,,,,,,,,,,,,,,,0
2007,5181,City of Grand Haven Harbor Transit,Grand Haven,MI,"Muskegon, MI",185,100,"154,729",,,,,,,,,,,,,,,,,0
2007,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,"Chicago, IL-IN",3,"2,123","8,307,904",,,,,,,,,,,,,,,,,0
2007,6001,Amarillo City Transit,Amarillo,TX,"Amarillo, TX",167,74,"179,312","200,961","8,879","10,898","15,582","218,600","5,548","55,348","74,409","13,974","457,473","42,598","271,471","31,344","27,789","40,667","50,541",899
2007,6006,Mass Transit Department - City of El Paso,El Paso,TX,"El Paso, TX-NM",54,219,"674,801","1,799,776","1,456,932","1,163,846","2,209,804","2,410,311","1,035,205","1,425,413","965,054","325,563","1,764,733","1,954,297","2,558,403","1,697,054","806,668","1,611,440","1,243,685","11,719,637"
2007,6007,Fort Worth Transportation Authority,Fort Worth,TX,"Dallas-Fort Worth-Arlington, TX",6,"1,407","4,145,659","432,275","681,912","1,459,563","4,338,045","938,363","10,013,564","6,098,419","3,419,968","8,668,647",0,0,"27,780,167","2,244,005","747,050","1,682,213","7,728,207","6,434,939"
2007,6008,"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,"Houston, TX",10,"1,295","3,822,509","9,799,047","46,094,021","143,775,077","65,345,547","64,548,898","53,565,979","68,527,050","77,582,927","69,927,056","95,752,316","194,077,073","149,485,885","184,202,729","153,878,457","89,322,379","81,574,851","212,133,013"
2007,6009,"Laredo Transit Management, Inc.",Laredo,TX,"Laredo, TX",172,43,"175,586","57,085","256,845","327,290","660,251","1,296,884","1,857,433","3,595,103","106,268","836,380","58,660","363,910","360,945","313,782","248,315","102,945","885,307","42,247"
2007,6010,"City Transit Management Company, Inc.",Lubbock,TX,"Lubbock, TX",149,75,"202,225","67,630","26,303","88,588","13,976","36,068","151,859","650,514","211,809","159,939","707,000","58,634",0,"29,245","17,065","286,808","688,974","67,215"
2007,6011,VIA Metropolitan Transit,San Antonio,TX,"San Antonio, TX",30,408,"1,327,554","1,766,242","733,829","1,984,317","588,989","3,586,210","596,572","1,399,918","1,026,938","6,296,599","2,914,747","11,733,091","1,238,352","5,185,017","1,405,903","2,549,710","4,852,321","3,079,589"
2007,6012,"Waco Transit System, Inc.",Waco,TX,"Waco, TX",190,70,"153,198",0,"9,789","114,120","5,874",0,"61,087","36,443","6,051","34,334","209,231","10,400",0,"34,721","6,127","20,372","65,317","17,891"
2007,6013,Port Arthur Transit,Port Arthur,TX,"Port Arthur, TX",230,46,"114,656","33,720","2,169","9,666","4,605","10,684","10,269","82,842",626,"22,034","45,334","19,669","32,671","10,631","19,252","15,863","13,656","45,047"
2007,6014,City of Brownsville - Brownsville Urban System,Brownsville,TX,"Brownsville, TX",178,57,"165,776","386,280","63,154","23,992","58,594","51,508","93,285","31,579","143,863","274,125",,"405,613","32,396","36,147","62,908","498,789","263,181","1,623,200"
2007,6015,Island Transit,Galveston,TX,"Galveston, TX",413,12,"54,770","42,640","45,178","10,384",0,"3,640",0,0,0,,,0,"720,498","720,498",0,0,"128,647","223,901"
2007,6016,Beaumont Municipal Transit System,Beaumont,TX,"Beaumont, TX",201,81,"139,304",0,"3,004","3,843",0,"154,633","7,871","8,140","43,651","6,412","133,745","7,033","85,333","206,838",0,0,0,"34,800"
2007,6017,Central Oklahoma Transportation and Parking Authority,Oklahoma City,OK,"Oklahoma City, OK",49,322,"747,003","125,051",0,"369,475","38,062","19,843","434,705","1,331,804","1,702,112","706,400",0,"1,118,446","609,004","485,563","1,919,159","173,909","407,818",0
2007,6018,Metropolitan Tulsa Transit Authority,Tulsa,OK,"Tulsa, OK",63,261,"558,329","112,105","430,573","140,545","138,983","197,093","413,325","1,984,277","1,797,142","3,853,114","746,412","255,312","191,218","203,648","702,730","1,212,787","534,078","77,668"
2007,6019,ABQ Ride,Albuquerque,NM,"Albuquerque, NM",57,224,"598,191","88,894",0,"83,291","7,209","44,364","319,277",0,0,"652,833","1,557,174","1,762,675",0,"2,858,245","2,706,043",0,0,"1,791,063"
2007,6020,Crescent City Connection Division - Louisiana Department of Transportation,New Orleans,LA,"New Orleans, LA",37,198,"1,009,283",0,"185,549","195,191","612,198","114,331",0,0,0,0,0,0,0,0,0,0,0,0
1998,6021,"Louisiana Transit Company, Inc. ",Harahan,LA,"New Orleans, LA",33,270,"1,040,226","6,371","5,542","44,608","16,429","20,416","22,633","625,038","766,392",,,,,,,,,
2007,6022,Capital Area Transit System,Baton Rouge,LA,"Baton Rouge, LA",72,281,"479,019","37,041",0,"46,104","43,136","194,671","919,539","1,056,456","414,705","222,230","62,612","230,300","127,879",0,"227,763","118,795",0,0
2007,6023,Lake Charles Transit System,Lake Charles,LA,"Lake Charles, LA",204,92,"132,977","181,629","183,365","22,000","7,065",0,,,,,,,,,,,,
2007,6024,Shreveport Area Transit System,Shreveport,LA,"Shreveport, LA",115,155,"275,213","286,767","44,038","15,895","126,382","188,660","656,900","266,442","311,147","445,455","545,576","90,142","64,104","709,269","59,135","420,545","58,406","140,198"
2007,6025,City of Alexandria,Alexandria,LA,"Alexandria, LA",314,58,"78,504","3,393","22,157","5,846","8,489","151,170","23,934","42,586","38,051","7,988","18,074","37,232",0,"340,523","48,882",661,"30,334","257,046"
2007,6026,City of Monroe Transit System,Monroe,LA,"Monroe, LA",232,78,"113,818","71,656","42,183","12,960","21,671","5,142","57,200","60,000","201,182",0,0,0,0,0,"40,811","39,627","233,638","28,824"
1998,6029,Westside Transit Lines ,Gretna,LA,"New Orleans, LA",33,270,"1,040,226",0,"22,764","69,066","58,803","42,637",0,0,"648,338",,,,,,,,,
2007,6032,New Orleans Regional Transit Authority,New Orleans,LA,"New Orleans, LA",37,198,"1,009,283","5,904,589","3,213,128","2,922,028","5,043,483","3,503,834","3,829,510","4,231,884","425,233",0,0,0,0,0,0,,0,0
2007,6033,Central Arkansas Transit Authority,North Little Rock,AR,"Little Rock, AR",88,206,"360,331","158,862","163,137","67,162",0,0,"770,303",0,"45,000","603,272","934,294","990,406","107,595","1,955,362","1,777,731","161,496","1,371,648","607,722"
2007,6034,Pine Bluff Transit,Pine Bluff,AR,"Pine Bluff, AR",387,35,"58,584","39,679","11,277","2,506","36,703",,,,"12,641",,,,,,,,,
2007,6035,Wichita Falls Transit System,Wichita Falls,TX,"Wichita Falls, TX",258,52,"99,396","8,218","18,345","2,989",776,,,,,,,,,,,,,
2006,6037,City of San Angelo,San Angelo,TX,"San Angelo, TX",293,46,"87,969","6,371","43,685","42,256","44,997","38,021","16,082","9,145",0,0,"18,546",0,0,0,0,0,0,
2007,6038,Lafayette Transit System,Lafayette,LA,"Lafayette, LA",170,125,"178,079","6,139","615,821","7,629","7,864","198,135","35,353","38,379","40,297","1,625","102,623","213,052","347,818","1,078,458","459,489","246,053","19,177","116,088"
2007,6040,Abilene Transit System,Abilene,TX,"Abilene, TX",245,48,"107,041","22,607","72,649","7,200","4,229","3,632","93,259","14,572","264,006","61,273","215,847","57,059","19,496","1,828","55,607","91,353","271,427","180,440"
2007,6041,Handitran Special Transit Division - City of Arlington,Arlington,TX,"Dallas-Fort Worth-Arlington, TX",6,"1,407","4,145,659","12,368","7,178","21,165",123,"31,847","31,352","9,025","33,845","-1,333","83,895","-13,629","16,094","36,088","15,944","93,438",0,"4,954"
1995,6045,City of Santa Fe - Social Services Transportation Program,Santa Fe,NM,"Santa Fe, NM",323,41,"63,023","11,550","15,600","18,233",0,0,,,,,,,,,,,,
2007,6048,Capital Metropolitan Transportation Authority,Austin,TX,"Austin, TX",40,318,"901,920","1,089,640","753,870","2,608,787","1,603,378","1,307,814",,"5,769,799","16,554,063","14,177,485","23,376,757","18,928,763","19,562,022","14,409,144","31,616,360","32,710,627","36,832,867","42,104,445"
2007,6049,Las Cruces Area Transit,Las Cruces,NM,"Las Cruces, NM",253,64,"104,186","15,845","15,706","11,152","4,320","22,064","119,046","15,327","23,023","27,855","156,016",0,0,0,"47,645","468,224","81,067",0
2007,6051,Corpus Christi Regional Transportation Authority,Corpus Christi,TX,"Corpus Christi, TX",107,110,"293,925","592,971","623,751","590,764","1,221,946","1,830,661","1,185,038","897,017",0,0,0,0,"1,645,517",0,"1,525,817","297,370","311,584","638,228"
2006,6053,Texoma Council of Governments Transportation Department,Sherman,TX,"Sherman, TX",407,32,"56,168","2,681","5,499","15,623","5,707",0,"5,169","40,442","2,455","1,593","9,401","7,102","16,375","4,719","20,966",0,0,
2007,6056,Dallas Area Rapid Transit,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",6,"1,407","4,145,659","10,037,390","6,920,373","24,276,487","180,602,498","194,490,108","191,647,599","89,493,297","65,656,560","145,279,412","215,472,556","174,692,000","99,305,006","101,299,508","1,270,051","23,295,282","80,733,797","309,826,306"
2002,6057,"First Transit, Inc.",Garland,TX,"Dallas-Fort Worth-Arlington, TX",6,"1,407","4,145,659",,0,0,0,0,0,0,0,0,0,,0,,,,,
2007,6059,Brazos Transit District,Bryan,TX,"College Station-Bryan, TX",206,49,"132,500",0,"2,184","128,442","55,460","22,118","41,909",0,0,0,0,0,0,0,0,0,0,0
